beta,diag,seed,long_mpox_prob,index,distance,distance_cum,r2,r2_adjusted
1.758391917528618,0.1041343939845796,83242,0.012424242424242424,14701,203.4993857484587,2924.7873426969013,0.6631316914785128,0.6577273870637297
1.758391917528618,0.1041343939845796,83242,0.014848484848484849,14702,203.13296138244036,3066.5125142415445,0.629693743788885,0.6237530017106319
1.6962710515716122,0.103873965195954,56381,0.01,3300,115.08692367076289,3447.241070769493,0.5320333785537323,0.5245258926481773
1.7543984703763496,0.1058469813346516,3941,0.012424242424242424,15501,128.22246293064254,3467.527072713348,0.5265094805368875,0.5189133759465703
1.6799119478123534,0.1059223183924428,80061,0.01,2800,110.59385154700055,3477.6909005833168,0.5237296728689181,0.5160889724336601
1.72931152175587,0.1034200695258857,56376,0.01,4700,116.55041827466772,3547.0699175516684,0.5045371860726875,0.4965885847797359
1.7071872310836618,0.1034044154053017,57795,0.012424242424242424,901,112.11155159036912,3706.846908087789,0.458895847279012,0.450215031994718
1.7543984703763496,0.1058469813346516,3941,0.01,15500,126.51482126612676,3716.6982659344303,0.45601593660648143,0.44728891954669237
1.8247281867319016,0.1011688550615926,68563,0.01,20100,145.3684972750286,3818.2895385237616,0.42587126750397075,0.41666064612702913
1.7814611435617294,0.1026112369829601,80449,0.012424242424242424,8801,120.702112657567,3900.165765707914,0.40098499899235995,0.3913751326660342
1.7820819629117075,0.100165306580636,94635,0.01,9500,131.49524706239384,4063.8043752129606,0.3496649608793494,0.33923177843356356
1.6261565760795325,0.1089056951483048,98914,0.01,14500,127.4441053952673,4100.997683491177,0.33770631413932584,0.32708128174583906
1.7620054288986642,0.1025370826097992,60389,0.01,8600,119.07140714714008,4114.539828461987,0.33332509467612137,0.32262977533937465
1.8118554656771275,0.1023537255396907,85886,0.01,300,123.43014218577244,4122.133428214084,0.3308620567047257,0.32012722338982824
1.7782170417593612,0.1024332323642256,51166,0.01,2400,127.3184982632139,4142.881123083306,0.3241092387573764,0.31326607146471397
1.8388702048226024,0.102052651891072,17348,0.01,8700,131.37731919931994,4164.127639734402,0.3171589319949699,0.30620426245478227
1.72931152175587,0.1034200695258857,56376,0.014848484848484849,4702,129.4990347454374,4260.539050401956,0.2851734623620834,0.27370565694543225
1.7947226313522169,0.1007060388180171,68347,0.0196969696969697,27504,152.70559911149297,4269.929507614851,0.2820189575704316,0.2705005451250374
1.7807484784295529,0.1042174804304596,6557,0.014848484848484849,1202,120.14574482685602,4283.429000228672,0.27747194988960244,0.2658805907969223
1.796490657855917,0.1030597675798174,93985,0.012424242424242424,25401,149.53594885511643,4308.985379413581,0.2688245388453032,0.25709445123319585
1.6799119478123534,0.1059223183924428,80061,0.012424242424242424,2801,115.17378173872731,4315.750919596728,0.2665266983971706,0.2547597470345583
1.6799119478123534,0.1059223183924428,80061,0.014848484848484849,2802,112.94689017409908,4321.025341281858,0.26473279899914426,0.2529370685018043
1.8194347623614255,0.1052760011082361,24441,0.01,1700,119.4571052721436,4356.198916486712,0.25271378329531535,0.2407252343642241
1.7641013114131192,0.1066221307009397,9529,0.01,4500,118.0,4358.531748192274,0.2519131955365703,0.23991180295159553
1.85269835902898,0.1015531765804985,51332,0.014848484848484849,20902,135.67977004697494,4362.342719227823,0.2506044137283119,0.23858202464373923
1.796490657855917,0.1030597675798174,93985,0.01,25400,149.19450392021818,4369.6087925579795,0.248105894715567,0.23604342243827658
1.60351610495938,0.1168181162604771,35852,0.0196969696969697,24104,200.9303361864505,4390.268442817592,0.24097912785739417,0.2288023224219513
1.755543330610163,0.1034022055756249,90041,0.012424242424242424,10501,129.4565564195186,4397.875282451743,0.23834659998370444,0.2261275614807693
1.7273994386291345,0.1036802955327442,89820,0.01,13600,142.3411395205195,4400.019090867675,0.23760386089281949,0.22537290678949562
1.7250319200014843,0.1019900891087928,94757,0.014848484848484849,6802,125.1159462258908,4406.645436156624,0.23530582354656615,0.22303800253394424
1.7947226313522169,0.1007060388180171,68347,0.01,27500,148.15869869838895,4411.019836727103,0.2337868726842781,0.22149468347600454
1.7820819629117075,0.100165306580636,94635,0.014848484848484849,9502,141.76741515595182,4413.685761356374,0.23286042764678494,0.2205533756838991
1.729331000989971,0.1053709162169395,99179,0.014848484848484849,22802,144.11453778158537,4430.491507722366,0.2270073159721382,0.21460636382195852
1.7373989556244651,0.1085626832071666,28218,0.012424242424242424,7001,113.97806806574675,4437.755288431304,0.22447059872397856,0.21202895057516535
1.60351610495938,0.1168181162604771,35852,0.02212121212121212,24105,210.61576389244945,4440.385568844219,0.22355100574108566,0.21109460476367004
1.8328150746685592,0.1002023743232739,57485,0.01,16400,146.03424255975034,4477.566414917817,0.2104936281079609,0.19782775048402446
1.6799119478123534,0.1059223183924428,80061,0.02696969696969697,2807,116.10340218959992,4495.8049334907755,0.20404871944175407,0.19127944756114046
1.8372908105974588,0.1000675066276885,52066,0.01,24900,142.04224723651762,4572.743815260155,0.17657261056902007,0.16336254549793483
1.8006485691644796,0.103121129808681,40459,0.01,23500,190.01315743916263,4575.168958628741,0.1756989736074971,0.16247489297018425
