,beta,diag,seed,long_mpox_prob
0,1.7710358341366503,0.1015673583325179,49451,0.01
1,1.7710358341366503,0.1015673583325179,49451,0.012424242424242424
2,1.7710358341366503,0.1015673583325179,49451,0.014848484848484849
3,1.7710358341366503,0.1015673583325179,49451,0.017272727272727273
4,1.7710358341366503,0.1015673583325179,49451,0.0196969696969697
5,1.7710358341366503,0.1015673583325179,49451,0.02212121212121212
6,1.7710358341366503,0.1015673583325179,49451,0.024545454545454544
7,1.7710358341366503,0.1015673583325179,49451,0.02696969696969697
8,1.7710358341366503,0.1015673583325179,49451,0.029393939393939396
9,1.7710358341366503,0.1015673583325179,49451,0.03181818181818182
10,1.7710358341366503,0.1015673583325179,49451,0.03424242424242424
11,1.7710358341366503,0.1015673583325179,49451,0.03666666666666667
12,1.7710358341366503,0.1015673583325179,49451,0.03909090909090909
13,1.7710358341366503,0.1015673583325179,49451,0.04151515151515152
14,1.7710358341366503,0.1015673583325179,49451,0.04393939393939394
15,1.7710358341366503,0.1015673583325179,49451,0.046363636363636364
16,1.7710358341366503,0.1015673583325179,49451,0.04878787878787879
17,1.7710358341366503,0.1015673583325179,49451,0.051212121212121216
18,1.7710358341366503,0.1015673583325179,49451,0.05363636363636364
19,1.7710358341366503,0.1015673583325179,49451,0.05606060606060606
20,1.7710358341366503,0.1015673583325179,49451,0.05848484848484849
21,1.7710358341366503,0.1015673583325179,49451,0.06090909090909091
22,1.7710358341366503,0.1015673583325179,49451,0.06333333333333332
23,1.7710358341366503,0.1015673583325179,49451,0.06575757575757575
24,1.7710358341366503,0.1015673583325179,49451,0.06818181818181818
25,1.7710358341366503,0.1015673583325179,49451,0.0706060606060606
26,1.7710358341366503,0.1015673583325179,49451,0.07303030303030303
27,1.7710358341366503,0.1015673583325179,49451,0.07545454545454545
28,1.7710358341366503,0.1015673583325179,49451,0.07787878787878787
29,1.7710358341366503,0.1015673583325179,49451,0.08030303030303029
30,1.7710358341366503,0.1015673583325179,49451,0.08272727272727272
31,1.7710358341366503,0.1015673583325179,49451,0.08515151515151514
