COUNTRY,DATE,ISO3,WHO_REGION,TOTAL_CONF_CASES,TOTAL_PROB_CASES,TOTAL_CONF_DEATHS,NEW_CONF_CASES,NEW_PROB_CASES,NEW_CONF_DEATHS
Lithuania,2022-12-02,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-12-02,LUX,EURO,57,0,0,0,0,0
Malta,2022-12-02,MLT,EURO,33,0,0,0,0,0
Monaco,2022-12-02,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-12-02,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-12-02,NLD,EURO,1251,0,0,0,0,0
New Zealand,2022-12-02,NZL,WPRO,39,0,0,3,0,0
Norway,2022-12-02,NOR,EURO,93,0,0,0,0,0
Poland,2022-12-02,POL,EURO,214,0,0,0,0,0
Portugal,2022-12-02,PRT,EURO,948,0,0,0,0,0
Republic of Moldova,2022-12-02,MDA,EURO,2,0,0,0,0,0
Romania,2022-12-02,ROU,EURO,45,0,0,0,0,0
Russian Federation,2022-12-02,RUS,EURO,2,0,0,0,0,0
San Marino,2022-12-02,SMR,EURO,1,0,0,0,0,0
Serbia,2022-12-02,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-12-02,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-12-02,SVN,EURO,47,0,0,0,0,0
Spain,2022-12-02,ESP,EURO,7408,0,3,0,0,0
Sweden,2022-12-02,SWE,EURO,229,0,0,0,0,0
Switzerland,2022-12-02,CHE,EURO,550,0,0,0,0,0
Thailand,2022-12-02,THA,SEARO,12,0,0,0,0,0
The United Kingdom,2022-12-02,GBR,EURO,3725,0,0,0,0,0
Türkiye,2022-12-02,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-12-02,UKR,EURO,5,0,0,0,0,0
Indonesia,2022-12-03,IDN,SEARO,1,0,0,0,0,0
Benin,2022-12-04,BEN,AFRO,3,0,0,0,0,0
Cameroon,2022-12-04,CMR,AFRO,18,0,3,0,0,0
Central African Republic,2022-12-04,CAF,AFRO,27,0,0,0,0,0
Congo,2022-12-04,COG,AFRO,5,0,0,0,0,0
Ghana,2022-12-04,GHA,AFRO,111,0,4,0,0,0
Liberia,2022-12-04,LBR,AFRO,4,0,0,0,0,0
Nigeria,2022-12-04,NGA,AFRO,726,0,7,40,0,0
South Africa,2022-12-04,ZAF,AFRO,5,0,0,0,0,0
Sri Lanka,2022-12-04,LKA,SEARO,2,0,0,0,0,0
Argentina,2022-12-05,ARG,AMRO,991,0,2,20,0,0
Aruba,2022-12-05,ABW,AMRO,3,0,0,0,0,0
Bahamas,2022-12-05,BHS,AMRO,2,0,0,0,0,0
Barbados,2022-12-05,BRB,AMRO,1,0,0,0,0,0
Bermuda,2022-12-05,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2022-12-05,BOL,AMRO,260,0,0,1,0,0
Brazil,2022-12-05,BRA,AMRO,10703,0,14,96,0,0
Canada,2022-12-05,CAN,AMRO,1476,0,0,2,0,0
Chile,2022-12-05,CHL,AMRO,1374,0,2,15,0,0
Colombia,2022-12-05,COL,AMRO,4022,0,0,20,0,0
Costa Rica,2022-12-05,CRI,AMRO,56,0,0,6,0,0
Cuba,2022-12-05,CUB,AMRO,8,0,1,0,0,0
Curaçao,2022-12-05,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2022-12-05,DOM,AMRO,62,0,1,1,0,0
Ecuador,2022-12-05,ECU,AMRO,442,0,2,17,0,0
El Salvador,2022-12-05,SLV,AMRO,61,0,0,11,0,0
Guadeloupe,2022-12-05,GLP,AMRO,1,0,0,0,0,0
Guatemala,2022-12-05,GTM,AMRO,247,0,0,20,0,0
Guyana,2022-12-05,GUY,AMRO,2,0,0,0,0,0
Honduras,2022-12-05,HND,AMRO,12,0,0,1,0,0
Jamaica,2022-12-05,JAM,AMRO,18,0,0,0,0,0
Martinique,2022-12-05,MTQ,AMRO,1,0,0,0,0,0
Mexico,2022-12-05,MEX,AMRO,3674,0,20,48,0,0
Panama,2022-12-05,PAN,AMRO,71,0,0,5,0,0
Paraguay,2022-12-05,PRY,AMRO,37,0,0,5,0,0
Peru,2022-12-05,PER,AMRO,3634,0,23,34,0,0
Saint Martin,2022-12-05,MAF,AMRO,1,0,0,0,0,0
United States of America,2022-12-05,USA,AMRO,29906,0,52,96,0,0
Uruguay,2022-12-05,URY,AMRO,19,0,0,1,0,0
Venezuela (Bolivarian Republic of),2022-12-05,VEN,AMRO,10,0,0,0,0,0
Andorra,2022-12-06,AND,EURO,4,0,0,0,0,0
Austria,2022-12-06,AUT,EURO,327,0,0,0,0,0
Belgium,2022-12-06,BEL,EURO,790,0,1,1,0,0
Bosnia and Herzegovina,2022-12-06,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-12-06,BGR,EURO,6,0,0,0,0,0
Croatia,2022-12-06,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-12-06,CYP,EURO,5,0,0,0,0,0
Czechia,2022-12-06,CZE,EURO,71,0,1,0,0,0
Denmark,2022-12-06,DNK,EURO,191,0,0,0,0,0
Estonia,2022-12-06,EST,EURO,11,0,0,0,0,0
Finland,2022-12-06,FIN,EURO,42,0,0,0,0,0
France,2022-12-06,FRA,EURO,4110,0,0,0,0,0
Georgia,2022-12-06,GEO,EURO,2,0,0,0,0,0
Germany,2022-12-06,DEU,EURO,3673,0,0,2,0,0
Gibraltar,2022-12-06,GIB,EURO,6,0,0,0,0,0
Greece,2022-12-06,GRC,EURO,85,0,0,0,0,0
Greenland,2022-12-06,GRL,EURO,2,0,0,0,0,0
Hungary,2022-12-06,HUN,EURO,80,0,0,0,0,0
Iceland,2022-12-06,ISL,EURO,16,0,0,0,0,0
Ireland,2022-12-06,IRL,EURO,223,0,0,3,0,0
Israel,2022-12-06,ISR,EURO,262,0,0,0,0,0
Italy,2022-12-06,ITA,EURO,923,0,0,2,0,0
Latvia,2022-12-06,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-12-06,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-12-06,LUX,EURO,57,0,0,0,0,0
Malta,2022-12-06,MLT,EURO,33,0,0,0,0,0
Monaco,2022-12-06,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-12-06,MNE,EURO,2,0,0,0,0,0
Mozambique,2022-12-06,MOZ,AFRO,1,0,1,0,0,0
Netherlands,2022-12-06,NLD,EURO,1251,0,0,0,0,0
Norway,2022-12-06,NOR,EURO,93,0,0,0,0,0
Poland,2022-12-06,POL,EURO,214,0,0,0,0,0
Portugal,2022-12-06,PRT,EURO,948,0,0,0,0,0
Republic of Moldova,2022-12-06,MDA,EURO,2,0,0,0,0,0
Romania,2022-12-06,ROU,EURO,46,0,0,1,0,0
Russian Federation,2022-12-06,RUS,EURO,2,0,0,0,0,0
San Marino,2022-12-06,SMR,EURO,1,0,0,0,0,0
Serbia,2022-12-06,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-12-06,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-12-06,SVN,EURO,47,0,0,0,0,0
Spain,2022-12-06,ESP,EURO,7408,0,3,0,0,0
Sweden,2022-12-06,SWE,EURO,236,0,0,7,0,0
Switzerland,2022-12-06,CHE,EURO,551,0,0,1,0,0
The United Kingdom,2022-12-06,GBR,EURO,3730,0,0,5,0,0
Türkiye,2022-12-06,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-12-06,UKR,EURO,5,0,0,0,0,0
Andorra,2022-12-09,AND,EURO,4,0,0,0,0,0
Australia,2022-12-09,AUS,WPRO,144,0,0,1,0,0
Austria,2022-12-09,AUT,EURO,327,0,0,0,0,0
Belgium,2022-12-09,BEL,EURO,790,0,1,0,0,0
Bosnia and Herzegovina,2022-12-09,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-12-09,BGR,EURO,6,0,0,0,0,0
Croatia,2022-12-09,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-12-09,CYP,EURO,5,0,0,0,0,0
Czechia,2022-12-09,CZE,EURO,71,0,1,0,0,0
Denmark,2022-12-09,DNK,EURO,191,0,0,0,0,0
Egypt,2022-12-09,EGY,EMRO,2,0,0,1,0,0
Estonia,2022-12-09,EST,EURO,11,0,0,0,0,0
Finland,2022-12-09,FIN,EURO,42,0,0,0,0,0
France,2022-12-09,FRA,EURO,4110,0,0,0,0,0
Georgia,2022-12-09,GEO,EURO,2,0,0,0,0,0
Germany,2022-12-09,DEU,EURO,3673,0,0,0,0,0
Gibraltar,2022-12-09,GIB,EURO,6,0,0,0,0,0
Greece,2022-12-09,GRC,EURO,85,0,0,0,0,0
Greenland,2022-12-09,GRL,EURO,2,0,0,0,0,0
Hungary,2022-12-09,HUN,EURO,80,0,0,0,0,0
Iceland,2022-12-09,ISL,EURO,16,0,0,0,0,0
Ireland,2022-12-09,IRL,EURO,223,0,0,0,0,0
Israel,2022-12-09,ISR,EURO,262,0,0,0,0,0
Italy,2022-12-09,ITA,EURO,927,0,0,4,0,0
Latvia,2022-12-09,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-12-09,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-12-09,LUX,EURO,57,0,0,0,0,0
Malta,2022-12-09,MLT,EURO,33,0,0,0,0,0
Monaco,2022-12-09,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-12-09,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-12-09,NLD,EURO,1251,0,0,0,0,0
New Zealand,2022-12-09,NZL,WPRO,40,0,0,1,0,0
Norway,2022-12-09,NOR,EURO,93,0,0,0,0,0
Poland,2022-12-09,POL,EURO,214,0,0,0,0,0
Portugal,2022-12-09,PRT,EURO,948,0,0,0,0,0
Republic of Moldova,2022-12-09,MDA,EURO,2,0,0,0,0,0
Romania,2022-12-09,ROU,EURO,46,0,0,0,0,0
Russian Federation,2022-12-09,RUS,EURO,2,0,0,0,0,0
San Marino,2022-12-09,SMR,EURO,1,0,0,0,0,0
Serbia,2022-12-09,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-12-09,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-12-09,SVN,EURO,47,0,0,0,0,0
Spain,2022-12-09,ESP,EURO,7412,0,3,4,0,0
Sweden,2022-12-09,SWE,EURO,236,0,0,0,0,0
Switzerland,2022-12-09,CHE,EURO,551,0,0,0,0,0
The United Kingdom,2022-12-09,GBR,EURO,3730,0,0,0,0,0
Türkiye,2022-12-09,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-12-09,UKR,EURO,5,0,0,0,0,0
Benin,2022-12-11,BEN,AFRO,3,0,0,0,0,0
Cameroon,2022-12-11,CMR,AFRO,18,0,3,0,0,0
Central African Republic,2022-12-11,CAF,AFRO,28,0,0,1,0,0
Congo,2022-12-11,COG,AFRO,5,0,0,0,0,0
Ghana,2022-12-11,GHA,AFRO,117,0,4,6,0,0
Liberia,2022-12-11,LBR,AFRO,6,0,0,2,0,0
Nigeria,2022-12-11,NGA,AFRO,750,0,7,24,0,0
South Africa,2022-12-11,ZAF,AFRO,5,0,0,0,0,0
Argentina,2022-12-12,ARG,AMRO,1009,0,2,18,0,0
Aruba,2022-12-12,ABW,AMRO,3,0,0,0,0,0
Bahamas,2022-12-12,BHS,AMRO,2,0,0,0,0,0
Barbados,2022-12-12,BRB,AMRO,1,0,0,0,0,0
Bermuda,2022-12-12,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2022-12-12,BOL,AMRO,261,0,0,1,0,0
Brazil,2022-12-12,BRA,AMRO,10768,0,14,65,0,0
Canada,2022-12-12,CAN,AMRO,1480,0,0,4,0,0
Chile,2022-12-12,CHL,AMRO,1382,0,2,8,0,0
Colombia,2022-12-12,COL,AMRO,4028,0,0,6,0,0
Costa Rica,2022-12-12,CRI,AMRO,66,0,0,10,0,0
Cuba,2022-12-12,CUB,AMRO,8,0,1,0,0,0
Curaçao,2022-12-12,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2022-12-12,DOM,AMRO,63,0,1,1,0,0
Ecuador,2022-12-12,ECU,AMRO,450,0,2,8,0,0
Egypt,2022-12-12,EGY,EMRO,3,0,0,1,0,0
El Salvador,2022-12-12,SLV,AMRO,67,0,0,6,0,0
Guadeloupe,2022-12-12,GLP,AMRO,1,0,0,0,0,0
Guatemala,2022-12-12,GTM,AMRO,268,0,0,21,0,0
Guyana,2022-12-12,GUY,AMRO,2,0,0,0,0,0
Honduras,2022-12-12,HND,AMRO,12,0,0,0,0,0
India,2022-12-12,IND,SEARO,20,0,1,3,0,0
Indonesia,2022-12-12,IDN,SEARO,1,0,0,0,0,0
Jamaica,2022-12-12,JAM,AMRO,18,0,0,0,0,0
Martinique,2022-12-12,MTQ,AMRO,1,0,0,0,0,0
Mexico,2022-12-12,MEX,AMRO,3709,0,21,35,0,1
Panama,2022-12-12,PAN,AMRO,77,0,0,6,0,0
Paraguay,2022-12-12,PRY,AMRO,39,0,0,2,0,0
Peru,2022-12-12,PER,AMRO,3656,0,23,22,0,0
Saint Martin,2022-12-12,MAF,AMRO,1,0,0,0,0,0
Sri Lanka,2022-12-12,LKA,SEARO,2,0,0,0,0,0
Thailand,2022-12-12,THA,SEARO,12,0,0,0,0,0
United States of America,2022-12-12,USA,AMRO,29994,0,53,88,0,1
Uruguay,2022-12-12,URY,AMRO,19,0,0,0,0,0
Venezuela (Bolivarian Republic of),2022-12-12,VEN,AMRO,10,0,0,0,0,0
Andorra,2022-12-13,AND,EURO,4,0,0,0,0,0
Austria,2022-12-13,AUT,EURO,327,0,0,0,0,0
Belgium,2022-12-13,BEL,EURO,790,0,1,0,0,0
Bosnia and Herzegovina,2022-12-13,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-12-13,BGR,EURO,6,0,0,0,0,0
Croatia,2022-12-13,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-12-13,CYP,EURO,5,0,0,0,0,0
Czechia,2022-12-13,CZE,EURO,71,0,1,0,0,0
Denmark,2022-12-13,DNK,EURO,192,0,0,1,0,0
Estonia,2022-12-13,EST,EURO,11,0,0,0,0,0
Finland,2022-12-13,FIN,EURO,42,0,0,0,0,0
France,2022-12-13,FRA,EURO,4110,0,0,0,0,0
Georgia,2022-12-13,GEO,EURO,2,0,0,0,0,0
Germany,2022-12-13,DEU,EURO,3675,0,0,2,0,0
Gibraltar,2022-12-13,GIB,EURO,6,0,0,0,0,0
Greece,2022-12-13,GRC,EURO,85,0,0,0,0,0
Greenland,2022-12-13,GRL,EURO,2,0,0,0,0,0
Hungary,2022-12-13,HUN,EURO,80,0,0,0,0,0
Iceland,2022-12-13,ISL,EURO,16,0,0,0,0,0
Ireland,2022-12-13,IRL,EURO,225,0,0,2,0,0
Israel,2022-12-13,ISR,EURO,262,0,0,0,0,0
Italy,2022-12-13,ITA,EURO,927,0,0,0,0,0
Latvia,2022-12-13,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-12-13,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-12-13,LUX,EURO,57,0,0,0,0,0
Malta,2022-12-13,MLT,EURO,33,0,0,0,0,0
Monaco,2022-12-13,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-12-13,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-12-13,NLD,EURO,1255,0,0,4,0,0
Norway,2022-12-13,NOR,EURO,93,0,0,0,0,0
Poland,2022-12-13,POL,EURO,214,0,0,0,0,0
Portugal,2022-12-13,PRT,EURO,948,0,0,0,0,0
Republic of Moldova,2022-12-13,MDA,EURO,2,0,0,0,0,0
Romania,2022-12-13,ROU,EURO,46,0,0,0,0,0
Russian Federation,2022-12-13,RUS,EURO,2,0,0,0,0,0
San Marino,2022-12-13,SMR,EURO,1,0,0,0,0,0
Serbia,2022-12-13,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-12-13,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-12-13,SVN,EURO,47,0,0,0,0,0
Spain,2022-12-13,ESP,EURO,7416,0,3,4,0,0
Sweden,2022-12-13,SWE,EURO,242,0,0,6,0,0
Switzerland,2022-12-13,CHE,EURO,551,0,0,0,0,0
The United Kingdom,2022-12-13,GBR,EURO,3730,0,0,0,0,0
Türkiye,2022-12-13,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-12-13,UKR,EURO,5,0,0,0,0,0
Andorra,2022-12-16,AND,EURO,4,0,0,0,0,0
Austria,2022-12-16,AUT,EURO,327,0,0,0,0,0
Belgium,2022-12-16,BEL,EURO,790,0,1,0,0,0
Bosnia and Herzegovina,2022-12-16,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-12-16,BGR,EURO,6,0,0,0,0,0
Croatia,2022-12-16,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-12-16,CYP,EURO,5,0,0,0,0,0
Czechia,2022-12-16,CZE,EURO,71,0,1,0,0,0
Denmark,2022-12-16,DNK,EURO,192,0,0,0,0,0
Estonia,2022-12-16,EST,EURO,11,0,0,0,0,0
Finland,2022-12-16,FIN,EURO,42,0,0,0,0,0
France,2022-12-16,FRA,EURO,4110,0,0,0,0,0
Georgia,2022-12-16,GEO,EURO,2,0,0,0,0,0
Germany,2022-12-16,DEU,EURO,3675,0,0,0,0,0
Gibraltar,2022-12-16,GIB,EURO,6,0,0,0,0,0
Greece,2022-12-16,GRC,EURO,85,0,0,0,0,0
Greenland,2022-12-16,GRL,EURO,2,0,0,0,0,0
Hungary,2022-12-16,HUN,EURO,80,0,0,0,0,0
Iceland,2022-12-16,ISL,EURO,16,0,0,0,0,0
Ireland,2022-12-16,IRL,EURO,225,0,0,0,0,0
Israel,2022-12-16,ISR,EURO,262,0,0,0,0,0
Italy,2022-12-16,ITA,EURO,932,0,0,5,0,0
Latvia,2022-12-16,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-12-16,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-12-16,LUX,EURO,57,0,0,0,0,0
Malta,2022-12-16,MLT,EURO,33,0,0,0,0,0
Monaco,2022-12-16,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-12-16,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-12-16,NLD,EURO,1256,0,0,1,0,0
Norway,2022-12-16,NOR,EURO,93,0,0,0,0,0
Poland,2022-12-16,POL,EURO,214,0,0,0,0,0
Portugal,2022-12-16,PRT,EURO,948,0,0,0,0,0
Republic of Moldova,2022-12-16,MDA,EURO,2,0,0,0,0,0
Romania,2022-12-16,ROU,EURO,46,0,0,0,0,0
Russian Federation,2022-12-16,RUS,EURO,2,0,0,0,0,0
San Marino,2022-12-16,SMR,EURO,1,0,0,0,0,0
Serbia,2022-12-16,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-12-16,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-12-16,SVN,EURO,47,0,0,0,0,0
Spain,2022-12-16,ESP,EURO,7416,0,3,0,0,0
Sweden,2022-12-16,SWE,EURO,242,0,0,0,0,0
Switzerland,2022-12-16,CHE,EURO,551,0,0,0,0,0
The United Kingdom,2022-12-16,GBR,EURO,3730,0,0,0,0,0
Türkiye,2022-12-16,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-12-16,UKR,EURO,5,0,0,0,0,0
Benin,2022-12-18,BEN,AFRO,3,0,0,0,0,0
Cameroon,2022-12-18,CMR,AFRO,18,0,3,0,0,0
Central African Republic,2022-12-18,CAF,AFRO,29,0,0,1,0,0
Congo,2022-12-18,COG,AFRO,5,0,0,0,0,0
Ghana,2022-12-18,GHA,AFRO,117,0,4,0,0,0
Liberia,2022-12-18,LBR,AFRO,6,0,0,0,0,0
Mozambique,2022-12-18,MOZ,AFRO,1,0,1,0,0,0
Nigeria,2022-12-18,NGA,AFRO,759,0,7,9,0,0
South Africa,2022-12-18,ZAF,AFRO,5,0,0,0,0,0
Argentina,2022-12-19,ARG,AMRO,1020,0,2,11,0,0
Aruba,2022-12-19,ABW,AMRO,3,0,0,0,0,0
Bahamas,2022-12-19,BHS,AMRO,2,0,0,0,0,0
Barbados,2022-12-19,BRB,AMRO,1,0,0,0,0,0
Bermuda,2022-12-19,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2022-12-19,BOL,AMRO,261,0,0,0,0,0
Brazil,2022-12-19,BRA,AMRO,10822,0,14,54,0,0
Canada,2022-12-19,CAN,AMRO,1480,0,0,0,0,0
Chile,2022-12-19,CHL,AMRO,1391,0,2,9,0,0
Colombia,2022-12-19,COL,AMRO,4044,0,0,16,0,0
Costa Rica,2022-12-19,CRI,AMRO,80,0,0,14,0,0
Cuba,2022-12-19,CUB,AMRO,8,0,1,0,0,0
Curaçao,2022-12-19,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2022-12-19,DOM,AMRO,63,0,1,0,0,0
Ecuador,2022-12-19,ECU,AMRO,462,0,2,12,0,0
El Salvador,2022-12-19,SLV,AMRO,75,0,0,8,0,0
Guadeloupe,2022-12-19,GLP,AMRO,1,0,0,0,0,0
Guatemala,2022-12-19,GTM,AMRO,292,0,0,24,0,0
Guyana,2022-12-19,GUY,AMRO,2,0,0,0,0,0
Honduras,2022-12-19,HND,AMRO,13,0,0,1,0,0
Jamaica,2022-12-19,JAM,AMRO,18,0,0,0,0,0
Martinique,2022-12-19,MTQ,AMRO,1,0,0,0,0,0
Mexico,2022-12-19,MEX,AMRO,3737,0,21,28,0,0
Panama,2022-12-19,PAN,AMRO,81,0,0,4,0,0
Paraguay,2022-12-19,PRY,AMRO,43,0,0,4,0,0
Peru,2022-12-19,PER,AMRO,3681,0,23,25,0,0
Saint Martin,2022-12-19,MAF,AMRO,1,0,0,0,0,0
United States of America,2022-12-19,USA,AMRO,30056,0,53,62,0,0
Uruguay,2022-12-19,URY,AMRO,19,0,0,0,0,0
Venezuela (Bolivarian Republic of),2022-12-19,VEN,AMRO,12,0,0,2,0,0
Andorra,2022-12-20,AND,EURO,4,0,0,0,0,0
Austria,2022-12-20,AUT,EURO,327,0,0,0,0,0
Belgium,2022-12-20,BEL,EURO,790,0,1,0,0,0
Bosnia and Herzegovina,2022-12-20,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-12-20,BGR,EURO,6,0,0,0,0,0
Croatia,2022-12-20,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-12-20,CYP,EURO,5,0,0,0,0,0
Czechia,2022-12-20,CZE,EURO,71,0,1,0,0,0
Denmark,2022-12-20,DNK,EURO,192,0,0,0,0,0
Estonia,2022-12-20,EST,EURO,11,0,0,0,0,0
Finland,2022-12-20,FIN,EURO,42,0,0,0,0,0
France,2022-12-20,FRA,EURO,4110,0,0,0,0,0
Georgia,2022-12-20,GEO,EURO,2,0,0,0,0,0
Germany,2022-12-20,DEU,EURO,3676,0,0,1,0,0
Gibraltar,2022-12-20,GIB,EURO,6,0,0,0,0,0
Greece,2022-12-20,GRC,EURO,85,0,0,0,0,0
Greenland,2022-12-20,GRL,EURO,2,0,0,0,0,0
Hungary,2022-12-20,HUN,EURO,80,0,0,0,0,0
Iceland,2022-12-20,ISL,EURO,16,0,0,0,0,0
Ireland,2022-12-20,IRL,EURO,225,0,0,0,0,0
Israel,2022-12-20,ISR,EURO,262,0,0,0,0,0
Italy,2022-12-20,ITA,EURO,936,0,0,4,0,0
Latvia,2022-12-20,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-12-20,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-12-20,LUX,EURO,57,0,0,0,0,0
Malta,2022-12-20,MLT,EURO,33,0,0,0,0,0
Monaco,2022-12-20,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-12-20,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-12-20,NLD,EURO,1256,0,0,0,0,0
Norway,2022-12-20,NOR,EURO,93,0,0,0,0,0
Poland,2022-12-20,POL,EURO,214,0,0,0,0,0
Portugal,2022-12-20,PRT,EURO,948,0,0,0,0,0
Republic of Moldova,2022-12-20,MDA,EURO,2,0,0,0,0,0
Romania,2022-12-20,ROU,EURO,46,0,0,0,0,0
Russian Federation,2022-12-20,RUS,EURO,2,0,0,0,0,0
San Marino,2022-12-20,SMR,EURO,1,0,0,0,0,0
Serbia,2022-12-20,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-12-20,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-12-20,SVN,EURO,47,0,0,0,0,0
Spain,2022-12-20,ESP,EURO,7496,0,3,80,0,0
Sweden,2022-12-20,SWE,EURO,250,0,0,8,0,0
Switzerland,2022-12-20,CHE,EURO,551,0,0,0,0,0
The United Kingdom,2022-12-20,GBR,EURO,3730,0,0,0,0,0
Türkiye,2022-12-20,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-12-20,UKR,EURO,5,0,0,0,0,0
Japan,2022-12-23,JPN,WPRO,8,0,0,1,0,0
Benin,2022-12-25,BEN,AFRO,3,0,0,0,0,0
Cameroon,2022-12-25,CMR,AFRO,18,0,3,0,0,0
Central African Republic,2022-12-25,CAF,AFRO,29,0,0,0,0,0
Congo,2022-12-25,COG,AFRO,5,0,0,0,0,0
Ghana,2022-12-25,GHA,AFRO,122,0,4,5,0,0
Liberia,2022-12-25,LBR,AFRO,6,0,0,0,0,0
Mozambique,2022-12-25,MOZ,AFRO,1,0,1,0,0,0
Nigeria,2022-12-25,NGA,AFRO,762,0,7,3,0,0
South Africa,2022-12-25,ZAF,AFRO,5,0,0,0,0,0
Argentina,2022-12-26,ARG,AMRO,1025,0,2,5,0,0
Aruba,2022-12-26,ABW,AMRO,3,0,0,0,0,0
Bahamas,2022-12-26,BHS,AMRO,2,0,0,0,0,0
Barbados,2022-12-26,BRB,AMRO,1,0,0,0,0,0
Bermuda,2022-12-26,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2022-12-26,BOL,AMRO,261,0,0,0,0,0
Brazil,2022-12-26,BRA,AMRO,10862,0,14,40,0,0
Canada,2022-12-26,CAN,AMRO,1480,0,0,0,0,0
Chile,2022-12-26,CHL,AMRO,1400,0,2,9,0,0
Colombia,2022-12-26,COL,AMRO,4059,0,0,15,0,0
Costa Rica,2022-12-26,CRI,AMRO,103,0,0,23,0,0
Cuba,2022-12-26,CUB,AMRO,8,0,1,0,0,0
Curaçao,2022-12-26,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2022-12-26,DOM,AMRO,65,0,1,2,0,0
Ecuador,2022-12-26,ECU,AMRO,465,0,2,3,0,0
El Salvador,2022-12-26,SLV,AMRO,82,0,0,7,0,0
Guadeloupe,2022-12-26,GLP,AMRO,1,0,0,0,0,0
Guatemala,2022-12-26,GTM,AMRO,302,0,0,10,0,0
Guyana,2022-12-26,GUY,AMRO,2,0,0,0,0,0
Honduras,2022-12-26,HND,AMRO,14,0,0,1,0,0
Jamaica,2022-12-26,JAM,AMRO,18,0,0,0,0,0
Martinique,2022-12-26,MTQ,AMRO,1,0,0,0,0,0
Mexico,2022-12-26,MEX,AMRO,3768,0,21,31,0,0
Panama,2022-12-26,PAN,AMRO,89,0,0,8,0,0
Paraguay,2022-12-26,PRY,AMRO,53,0,0,10,0,0
Peru,2022-12-26,PER,AMRO,3699,0,23,18,0,0
Saint Martin,2022-12-26,MAF,AMRO,1,0,0,0,0,0
United States of America,2022-12-26,USA,AMRO,30093,0,53,37,0,0
Uruguay,2022-12-26,URY,AMRO,19,0,0,0,0,0
Venezuela (Bolivarian Republic of),2022-12-26,VEN,AMRO,12,0,0,0,0,0
Andorra,2022-12-27,AND,EURO,4,0,0,0,0,0
Austria,2022-12-27,AUT,EURO,327,0,0,0,0,0
Belgium,2022-12-27,BEL,EURO,790,0,1,0,0,0
Bosnia and Herzegovina,2022-12-27,BIH,EURO,9,0,0,0,0,0
