COUNTRY,DATE,ISO3,WHO_REGION,TOTAL_CONF_CASES,TOTAL_PROB_CASES,TOTAL_CONF_DEATHS,NEW_CONF_CASES,NEW_PROB_CASES,NEW_CONF_DEATHS
Guadeloupe,2024-01-01,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-01-01,GTM,AMRO,404,0,1,0,0,0
Guyana,2024-01-01,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-01-01,HND,AMRO,44,0,0,0,0,0
Jamaica,2024-01-01,JAM,AMRO,21,0,0,0,0,0
Martinique,2024-01-01,MTQ,AMRO,7,0,0,0,0,0
Mexico,2024-01-01,MEX,AMRO,4080,0,34,0,0,0
Panama,2024-01-01,PAN,AMRO,237,0,1,0,0,0
Paraguay,2024-01-01,PRY,AMRO,126,0,0,0,0,0
Peru,2024-01-01,PER,AMRO,3871,0,24,2,0,0
Saint Martin,2024-01-01,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2024-01-01,TTO,AMRO,4,0,0,0,0,0
United States of America,2024-01-01,USA,AMRO,31874,0,60,48,0,0
Uruguay,2024-01-01,URY,AMRO,19,0,0,0,0,0
Venezuela (Bolivarian Republic of),2024-01-01,VEN,AMRO,12,0,0,0,0,0
Cambodia,2024-01-04,KHM,WPRO,3,0,0,2,0,0
Singapore,2024-01-05,SGP,WPRO,51,0,0,1,0,0
Benin,2024-01-07,BEN,AFRO,3,0,0,0,0,0
Cameroon,2024-01-07,CMR,AFRO,45,0,3,0,0,0
Central African Republic,2024-01-07,CAF,AFRO,46,0,1,0,0,0
Congo,2024-01-07,COG,AFRO,26,0,2,0,0,0
Democratic Republic of the Congo,2024-01-07,COD,AFRO,341,0,2,28,0,0
Ghana,2024-01-07,GHA,AFRO,128,0,4,0,0,0
Liberia,2024-01-07,LBR,AFRO,17,0,0,0,0,0
Nigeria,2024-01-07,NGA,AFRO,860,0,9,0,0,0
South Africa,2024-01-07,ZAF,AFRO,5,0,0,0,0,0
Argentina,2024-01-08,ARG,AMRO,1149,0,2,0,0,0
Aruba,2024-01-08,ABW,AMRO,3,0,0,0,0,0
Bahamas,2024-01-08,BHS,AMRO,4,0,0,0,0,0
Barbados,2024-01-08,BRB,AMRO,1,0,0,0,0,0
Bermuda,2024-01-08,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2024-01-08,BOL,AMRO,265,0,0,0,0,0
Brazil,2024-01-08,BRA,AMRO,11774,0,16,44,0,0
Canada,2024-01-08,CAN,AMRO,1552,0,0,1,0,0
Chile,2024-01-08,CHL,AMRO,1455,0,3,0,0,0
Colombia,2024-01-08,COL,AMRO,4166,0,0,8,0,0
Costa Rica,2024-01-08,CRI,AMRO,225,0,1,0,0,0
Cuba,2024-01-08,CUB,AMRO,8,0,1,0,0,0
Curaçao,2024-01-08,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2024-01-08,DOM,AMRO,75,0,1,0,0,0
Ecuador,2024-01-08,ECU,AMRO,597,0,2,0,0,0
El Salvador,2024-01-08,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2024-01-08,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-01-08,GTM,AMRO,404,0,1,0,0,0
Guyana,2024-01-08,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-01-08,HND,AMRO,44,0,0,0,0,0
Jamaica,2024-01-08,JAM,AMRO,21,0,0,0,0,0
Martinique,2024-01-08,MTQ,AMRO,7,0,0,0,0,0
Mexico,2024-01-08,MEX,AMRO,4080,0,34,0,0,0
Panama,2024-01-08,PAN,AMRO,237,0,1,0,0,0
Paraguay,2024-01-08,PRY,AMRO,126,0,0,0,0,0
Peru,2024-01-08,PER,AMRO,3872,0,24,1,0,0
Saint Martin,2024-01-08,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2024-01-08,TTO,AMRO,4,0,0,0,0,0
United States of America,2024-01-08,USA,AMRO,31932,0,60,58,0,0
Uruguay,2024-01-08,URY,AMRO,19,0,0,0,0,0
Venezuela (Bolivarian Republic of),2024-01-08,VEN,AMRO,12,0,0,0,0,0
Japan,2024-01-09,JPN,WPRO,233,0,1,1,0,0
Mozambique,2024-01-09,MOZ,AFRO,1,0,1,0,0,0
Viet Nam,2024-01-10,VNM,WPRO,135,0,6,14,0,0
United Arab Emirates,2024-01-11,ARE,EMRO,26,0,0,1,0,0
China,2024-01-12,CHN,WPRO,2128,0,0,1,0,0
Mozambique,2024-01-12,MOZ,AFRO,1,0,1,0,0,0
Benin,2024-01-14,BEN,AFRO,3,0,0,0,0,0
Cameroon,2024-01-14,CMR,AFRO,46,0,4,1,0,1
Central African Republic,2024-01-14,CAF,AFRO,50,0,1,4,0,0
Congo,2024-01-14,COG,AFRO,27,0,2,1,0,0
Democratic Republic of the Congo,2024-01-14,COD,AFRO,378,0,3,37,0,1
Ghana,2024-01-14,GHA,AFRO,128,0,4,0,0,0
Liberia,2024-01-14,LBR,AFRO,18,0,0,1,0,0
Mozambique,2024-01-14,MOZ,AFRO,1,0,1,0,0,0
Nigeria,2024-01-14,NGA,AFRO,860,0,9,0,0,0
South Africa,2024-01-14,ZAF,AFRO,5,0,0,0,0,0
Argentina,2024-01-15,ARG,AMRO,1149,0,2,0,0,0
Aruba,2024-01-15,ABW,AMRO,3,0,0,0,0,0
Bahamas,2024-01-15,BHS,AMRO,4,0,0,0,0,0
Barbados,2024-01-15,BRB,AMRO,1,0,0,0,0,0
Bermuda,2024-01-15,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2024-01-15,BOL,AMRO,265,0,0,0,0,0
Brazil,2024-01-15,BRA,AMRO,11814,0,16,40,0,0
Canada,2024-01-15,CAN,AMRO,1553,0,0,1,0,0
Chile,2024-01-15,CHL,AMRO,1455,0,3,0,0,0
Colombia,2024-01-15,COL,AMRO,4174,0,0,8,0,0
Costa Rica,2024-01-15,CRI,AMRO,225,0,1,0,0,0
Cuba,2024-01-15,CUB,AMRO,8,0,1,0,0,0
Curaçao,2024-01-15,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2024-01-15,DOM,AMRO,75,0,1,0,0,0
Ecuador,2024-01-15,ECU,AMRO,597,0,2,0,0,0
El Salvador,2024-01-15,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2024-01-15,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-01-15,GTM,AMRO,405,0,1,1,0,0
Guyana,2024-01-15,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-01-15,HND,AMRO,44,0,0,0,0,0
Jamaica,2024-01-15,JAM,AMRO,21,0,0,0,0,0
Martinique,2024-01-15,MTQ,AMRO,7,0,0,0,0,0
Mexico,2024-01-15,MEX,AMRO,4080,0,34,0,0,0
Panama,2024-01-15,PAN,AMRO,238,0,1,1,0,0
Paraguay,2024-01-15,PRY,AMRO,126,0,0,0,0,0
Peru,2024-01-15,PER,AMRO,3874,0,25,2,0,1
Saint Martin,2024-01-15,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2024-01-15,TTO,AMRO,4,0,0,0,0,0
United States of America,2024-01-15,USA,AMRO,32001,0,61,69,0,1
Uruguay,2024-01-15,URY,AMRO,19,0,0,0,0,0
Venezuela (Bolivarian Republic of),2024-01-15,VEN,AMRO,12,0,0,0,0,0
New Zealand,2024-01-16,NZL,WPRO,50,1,0,8,1,0
China,2024-01-17,CHN,WPRO,2129,0,0,1,0,0
Japan,2024-01-19,JPN,WPRO,234,0,1,1,0,0
Pakistan,2024-01-19,PAK,EMRO,10,0,1,1,0,0
Viet Nam,2024-01-20,VNM,WPRO,137,0,6,2,0,0
Benin,2024-01-21,BEN,AFRO,3,0,0,0,0,0
Cameroon,2024-01-21,CMR,AFRO,46,0,4,0,0,0
Central African Republic,2024-01-21,CAF,AFRO,50,0,1,0,0,0
Congo,2024-01-21,COG,AFRO,28,0,2,1,0,0
Democratic Republic of the Congo,2024-01-21,COD,AFRO,437,0,3,59,0,0
Ghana,2024-01-21,GHA,AFRO,128,0,4,0,0,0
Liberia,2024-01-21,LBR,AFRO,18,0,0,0,0,0
Mozambique,2024-01-21,MOZ,AFRO,1,0,1,0,0,0
Nigeria,2024-01-21,NGA,AFRO,860,0,9,0,0,0
South Africa,2024-01-21,ZAF,AFRO,5,0,0,0,0,0
Argentina,2024-01-22,ARG,AMRO,1150,0,2,1,0,0
Aruba,2024-01-22,ABW,AMRO,3,0,0,0,0,0
Bahamas,2024-01-22,BHS,AMRO,4,0,0,0,0,0
Barbados,2024-01-22,BRB,AMRO,1,0,0,0,0,0
Bermuda,2024-01-22,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2024-01-22,BOL,AMRO,265,0,0,0,0,0
Brazil,2024-01-22,BRA,AMRO,11849,0,16,35,0,0
Canada,2024-01-22,CAN,AMRO,1556,0,0,3,0,0
Chile,2024-01-22,CHL,AMRO,1455,0,3,0,0,0
Colombia,2024-01-22,COL,AMRO,4180,0,0,6,0,0
Costa Rica,2024-01-22,CRI,AMRO,225,0,1,0,0,0
Cuba,2024-01-22,CUB,AMRO,8,0,1,0,0,0
Curaçao,2024-01-22,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2024-01-22,DOM,AMRO,75,0,1,0,0,0
Ecuador,2024-01-22,ECU,AMRO,597,0,2,0,0,0
El Salvador,2024-01-22,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2024-01-22,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-01-22,GTM,AMRO,405,0,1,0,0,0
Guyana,2024-01-22,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-01-22,HND,AMRO,44,0,0,0,0,0
Jamaica,2024-01-22,JAM,AMRO,21,0,0,0,0,0
Martinique,2024-01-22,MTQ,AMRO,7,0,0,0,0,0
Mexico,2024-01-22,MEX,AMRO,4081,0,34,1,0,0
Panama,2024-01-22,PAN,AMRO,238,0,1,0,0,0
Paraguay,2024-01-22,PRY,AMRO,126,0,0,0,0,0
Peru,2024-01-22,PER,AMRO,3874,0,25,0,0,0
Saint Martin,2024-01-22,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2024-01-22,TTO,AMRO,4,0,0,0,0,0
United States of America,2024-01-22,USA,AMRO,32047,0,61,46,0,0
Uruguay,2024-01-22,URY,AMRO,19,0,0,0,0,0
Venezuela (Bolivarian Republic of),2024-01-22,VEN,AMRO,12,0,0,0,0,0
China,2024-01-24,CHN,WPRO,2130,0,0,1,0,0
Viet Nam,2024-01-24,VNM,WPRO,142,0,6,5,0,0
Benin,2024-01-28,BEN,AFRO,3,0,0,0,0,0
Cameroon,2024-01-28,CMR,AFRO,46,0,4,0,0,0
Central African Republic,2024-01-28,CAF,AFRO,51,0,1,1,0,0
Congo,2024-01-28,COG,AFRO,30,0,2,2,0,0
Democratic Republic of the Congo,2024-01-28,COD,AFRO,529,0,3,92,0,0
Ghana,2024-01-28,GHA,AFRO,128,0,4,0,0,0
Liberia,2024-01-28,LBR,AFRO,18,0,0,0,0,0
Mozambique,2024-01-28,MOZ,AFRO,1,0,1,0,0,0
Nigeria,2024-01-28,NGA,AFRO,862,0,9,2,0,0
South Africa,2024-01-28,ZAF,AFRO,5,0,0,0,0,0
Argentina,2024-01-29,ARG,AMRO,1150,0,2,0,0,0
Aruba,2024-01-29,ABW,AMRO,3,0,0,0,0,0
Bahamas,2024-01-29,BHS,AMRO,4,0,0,0,0,0
Barbados,2024-01-29,BRB,AMRO,1,0,0,0,0,0
Bermuda,2024-01-29,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2024-01-29,BOL,AMRO,265,0,0,0,0,0
Brazil,2024-01-29,BRA,AMRO,11884,0,16,35,0,0
Canada,2024-01-29,CAN,AMRO,1560,0,0,4,0,0
Chile,2024-01-29,CHL,AMRO,1455,0,3,0,0,0
Colombia,2024-01-29,COL,AMRO,4188,0,0,8,0,0
Costa Rica,2024-01-29,CRI,AMRO,225,0,1,0,0,0
Cuba,2024-01-29,CUB,AMRO,8,0,1,0,0,0
Curaçao,2024-01-29,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2024-01-29,DOM,AMRO,75,0,1,0,0,0
Ecuador,2024-01-29,ECU,AMRO,597,0,2,0,0,0
El Salvador,2024-01-29,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2024-01-29,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-01-29,GTM,AMRO,405,0,1,0,0,0
Guyana,2024-01-29,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-01-29,HND,AMRO,44,0,0,0,0,0
Jamaica,2024-01-29,JAM,AMRO,21,0,0,0,0,0
Martinique,2024-01-29,MTQ,AMRO,7,0,0,0,0,0
Mexico,2024-01-29,MEX,AMRO,4082,0,34,1,0,0
Panama,2024-01-29,PAN,AMRO,238,0,1,0,0,0
Paraguay,2024-01-29,PRY,AMRO,126,0,0,0,0,0
Peru,2024-01-29,PER,AMRO,3877,0,25,3,0,0
Saint Martin,2024-01-29,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2024-01-29,TTO,AMRO,4,0,0,0,0,0
United States of America,2024-01-29,USA,AMRO,32129,0,61,82,0,0
Uruguay,2024-01-29,URY,AMRO,19,0,0,0,0,0
Venezuela (Bolivarian Republic of),2024-01-29,VEN,AMRO,12,0,0,0,0,0
Andorra,2024-01-31,AND,EURO,4,0,0,0,0,0
Australia,2024-01-31,AUS,WPRO,176,0,0,6,0,0
Austria,2024-01-31,AUT,EURO,341,0,0,3,0,0
Belgium,2024-01-31,BEL,EURO,803,0,2,3,0,0
Bosnia and Herzegovina,2024-01-31,BIH,EURO,9,0,0,0,0,0
Bulgaria,2024-01-31,BGR,EURO,6,0,0,0,0,0
China,2024-01-31,CHN,WPRO,2227,0,0,97,0,0
Croatia,2024-01-31,HRV,EURO,33,0,0,0,0,0
Cyprus,2024-01-31,CYP,EURO,5,0,0,0,0,0
Czechia,2024-01-31,CZE,EURO,72,0,1,1,0,0
Denmark,2024-01-31,DNK,EURO,198,0,0,0,0,0
Estonia,2024-01-31,EST,EURO,11,0,0,0,0,0
Finland,2024-01-31,FIN,EURO,42,0,0,-1,0,0
France,2024-01-31,FRA,EURO,4179,0,0,8,0,0
Georgia,2024-01-31,GEO,EURO,2,0,0,0,0,0
Germany,2024-01-31,DEU,EURO,3807,0,0,7,0,0
Gibraltar,2024-01-31,GIB,EURO,6,0,0,0,0,0
Greece,2024-01-31,GRC,EURO,91,0,0,2,0,0
Greenland,2024-01-31,GRL,EURO,2,0,0,0,0,0
Hungary,2024-01-31,HUN,EURO,83,0,0,1,0,0
Iceland,2024-01-31,ISL,EURO,17,0,0,0,0,0
India,2024-01-31,IND,SEARO,27,0,1,0,0,0
Indonesia,2024-01-31,IDN,SEARO,80,0,0,7,0,0
Ireland,2024-01-31,IRL,EURO,244,0,0,0,0,0
Israel,2024-01-31,ISR,EURO,275,0,0,0,0,0
Italy,2024-01-31,ITA,EURO,1015,0,0,26,0,0
Latvia,2024-01-31,LVA,EURO,6,0,0,0,0,0
Lithuania,2024-01-31,LTU,EURO,5,0,0,0,0,0
Luxembourg,2024-01-31,LUX,EURO,60,0,0,0,0,0
Malta,2024-01-31,MLT,EURO,35,0,0,0,0,0
Monaco,2024-01-31,MCO,EURO,3,0,0,0,0,0
Montenegro,2024-01-31,MNE,EURO,2,0,0,0,0,0
Nepal,2024-01-31,NPL,SEARO,1,0,0,0,0,0
Netherlands,2024-01-31,NLD,EURO,1292,0,0,5,0,0
Norway,2024-01-31,NOR,EURO,105,0,0,1,0,0
Poland,2024-01-31,POL,EURO,220,0,0,3,0,0
Portugal,2024-01-31,PRT,EURO,1186,0,2,24,0,1
Republic of Moldova,2024-01-31,MDA,EURO,2,0,0,0,0,0
Romania,2024-01-31,ROU,EURO,47,0,0,0,0,0
Russian Federation,2024-01-31,RUS,EURO,4,0,0,2,0,0
San Marino,2024-01-31,SMR,EURO,1,0,0,0,0,0
Saudi Arabia,2024-01-31,SAU,EMRO,685,0,0,16,0,0
Serbia,2024-01-31,SRB,EURO,40,0,0,0,0,0
Slovakia,2024-01-31,SVK,EURO,16,0,0,2,0,0
Slovenia,2024-01-31,SVN,EURO,47,0,0,0,0,0
Spain,2024-01-31,ESP,EURO,7786,0,3,34,0,0
Sri Lanka,2024-01-31,LKA,SEARO,4,0,0,0,0,0
Sweden,2024-01-31,SWE,EURO,270,0,0,3,0,0
Switzerland,2024-01-31,CHE,EURO,572,0,0,9,0,0
Thailand,2024-01-31,THA,SEARO,721,0,1,36,0,0
The United Kingdom,2024-01-31,GBR,EURO,3882,0,0,7,0,0
Türkiye,2024-01-31,TUR,EURO,12,0,0,0,0,0
Ukraine,2024-01-31,UKR,EURO,5,0,0,0,0,0
Cambodia,2024-02-02,KHM,WPRO,4,0,0,1,0,0
China,2024-02-02,CHN,WPRO,2228,0,0,1,0,0
Japan,2024-02-02,JPN,WPRO,237,0,1,3,0,0
Benin,2024-02-04,BEN,AFRO,3,0,0,0,0,0
Cameroon,2024-02-04,CMR,AFRO,46,0,4,0,0,0
Central African Republic,2024-02-04,CAF,AFRO,51,0,1,0,0,0
Congo,2024-02-04,COG,AFRO,30,0,2,0,0,0
Democratic Republic of the Congo,2024-02-04,COD,AFRO,574,0,3,45,0,0
Ghana,2024-02-04,GHA,AFRO,128,0,4,0,0,0
Liberia,2024-02-04,LBR,AFRO,18,0,0,0,0,0
Nigeria,2024-02-04,NGA,AFRO,862,0,9,0,0,0
South Africa,2024-02-04,ZAF,AFRO,5,0,0,0,0,0
Argentina,2024-02-05,ARG,AMRO,1150,0,2,0,0,0
Aruba,2024-02-05,ABW,AMRO,3,0,0,0,0,0
Bahamas,2024-02-05,BHS,AMRO,4,0,0,0,0,0
Barbados,2024-02-05,BRB,AMRO,1,0,0,0,0,0
Bermuda,2024-02-05,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2024-02-05,BOL,AMRO,266,0,0,1,0,0
Brazil,2024-02-05,BRA,AMRO,11911,0,16,27,0,0
Canada,2024-02-05,CAN,AMRO,1567,0,0,7,0,0
Chile,2024-02-05,CHL,AMRO,1456,0,3,1,0,0
Colombia,2024-02-05,COL,AMRO,4189,0,0,1,0,0
Costa Rica,2024-02-05,CRI,AMRO,225,0,1,0,0,0
Cuba,2024-02-05,CUB,AMRO,8,0,1,0,0,0
Curaçao,2024-02-05,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2024-02-05,DOM,AMRO,75,0,1,0,0,0
Ecuador,2024-02-05,ECU,AMRO,598,0,2,1,0,0
El Salvador,2024-02-05,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2024-02-05,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-02-05,GTM,AMRO,405,0,1,0,0,0
Guyana,2024-02-05,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-02-05,HND,AMRO,44,0,0,0,0,0
Jamaica,2024-02-05,JAM,AMRO,21,0,0,0,0,0
Japan,2024-02-05,JPN,WPRO,240,0,1,3,0,0
Martinique,2024-02-05,MTQ,AMRO,7,0,0,0,0,0
Mexico,2024-02-05,MEX,AMRO,4082,0,34,0,0,0
Panama,2024-02-05,PAN,AMRO,239,0,1,1,0,0
Paraguay,2024-02-05,PRY,AMRO,126,0,0,0,0,0
Peru,2024-02-05,PER,AMRO,3878,0,25,1,0,0
Saint Martin,2024-02-05,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2024-02-05,TTO,AMRO,4,0,0,0,0,0
United States of America,2024-02-05,USA,AMRO,32190,0,61,61,0,0
Uruguay,2024-02-05,URY,AMRO,19,0,0,0,0,0
Venezuela (Bolivarian Republic of),2024-02-05,VEN,AMRO,12,0,0,0,0,0
Mozambique,2024-02-06,MOZ,AFRO,1,0,1,0,0,0
Viet Nam,2024-02-09,VNM,WPRO,147,0,6,5,0,0
Benin,2024-02-11,BEN,AFRO,3,0,0,0,0,0
Cameroon,2024-02-11,CMR,AFRO,46,0,4,0,0,0
Central African Republic,2024-02-11,CAF,AFRO,54,0,1,3,0,0
Congo,2024-02-11,COG,AFRO,30,0,2,0,0,0
Democratic Republic of the Congo,2024-02-11,COD,AFRO,646,0,3,72,0,0
Ghana,2024-02-11,GHA,AFRO,128,0,4,0,0,0
Liberia,2024-02-11,LBR,AFRO,18,0,0,0,0,0
Nigeria,2024-02-11,NGA,AFRO,864,0,9,2,0,0
South Africa,2024-02-11,ZAF,AFRO,5,0,0,0,0,0
Argentina,2024-02-12,ARG,AMRO,1150,0,2,0,0,0
Aruba,2024-02-12,ABW,AMRO,3,0,0,0,0,0
Bahamas,2024-02-12,BHS,AMRO,4,0,0,0,0,0
Barbados,2024-02-12,BRB,AMRO,1,0,0,0,0,0
Bermuda,2024-02-12,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2024-02-12,BOL,AMRO,266,0,0,0,0,0
Brazil,2024-02-12,BRA,AMRO,11946,0,16,35,0,0
Canada,2024-02-12,CAN,AMRO,1575,0,0,8,0,0
Chile,2024-02-12,CHL,AMRO,1456,0,3,0,0,0
Colombia,2024-02-12,COL,AMRO,4190,0,0,1,0,0
Costa Rica,2024-02-12,CRI,AMRO,225,0,1,0,0,0
Cuba,2024-02-12,CUB,AMRO,8,0,1,0,0,0
Curaçao,2024-02-12,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2024-02-12,DOM,AMRO,75,0,1,0,0,0
Ecuador,2024-02-12,ECU,AMRO,598,0,2,0,0,0
El Salvador,2024-02-12,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2024-02-12,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-02-12,GTM,AMRO,405,0,1,0,0,0
Guyana,2024-02-12,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-02-12,HND,AMRO,44,0,0,0,0,0
Jamaica,2024-02-12,JAM,AMRO,21,0,0,0,0,0
Martinique,2024-02-12,MTQ,AMRO,7,0,0,0,0,0
Mexico,2024-02-12,MEX,AMRO,4084,0,34,2,0,0
Panama,2024-02-12,PAN,AMRO,239,0,1,0,0,0
Paraguay,2024-02-12,PRY,AMRO,126,0,0,0,0,0
Peru,2024-02-12,PER,AMRO,3880,0,25,2,0,0
Saint Martin,2024-02-12,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2024-02-12,TTO,AMRO,4,0,0,0,0,0
United States of America,2024-02-12,USA,AMRO,32246,0,61,56,0,0
Uruguay,2024-02-12,URY,AMRO,19,0,0,0,0,0
Venezuela (Bolivarian Republic of),2024-02-12,VEN,AMRO,12,0,0,0,0,0
China,2024-02-15,CHN,WPRO,2229,0,0,1,0,0
Singapore,2024-02-16,SGP,WPRO,52,0,0,1,0,0
Benin,2024-02-18,BEN,AFRO,3,0,0,0,0,0
Cameroon,2024-02-18,CMR,AFRO,46,0,4,0,0,0
Central African Republic,2024-02-18,CAF,AFRO,58,0,1,4,0,0
Congo,2024-02-18,COG,AFRO,35,0,2,5,0,0
Democratic Republic of the Congo,2024-02-18,COD,AFRO,699,0,3,53,0,0
Ghana,2024-02-18,GHA,AFRO,128,0,4,0,0,0
Liberia,2024-02-18,LBR,AFRO,19,0,0,1,0,0
Mozambique,2024-02-18,MOZ,AFRO,1,0,1,0,0,0
Nigeria,2024-02-18,NGA,AFRO,866,0,9,2,0,0
South Africa,2024-02-18,ZAF,AFRO,5,0,0,0,0,0
Argentina,2024-02-19,ARG,AMRO,1150,0,2,0,0,0
Aruba,2024-02-19,ABW,AMRO,3,0,0,0,0,0
Bahamas,2024-02-19,BHS,AMRO,4,0,0,0,0,0
Barbados,2024-02-19,BRB,AMRO,1,0,0,0,0,0
Bermuda,2024-02-19,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2024-02-19,BOL,AMRO,266,0,0,0,0,0
Brazil,2024-02-19,BRA,AMRO,11983,0,16,37,0,0
Canada,2024-02-19,CAN,AMRO,1583,0,0,8,0,0
Chile,2024-02-19,CHL,AMRO,1457,0,3,1,0,0
Colombia,2024-02-19,COL,AMRO,4194,0,0,4,0,0
Costa Rica,2024-02-19,CRI,AMRO,225,0,1,0,0,0
Cuba,2024-02-19,CUB,AMRO,8,0,1,0,0,0
Curaçao,2024-02-19,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2024-02-19,DOM,AMRO,77,0,1,2,0,0
Ecuador,2024-02-19,ECU,AMRO,598,0,2,0,0,0
El Salvador,2024-02-19,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2024-02-19,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-02-19,GTM,AMRO,405,0,1,0,0,0
Guyana,2024-02-19,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-02-19,HND,AMRO,44,0,0,0,0,0
Jamaica,2024-02-19,JAM,AMRO,21,0,0,0,0,0
Martinique,2024-02-19,MTQ,AMRO,7,0,0,0,0,0
Mexico,2024-02-19,MEX,AMRO,4085,0,34,1,0,0
Panama,2024-02-19,PAN,AMRO,239,0,1,0,0,0
Paraguay,2024-02-19,PRY,AMRO,126,0,0,0,0,0
Peru,2024-02-19,PER,AMRO,3882,0,25,2,0,0
Saint Martin,2024-02-19,MAF,AMRO,1,0,0,0,0,0
Trinidad and Tobago,2024-02-19,TTO,AMRO,4,0,0,0,0,0
United States of America,2024-02-19,USA,AMRO,32302,0,61,56,0,0
Uruguay,2024-02-19,URY,AMRO,19,0,0,0,0,0
Venezuela (Bolivarian Republic of),2024-02-19,VEN,AMRO,12,0,0,0,0,0
Cambodia,2024-02-23,KHM,WPRO,13,0,0,9,0,0
China,2024-02-23,CHN,WPRO,2230,0,0,1,0,0
Benin,2024-02-25,BEN,AFRO,3,0,0,0,0,0
Cameroon,2024-02-25,CMR,AFRO,46,0,4,0,0,0
Central African Republic,2024-02-25,CAF,AFRO,58,0,1,0,0,0
Congo,2024-02-25,COG,AFRO,37,0,2,2,0,0
Democratic Republic of the Congo,2024-02-25,COD,AFRO,751,0,3,52,0,0
Ghana,2024-02-25,GHA,AFRO,128,0,4,0,0,0
Liberia,2024-02-25,LBR,AFRO,19,0,0,0,0,0
Mozambique,2024-02-25,MOZ,AFRO,1,0,1,0,0,0
Nigeria,2024-02-25,NGA,AFRO,866,0,9,0,0,0
South Africa,2024-02-25,ZAF,AFRO,5,0,0,0,0,0
Argentina,2024-02-26,ARG,AMRO,1150,0,2,0,0,0
Aruba,2024-02-26,ABW,AMRO,3,0,0,0,0,0
Bahamas,2024-02-26,BHS,AMRO,4,0,0,0,0,0
Barbados,2024-02-26,BRB,AMRO,1,0,0,0,0,0
Bermuda,2024-02-26,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2024-02-26,BOL,AMRO,266,0,0,0,0,0
Brazil,2024-02-26,BRA,AMRO,12009,0,16,26,0,0
Canada,2024-02-26,CAN,AMRO,1584,0,0,1,0,0
Chile,2024-02-26,CHL,AMRO,1458,0,3,1,0,0
Colombia,2024-02-26,COL,AMRO,4203,0,0,9,0,0
Costa Rica,2024-02-26,CRI,AMRO,225,0,1,0,0,0
Cuba,2024-02-26,CUB,AMRO,8,0,1,0,0,0
Curaçao,2024-02-26,CUW,AMRO,3,0,0,0,0,0
Dominican Republic,2024-02-26,DOM,AMRO,79,0,1,2,0,0
Ecuador,2024-02-26,ECU,AMRO,598,0,2,0,0,0
El Salvador,2024-02-26,SLV,AMRO,106,0,0,0,0,0
Guadeloupe,2024-02-26,GLP,AMRO,1,0,0,0,0,0
Guatemala,2024-02-26,GTM,AMRO,405,0,1,0,0,0
Guyana,2024-02-26,GUY,AMRO,2,0,0,0,0,0
Honduras,2024-02-26,HND,AMRO,44,0,0,0,0,0
