beta,diag,seed,seed2,index,distance,distance_cum,r2,r2_adjusted
1.7223863940202386,0.110354534593793,77052,86,21885,123.27205684987982,1157.9408447757596,0.9471987367046266,0.9466370211376546
1.8326203430815573,0.1004709879241511,95215,93,15892,116.0301684907852,1234.6554175153487,0.9399707248327923,0.9393321155225028
1.7622882006869716,0.1052740830318475,95380,55,28954,214.38983184843443,1284.2094844689475,0.9350553601477669,0.934364459723807
1.6799119478123534,0.1059223183924428,80061,71,2870,97.85703858180054,1323.5271058803442,0.931017767284799,0.9302839137452756
1.6580641619378853,0.1141553458478313,93293,45,17744,117.64777940955793,1326.4313024050662,0.9307147016974255,0.9299776240559088
1.7223863940202386,0.110354534593793,77052,69,21868,210.1761166260334,1334.585703505024,0.9298602032332343,0.929114035182524
1.797340935504523,0.1018046712144502,18504,5,10104,107.15876072445032,1376.2111029925604,0.9254166852046419,0.9246232456855423
1.8424853639008385,0.1011316901801271,65383,16,1915,200.66140635408692,1406.0426736056058,0.9221482157807321,0.9213200053103144
1.8794485593670067,0.1008423785458959,48819,37,20636,213.4291451512656,1419.923589493463,0.920603471264633,0.9197588273419164
1.684337588877433,0.1113011872937215,34264,30,23129,124.78381305281547,1487.9270815466732,0.9128163868688979,0.9118889016228223
1.6911975644244612,0.1130505215343623,86806,12,25211,188.92855792600545,1502.0442736484167,0.9111541729339923,0.9102090045609497
1.7841657396958672,0.1012555062570434,43932,94,23893,177.3809459891338,1563.464102562,0.9037396591622359,0.9027156129831108
1.7992255787090583,0.1040440767730017,99769,76,28275,209.14110069520052,1587.8016248889533,0.9007194782685223,0.8996633025054215
1.7956306628093457,0.1029851247881092,8863,35,27034,176.8134610260203,1595.8962998891875,0.899704625974837,0.8986376539107396
1.658880462132731,0.1149518107420123,29383,76,2575,90.91754506144564,1618.7717566105482,0.8968087665545301,0.895710987475323
1.850206295439329,0.1027526471222429,97239,90,15189,193.2718292974949,1620.4625882753355,0.896593084353121,0.8954930107824095
1.6962710515716122,0.103873965195954,56381,98,3397,172.15400082484288,1625.7976503858038,0.8959110686426583,0.8948037395856654
1.7807484784295529,0.1042174804304596,6557,6,1205,87.78952101475437,1682.0457782117585,0.8885840957753628,0.8873988201985049
1.7544425677170286,0.1029202327300628,54287,43,3942,183.1638610643486,1738.653214416262,0.8809587434959664,0.8796923471501787
1.7475208475023427,0.1048835997712567,98707,1,22600,212.5605796002636,1767.966911455076,0.8769108331714741,0.875601373949894
1.8692970904017951,0.1011376918962751,79684,81,3780,210.14042923721271,1775.0588722631146,0.8759213413557344,0.8746013556254763
1.7015690665572478,0.1011269944869985,23186,48,9747,107.16342659695052,1835.6078012473145,0.867312089167226,0.8659005156477284
1.826252417628166,0.1007948061406749,73493,44,18043,218.49485119791728,1900.3623338721488,0.8577853311159039,0.8562724091064986
1.7524730296655064,0.106775059535393,1798,48,12347,172.6151789385858,1905.3999580140649,0.8570303449619118,0.8555093911849109
1.6799119478123534,0.1059223183924428,80061,11,2810,122.51122397560152,1944.987146487092,0.8510278663729061,0.849443056440703
1.7749062775892928,0.1001356070137505,46182,29,23628,179.46587419339644,1951.5785918071556,0.850016440106521,0.8484208703204201
1.758391917528618,0.1041343939845796,83242,75,14774,185.1080765390857,1963.0068772166849,0.8482547138614163,0.8466404023067504
1.7256504735373952,0.1017393854073012,22426,57,19456,140.67693485429658,1975.6889937437015,0.8462876622560509,0.844652424620477
1.6799119478123534,0.1059223183924428,80061,76,2875,102.19589032832974,1992.42967253552,0.8436717132041237,0.8420086463233165
1.7947226313522169,0.1007060388180171,68347,13,27512,192.2420349455342,2012.835562086481,0.8404531771436221,0.8387558705174905
1.6799119478123534,0.1059223183924428,80061,29,2828,107.2846680565308,2027.1218512955752,0.8381803427568177,0.8364588570414647
1.7820819629117075,0.100165306580636,94635,33,9532,117.77945491468364,2068.398414232616,0.8315232566757502,0.829730950895705
1.6649587635414316,0.1123785164400981,57158,53,18752,174.34161866863573,2097.4598923459776,0.8267557230997424,0.8249126988773993
1.6962710515716122,0.103873965195954,56381,43,3342,139.7497763862254,2103.2955094327567,0.8257903709935999,0.8239370770679999
1.6799119478123534,0.1059223183924428,80061,56,2855,103.25211862233142,2112.89871976865,0.8241959293918374,0.8223256733215378
1.6911975644244612,0.1130505215343623,86806,67,25266,198.8114684820773,2115.749985229824,0.823721129263594,0.8218458221281003
1.6261565760795325,0.1089056951483048,98914,14,14513,125.2078272313676,2165.065587921068,0.8154076574319933,0.8134439091068018
1.7947226313522169,0.1007060388180171,68347,67,27566,191.6689854932195,2169.166890767052,0.8147076452332992,0.8127364499698236
1.6799119478123534,0.1059223183924428,80061,97,2896,102.55730105653132,2175.4293829035223,0.8136362044197262,0.8116536108497232
1.7644379059430717,0.1015838536275188,5616,48,4347,99.0101004948485,2181.6152273029265,0.8125748447899329,0.8105809601600386
1.8692970904017951,0.1011376918962751,79684,57,3756,193.75499993548553,2198.877440877504,0.8095970757514168,0.8075715127274957
1.7334078617631004,0.1054556940239205,10830,73,27672,233.32166637498543,2206.799039332762,0.8082227268689671,0.806182543112254
1.7773649150288382,0.1043214180945025,57503,48,26647,207.14487683744437,2210.6372384450597,0.807555045341691,0.8055077585900068
1.5910025428283658,0.1163413225561987,42479,61,26160,153.15351775261317,2213.4233666427217,0.8070696520945542,0.8050172015849217
1.7256504735373952,0.1017393854073012,22426,20,19419,132.58582126305964,2213.4610906903245,0.8070630756973229,0.8050105552260178
1.7145131198345056,0.1045629388900492,48540,34,22933,180.5159272751299,2216.5188923174105,0.8065296393087364,0.8044714439822337
1.6962710515716122,0.103873965195954,56381,36,3335,107.28000745712129,2233.26599400967,0.8035950303382768,0.8015056157674074
1.6911975644244612,0.1130505215343623,86806,26,25225,187.18974330876145,2241.9306412108294,0.8020680460326644,0.7999623869479054
1.9005462521719776,0.1011442884735595,70606,90,18289,211.74276847155843,2279.4532239113837,0.7953871352789927,0.7932104026755777
1.7947226313522169,0.1007060388180171,68347,48,27547,192.93522228976232,2285.7040490842205,0.7942633983245633,0.7920747110726969
1.6799119478123534,0.1059223183924428,80061,65,2864,119.1931206068538,2285.7434239214163,0.7942563099922184,0.7920675473325611
1.6799119478123534,0.1059223183924428,80061,98,2897,103.06308747558458,2295.296059335266,0.7925330182602731,0.7903259227098505
1.7782170417593612,0.1024332323642256,51166,2,2401,105.8347768930421,2313.7553889726546,0.7891825998385302,0.7869398615389401
1.6707779599617345,0.1052881995668665,95484,35,7134,126.9566855269938,2329.5508150714377,0.7862943800653062,0.7840209160234477
1.6698181881536391,0.1126845351999468,66197,92,691,166.22875804144118,2337.35042302176,0.784860961746648,0.78257224857374
1.6962710515716122,0.103873965195954,56381,26,3325,107.27534665523108,2340.1444399865577,0.7843463094387758,0.782052121241316
1.7015526081948869,0.1049378467358201,45604,49,8048,195.37655949473572,2344.1557115516025,0.7836063663012047,0.7813043063682388
1.734516586206688,0.1041095222656203,60854,24,19323,128.195163715329,2344.3427650409826,0.7835718303708349,0.7812694030343544
1.845505645722316,0.1016905801448043,25627,22,20321,196.81209312438097,2346.37273253846,0.7831968575897837,0.7808904411811645
1.8424853639008385,0.1011316901801271,65383,36,1935,197.50949344272036,2348.049403228135,0.7828869005681858,0.7805771867444431
1.758391917528618,0.1041343939845796,83242,40,14739,181.11046352985792,2349.8751030639905,0.782549141531946,0.7802358345269667
1.684337588877433,0.1113011872937215,34264,15,23114,132.860829441939,2350.234243644663,0.7824826687263994,0.7801686545639143
1.7947226313522169,0.1007060388180171,68347,65,27564,186.0161283330023,2362.216967172999,0.7802589801105204,0.7779213096861642
1.60351610495938,0.1168181162604771,35852,36,24135,184.45866745696716,2369.966244485351,0.7788148899137206,0.7764618568276963
1.8046796601490795,0.1020887037184342,46871,35,28434,197.2206885699368,2380.0800406709013,0.7769230533904606,0.7745498943839761
1.750862415673444,0.1086507151712449,68953,92,16191,207.66559657295187,2388.0288942975544,0.7754305262559698,0.773041489301246
1.6649587635414316,0.1123785164400981,57158,32,18731,181.6259893297212,2391.3055011854926,0.7748138413419536,0.7724182439094213
1.8121399244763592,0.1021335963242862,18499,20,18319,179.03630916660452,2402.094710872159,0.7727772453203589,0.7703599819727031
1.7956306628093457,0.1029851247881092,8863,52,27051,145.04826782833362,2403.2679833926136,0.7725552229994634,0.7701355977122237
1.794785732658744,0.1022435944102365,20886,5,27804,191.3112646970899,2403.622682535676,0.7724880807403065,0.770067741173714
1.8072445960564032,0.1032609605314441,94903,15,5014,134.69224179588073,2404.120837229277,0.7723937665404936,0.76997242363135
1.6799119478123534,0.1059223183924428,80061,31,2830,107.54533927604672,2407.615002445366,0.7717316769198452,0.7693032905040988
1.7820819629117075,0.100165306580636,94635,7,9506,132.06059215375342,2412.1871817916617,0.7708638681426949,0.768426249718681
1.6707779599617345,0.1052881995668665,95484,34,7133,115.4036394573412,2416.0591880167176,0.770127666069417,0.7676822157084533
1.7015690665572478,0.1011269944869985,23186,5,9704,173.73543104387198,2451.5380886292587,0.7633269231194906,0.7608091244292724
1.808273082828876,0.1021338735784535,7690,92,11091,159.85618536672268,2459.309659233664,0.7618239997642269,0.7592902125276761
1.7256504735373952,0.1017393854073012,22426,48,19447,127.67928571228772,2459.5554476368284,0.7617763897986429,0.7592420960730966
1.7015690665572478,0.1011269944869985,23186,94,9793,116.25403218813533,2464.0551941870135,0.7609039342258442,0.7583603590580341
1.7510697766917531,0.106375029384793,84210,93,22092,186.89836810416512,2466.7612369258604,0.760378491900958,0.7578293269211809
1.8272023295678257,0.101430282097862,34710,98,13297,191.65333286953296,2467.7759217562684,0.7601813181228942,0.7576300555497335
1.7373989556244651,0.1085626832071666,28218,92,7091,111.57508682497182,2470.0408903497932,0.7597408964065242,0.7571849484959553
1.6799119478123534,0.1059223183924428,80061,5,2804,102.9805806936434,2476.2869381394394,0.7585242629187509,0.7559553720987375
1.6698181881536391,0.1126845351999468,66197,30,629,171.89240820932145,2487.3524076817102,0.7563613370629183,0.7537694363933749
1.8779121856653544,0.1011640165946582,1450,73,12472,203.36666393487403,2488.275909138695,0.7561803876899997,0.7535865620271274
1.6580641619378853,0.1141553458478313,93293,11,17710,122.38055401083948,2491.770053596439,0.7554951428503576,0.7528940273487656
1.8194383828843157,0.1032726463600993,95320,5,13904,214.8906698765677,2504.1166107032636,0.7530661288742182,0.750439172798412
1.60351610495938,0.1168181162604771,35852,64,24163,168.52299546352717,2505.5889527214954,0.7527756647665691,0.7501456186470645
1.8779121856653544,0.1011640165946582,1450,65,12464,214.2101771625242,2521.802331666778,0.7495657922233782,0.7469015985236269
1.758391917528618,0.1041343939845796,83242,15,14714,164.13409152275466,2524.201655969666,0.7490890231139276,0.7464197574023737
1.7947226313522169,0.1007060388180171,68347,26,27525,190.76687343456672,2525.9002355595917,0.7487512246980637,0.746078365386341
1.7825508632664695,0.1060026934481806,67823,38,20037,198.47921805569467,2525.9283441934767,0.7487456327914359,0.7460727139913448
1.6799119478123534,0.1059223183924428,80061,66,2865,105.67402708329044,2530.441265866489,0.7478470291482089,0.745164550734892
1.758391917528618,0.1041343939845796,83242,60,14759,201.92820506308672,2545.204313999173,0.7448962351522281,0.7421823653134221
1.781689826066341,0.1023381877061479,98428,13,27112,197.2561786104557,2562.3953637173167,0.7414385072547065,0.738687853076565
1.658880462132731,0.1149518107420123,29383,28,2527,163.53898617760842,2570.015953257878,0.7398982913953833,0.7371312519421427
1.8143042765588275,0.1040623728094658,13831,89,21388,132.61598696989742,2585.9048706400627,0.7366722338266714,0.7338708746120615
1.6799119478123534,0.1059223183924428,80061,75,2874,101.46427942877236,2598.695249543509,0.7340608528111442,0.7312317129474329
1.805888320650514,0.1011063504665345,18928,92,7391,196.0637651377735,2602.7128155061596,0.7332379368055123,0.7304000425162093
1.8194394191701624,0.10322854336947,59255,59,15758,184.59685804476737,2605.071784039741,0.7327541581229651,0.7299111172519328
1.6707779599617345,0.1052881995668665,95484,31,7130,117.84735890124988,2607.850455835227,0.7321837442673123,0.7293346351637731
