,beta,diag,seed,diag2
0,1.7710358341366503,0.1015673583325179,49451,0.0050302217749131906
1,1.7710358341366503,0.1015673583325179,49451,0.010121788641436202
2,1.7710358341366503,0.1015673583325179,49451,0.01527608624846799
3,1.7710358341366503,0.1015673583325179,49451,0.020494546242916245
4,1.7710358341366503,0.1015673583325179,49451,0.025778648294840223
5,1.7710358341366503,0.1015673583325179,49451,0.03112992223415656
6,1.7710358341366503,0.1015673583325179,49451,0.03654995030630881
7,1.7710358341366503,0.1015673583325179,49451,0.04204036955488655
8,1.7710358341366503,0.1015673583325179,49451,0.04760287433980437
9,1.7710358341366503,0.1015673583325179,49451,0.05323921900033779
10,1.7710358341366503,0.1015673583325179,49451,0.05895122067306635
11,1.7710358341366503,0.1015673583325179,49451,0.06474076227558523
12,1.7710358341366503,0.1015673583325179,49451,0.07060979566774483
13,1.7710358341366503,0.1015673583325179,49451,0.07656034500316544
14,1.7710358341366503,0.1015673583325179,49451,0.08259451028483078
15,1.7710358341366503,0.1015673583325179,49451,0.08871447113976305
16,1.7710358341366503,0.1015673583325179,49451,0.09492249082906246
17,1.7710358341366503,0.1015673583325179,49451,0.10122092051101872
18,1.7710358341366503,0.1015673583325179,49451,0.10761220377658143
19,1.7710358341366503,0.1015673583325179,49451,0.11409888147818292
20,1.7710358341366503,0.1015673583325179,49451,0.1206835968748271
21,1.7710358341366503,0.1015673583325179,49451,0.127369101118458
22,1.7710358341366503,0.1015673583325179,49451,0.1341582591089463
23,1.7710358341366503,0.1015673583325179,49451,0.14105405574760754
24,1.7710358341366503,0.1015673583325179,49451,0.14805960262203044
25,1.7710358341366503,0.1015673583325179,49451,0.15517814515815742
26,1.7710358341366503,0.1015673583325179,49451,0.1624130702790877
27,1.7710358341366503,0.1015673583325179,49451,0.1697679146140052
28,1.7710358341366503,0.1015673583325179,49451,0.17724637330500004
29,1.7710358341366503,0.1015673583325179,49451,0.1848523094644483
30,1.7710358341366503,0.1015673583325179,49451,0.192589764341069
31,1.7710358341366503,0.1015673583325179,49451,0.20046296825890875
32,1.7710358341366503,0.1015673583325179,49451,0.20847635240035578
33,1.7710358341366503,0.1015673583325179,49451,0.2166345615120041
34,1.7710358341366503,0.1015673583325179,49451,0.22494246762086334
35,1.7710358341366503,0.1015673583325179,49451,0.23340518485819528
36,1.7710358341366503,0.1015673583325179,49451,0.24202808549930455
37,1.7710358341366503,0.1015673583325179,49451,0.25081681734011707
38,1.7710358341366503,0.1015673583325179,49451,0.259777322545543
39,1.7710358341366503,0.1015673583325179,49451,0.26891585812072516
40,1.7710358341366503,0.1015673583325179,49451,0.27823901817458196
41,1.7710358341366503,0.1015673583325179,49451,0.2877537581659534
42,1.7710358341366503,0.1015673583325179,49451,0.29746742134652504
43,1.7710358341366503,0.1015673583325179,49451,0.3073877676420522
44,1.7710358341366503,0.1015673583325179,49451,0.3175230052448136
45,1.7710358341366503,0.1015673583325179,49451,0.3278818252263238
46,1.7710358341366503,0.1015673583325179,49451,0.33847343952105036
47,1.7710358341366503,0.1015673583325179,49451,0.34930762268003956
48,1.7710358341366503,0.1015673583325179,49451,0.36039475784927777
49,1.7710358341366503,0.1015673583325179,49451,0.37174588749258775
50,1.7710358341366503,0.1015673583325179,49451,0.38337276945463294
51,1.7710358341366503,0.1015673583325179,49451,0.3952879390482361
52,1.7710358341366503,0.1015673583325179,49451,0.4075047779541485
53,1.7710358341366503,0.1015673583325179,49451,0.42003759084375314
54,1.7710358341366503,0.1015673583325179,49451,0.4329016907796024
55,1.7710358341366503,0.1015673583325179,49451,0.4461134946198064
56,1.7710358341366503,0.1015673583325179,49451,0.45969062985572906
57,1.7710358341366503,0.1015673583325179,49451,0.47365205455526527
58,1.7710358341366503,0.1015673583325179,49451,0.48801819237488053
59,1.7710358341366503,0.1015673583325179,49451,0.5028110849535783
60,1.7710358341366503,0.1015673583325179,49451,0.5180545644248113
