beta,diag,seed,diag_factor,index,distance,distance_cum,r2,r2_adjusted
1.7578037228804284,0.1030168739285152,79641,0.18818181818181817,418,90.32718306246464,606.8970258618838,0.9854955393186405,0.9852628474360519
1.658880462132731,0.1149518107420123,29383,0.21787878787878787,2521,96.4779767615387,608.8546624605908,0.9854018158131899,0.9851676203449523
1.7578037228804284,0.1030168739285152,79641,0.1782828282828283,417,88.9325587172662,629.2892816503393,0.9844054719428499,0.9841552923483502
1.755543330610163,0.1034022055756249,90041,0.23767676767676768,10523,108.37435120913068,630.521212965908,0.9843443547661863,0.9840931946822213
1.6261565760795325,0.1089056951483048,98914,0.2871717171717172,14528,112.91589790636216,636.4864491880404,0.984046723566944,0.9837907886509056
1.8424853639008385,0.1011316901801271,65383,0.22777777777777777,1922,94.88940931421166,639.1400472509918,0.9839134235392336,0.9836553501200769
1.7543984703763496,0.1058469813346516,3941,0.25747474747474747,15525,121.22293512368029,642.3044449480324,0.9837537391633501,0.9834931039627621
1.8692970904017951,0.1011376918962751,79684,0.207979797979798,3720,105.07140429250958,643.8532441480745,0.9836752949520653,0.9834134012881947
1.7578037228804284,0.1030168739285152,79641,0.15848484848484848,415,88.175960442742,646.2313827105583,0.9835544782652069,0.9832906463657183
1.6707779599617345,0.1052881995668665,95484,0.29707070707070704,7129,105.45141061171256,654.564740877478,0.9831276031395406,0.9828569229760038
1.805888320650514,0.1011063504665345,18928,0.19808080808080808,7319,106.92520750505936,654.8618174851852,0.9831122844657505,0.9828413585480887
1.7825508632664695,0.1060026934481806,67823,0.15848484848484848,20015,122.65398485169572,662.4998113207279,0.9827160466876643,0.9824387640142044
1.755543330610163,0.1034022055756249,90041,0.25747474747474747,10525,109.1970695577496,666.5223177058665,0.9825055232170173,0.9822248631616753
1.7099218893512858,0.1012184705259089,87055,0.24757575757575756,21024,121.79080425056728,669.1143400047558,0.9823691909582483,0.9820863437543699
1.8779121856653544,0.1011640165946582,1450,0.22777777777777777,12422,120.01249934902614,674.9822219881054,0.9820586038626643,0.9817707739781081
1.805888320650514,0.1011063504665345,18928,0.22777777777777777,7322,109.04586191139946,677.5595914751706,0.9819213264929159,0.9816312942976151
1.8424853639008385,0.1011316901801271,65383,0.16838383838383839,1916,94.35570994910697,679.0552260309908,0.9818414252355379,0.9815501112018834
1.7578037228804284,0.1030168739285152,79641,0.16838383838383839,416,88.23264701911646,679.3783923558358,0.9818241375805409,0.9815325462048277
1.7250319200014843,0.1019900891087928,94757,0.22777777777777777,6822,107.9166344916297,680.2933190911109,0.981775149328112,0.9814827720446059
1.805888320650514,0.1011063504665345,18928,0.21787878787878787,7321,108.78878618681247,680.8098119151927,0.9817474654523424,0.981454644042487
1.8692970904017951,0.1011376918962751,79684,0.16838383838383839,3716,105.04284840006956,682.3408239289218,0.9816652801767644,0.981371140286552
1.7947226313522169,0.1007060388180171,68347,0.21787878787878787,27521,135.31814364674088,687.5718144310455,0.9813830857901845,0.9810844187172998
1.7947226313522169,0.1007060388180171,68347,0.207979797979798,27520,134.63654778699578,687.6038103443,0.9813813530867224,0.9810826582164559
1.8424853639008385,0.1011316901801271,65383,0.15848484848484848,1915,92.9569792968769,688.2840983198726,0.9813444937585283,0.9810452075621411
1.8692970904017951,0.1011376918962751,79684,0.18818181818181817,3718,100.3842617146732,689.734006701134,0.9812658132694987,0.9809652648192767
1.8692970904017951,0.1011376918962751,79684,0.1782828282828283,3717,102.53292154230267,690.0739090851066,0.9812473442257775,0.9809464994807365
1.6261565760795325,0.1089056951483048,98914,0.33666666666666667,14533,114.564392373896,693.1226442701176,0.9810812803507835,0.9807777714794057
1.7947226313522169,0.1007060388180171,68347,0.22777777777777777,27522,135.88966112254457,693.4443020171122,0.9810637170384175,0.9807599264026703
1.814986954439241,0.1008733400398122,59097,0.16838383838383839,6316,106.761416251378,694.6387550374654,0.9809984256215951,0.9806935875299629
1.8779121856653544,0.1011640165946582,1450,0.21787878787878787,12421,116.57186624567696,696.7912169366086,0.980880483647299,0.9805737534384321
1.755543330610163,0.1034022055756249,90041,0.207979797979798,10520,107.20541031123382,697.6130732719965,0.9808353545980357,0.9805279003937262
1.772836157415721,0.1017380373517843,90061,0.15848484848484848,6415,106.08487168300672,699.3425483981366,0.980740213426116,0.9804312328928451
1.805888320650514,0.1011063504665345,18928,0.207979797979798,7320,107.86565718522276,700.9671889610811,0.9806506247811998,0.980340206996941
1.7947226313522169,0.1007060388180171,68347,0.24757575757575756,27524,135.9632303234959,705.3942160239195,0.9804054472413106,0.9800910961275349
1.7250319200014843,0.1019900891087928,94757,0.24757575757575756,6824,109.1924905842888,706.0594875787733,0.9803684697742441,0.9800535254390715
1.8496901129785333,0.1029332511525855,78675,0.207979797979798,16720,115.2432210587677,707.8862903037465,0.9802667522050932,0.9799501760372604
1.8424853639008385,0.1011316901801271,65383,0.2772727272727273,1927,100.3493896344168,710.123932845528,0.9801418006577003,0.9798232199195885
1.7544425677170286,0.1029202327300628,54287,0.22777777777777777,3922,98.28529900244492,711.8377624150042,0.9800458325136736,0.9797257121796684
1.8692970904017951,0.1011376918962751,79684,0.21787878787878787,3721,105.67875850898324,714.477431414037,0.9798975682287904,0.9795750693233699
1.7578037228804284,0.1030168739285152,79641,0.32676767676767676,432,91.88579868510692,715.158024495286,0.9798592518545032,0.9795361382478909
1.7250319200014843,0.1019900891087928,94757,0.25747474747474747,6825,111.35528725660043,716.210164686316,0.9797999461405499,0.9794758811053715
1.7544425677170286,0.1029202327300628,54287,0.31686868686868686,3931,98.25477087653302,717.5095818175531,0.979726581900779,0.9794013398991872
1.6911975644244612,0.1130505215343623,86806,0.21787878787878787,25221,133.04510513355987,718.4232735651038,0.9796749158339088,0.979348844964934
1.6698181881536391,0.1126845351999468,66197,0.1782828282828283,617,89.17959407846618,718.6424702172841,0.979662511252305,0.9793362413793473
1.7710358341366503,0.1015673583325179,49451,0.32676767676767676,32,67.36467917239716,721.6869127260103,0.9794898316004556,0.9791607914657035
1.763508099663004,0.1021205859985657,48641,0.21787878787878787,26821,130.19600608313604,721.7728174432727,0.9794849485270624,0.9791558300542345
1.6911975644244612,0.1130505215343623,86806,0.29707070707070704,25229,132.53301475481496,721.7887502586889,0.9794840427957071,0.9791549097924297
1.7473047422181711,0.1042757645066756,12638,0.1782828282828283,21917,121.61003248087717,722.4430773424298,0.9794468290508959,0.9791170990356696
1.6911975644244612,0.1130505215343623,86806,0.18818181818181817,25218,129.3599628942433,723.2254143764584,0.9794022906959947,0.9790718461617058
1.7578037228804284,0.1030168739285152,79641,0.23767676767676768,423,89.57678270623477,723.7444300303803,0.9793727165982663,0.9790417976132118
1.6698181881536391,0.1126845351999468,66197,0.16838383838383839,616,88.656641037206,723.991022043782,0.9793586580724487,0.9790275135495468
1.8518176784620195,0.1001151967910639,47307,0.207979797979798,11920,109.6540012949824,724.3072552446234,0.9793406222045931,0.9790091883362175
1.7548215922257413,0.1013929127783522,3894,0.24757575757575756,124,83.95832299420945,724.432191443754,0.9793334944926239,0.979001946275928
1.9005462521719776,0.1011442884735595,70606,0.23767676767676768,18223,125.93649193144932,726.0798854120668,0.9792393771909318,0.9789063190710002
1.6707779599617345,0.1052881995668665,95484,0.33666666666666667,7133,105.57461816175324,726.2768067341817,0.9792281146184281,0.9788948758155152
1.6698181881536391,0.1126845351999468,66197,0.1485858585858586,614,87.34414691323055,728.0267852215329,0.9791278934749944,0.978793046846251
1.8496901129785333,0.1029332511525855,78675,0.21787878787878787,16721,116.55470818461174,728.7180524729712,0.9790882381934864,0.9787527553837563
1.7456141888101255,0.1116823818597205,49821,0.16838383838383839,4816,103.82196299434914,729.1049307198518,0.979066028085472,0.9787301889638486
1.729331000989971,0.1053709162169395,99179,0.19808080808080808,22819,123.3774695801466,730.0678050701866,0.9790106997135568,0.9786739729709936
1.8247281867319016,0.1011688550615926,68563,0.21787878787878787,20121,118.9327541092024,730.4977754928484,0.9789859693095976,0.9786488458225858
1.7273994386291345,0.1036802955327442,89820,0.21787878787878787,13621,112.58330249197702,730.5053045666403,0.9789855361337321,0.9786484056973749
1.6261565760795325,0.1089056951483048,98914,0.23767676767676768,14523,112.88932633336069,730.9657994735459,0.9789590336466865,0.9786214780367403
1.6799119478123534,0.1059223183924428,80061,0.3465656565656566,2834,94.77868958790262,731.2113237635205,0.9789448963616206,0.9786071139503097
1.7578037228804284,0.1030168739285152,79641,0.1386868686868687,413,87.20665112249179,731.387038441344,0.9789347757982169,0.9785968310249262
1.7250319200014843,0.1019900891087928,94757,0.2871717171717172,6828,112.04017136723776,731.4348911557337,0.9789320192245272,0.9785940302281293
1.7947226313522169,0.1007060388180171,68347,0.2673737373737374,27526,137.12403144598687,733.0757123244501,0.9788373899877213,0.9784978828752249
1.6698181881536391,0.1126845351999468,66197,0.15848484848484848,615,87.52142594816426,733.2577991402478,0.9788268756280761,0.9784871998360132
1.850206295439329,0.1027526471222429,97239,0.19808080808080808,15119,117.77520961560629,734.4548999087691,0.978757685628464,0.9784168998364072
1.6698181881536391,0.1126845351999468,66197,0.1386868686868687,613,87.68694315575154,734.509360049278,0.9787545352585328,0.978413698925782
1.805888320650514,0.1011063504665345,18928,0.16838383838383839,7316,106.25441167311595,735.5358590850619,0.9786951114057072,0.9783533217491143
1.7947226313522169,0.1007060388180171,68347,0.23767676767676768,27523,135.74240310234677,736.1052913816067,0.9786621112806787,0.9783197922103153
1.7578037228804284,0.1030168739285152,79641,0.1485858585858586,414,85.72630868059116,736.2594651344049,0.9786531721059992,0.9783107096264163
