time,event,degree,inf_id
0.0,1,36.0,1
0.0,1,6.0,2
0.0,6,6.0,2
0.14915315001205742,1,33.0,3
0.5046963947247431,6,33.0,3
0.5060842189690018,1,54.0,4
0.5275412189443452,1,60.0,5
0.5455121419357466,6,54.0,4
0.5678610799671185,1,51.0,6
0.5823780429272304,1,35.0,7
0.598060910276282,7,6.0,2
0.6602723602495688,6,60.0,5
0.6762952564940227,1,19.0,8
0.6914476727057107,1,60.0,9
0.7039953354896121,6,60.0,9
0.7250507546946852,1,5.0,10
0.746959963652267,8,60.0,5
0.8175284394915181,1,57.0,11
0.8209423002631415,2,21.0,12
0.8252635236595958,1,6.0,13
0.9009993835418635,1,37.0,14
0.9150944743760697,1,1.0,15
0.9922552447527041,1,1.0,16
1.000817762456118,1,59.0,17
1.006954664560127,1,24.0,18
1.0230193830495034,18,,0
1.0230401867268069,101,51.0,19
1.0366421990460724,6,21.0,12
1.0404445506891467,1,44.0,20
1.0498240561462313,18,,0
1.0498756239713556,101,31.0,21
1.0532823189370115,6,5.0,10
1.0609115591816443,1,2.0,22
1.0706574067692485,1,8.0,23
1.0857346036216804,6,57.0,11
1.1109156741411468,1,19.0,24
1.1136924305936136,1,47.0,25
1.1216536496925058,1,11.0,26
1.1787302183377844,6,1.0,15
1.1787985581460898,1,53.0,27
1.3052610960497355,6,11.0,26
1.3183012864009747,6,6.0,13
1.3397501133652547,1,49.0,28
1.349064835479598,1,45.0,29
1.3530555224512009,1,4.0,30
1.3599603918633816,1,11.0,31
1.3661505784250272,6,37.0,14
1.3773208186972699,1,21.0,32
1.3776336884318037,1,57.0,33
1.4040439782697791,1,58.0,34
1.4079899233087414,1,1.0,35
1.4113235219594529,1,2.0,36
1.4174456265313464,9,60.0,5
1.418023011811598,6,19.0,24
1.4399329848475184,1,58.0,37
1.458669883556871,6,1.0,35
1.466821757762535,1,13.0,38
1.4689260895961624,1,1.0,39
1.4731773212365062,1,5.0,40
1.493986996756963,1,2.0,41
1.495771919397284,6,19.0,8
1.5116235182586413,6,45.0,29
1.5434584860193852,1,1.0,42
1.5452744076893876,1,46.0,43
1.5697158355326164,1,33.0,44
1.5709268359674156,1,48.0,45
1.5780481473707586,6,1.0,42
1.6002856813071258,6,58.0,34
1.6212832455550803,6,5.0,40
1.633448507979144,1,2.0,46
1.6789790148959416,1,18.0,47
1.6978005063157307,1,52.0,48
1.6996488299957733,1,1.0,49
1.6997698376484072,1,11.0,50
1.7061014638217522,1,14.0,51
1.7079218899430555,1,2.0,52
1.7113857243612118,6,58.0,37
1.7171284116309593,6,1.0,16
1.7174537074175307,8,6.0,13
1.7493681470836469,6,2.0,36
1.7839815290675671,1,58.0,53
1.7851216145044488,6,35.0,7
1.7871240013484944,1,43.0,54
1.8397923971651644,6,47.0,25
1.8508492665774527,6,14.0,51
1.8567060574974232,6,52.0,48
1.8572107423754494,6,59.0,17
1.8573052935121632,6,1.0,39
1.8627763261216281,1,56.0,55
1.871488270791519,1,58.0,56
1.8944686447165773,1,8.0,57
1.8958946913463113,1,20.0,58
1.9025582823600322,1,45.0,59
1.9086365683891242,1,24.0,60
1.922808368260442,6,48.0,45
1.9318915623098152,1,2.0,61
1.9361640635390698,6,2.0,46
1.9364693595545548,6,51.0,6
1.9452704788070359,6,2.0,61
1.9479921154731537,1,1.0,62
1.9511040841234266,1,2.0,63
1.9581912089662583,1,2.0,64
1.9698206592264704,1,8.0,65
1.976746377520125,1,3.0,66
1.981266785565296,1,24.0,67
1.9818036006741444,1,51.0,68
1.9893200665193533,1,7.0,69
1.9934380021100675,1,20.0,70
1.993886491940354,1,4.0,71
2.0051268558083586,1,50.0,72
2.0064444063683724,18,,0
2.0065007911920483,101,60.0,73
2.016742164966484,18,,0
2.016776683677848,101,43.0,74
2.01970639308208,1,12.0,75
2.020127098590526,18,,0
2.0202608585036903,101,6.0,76
2.0235389370732957,1,46.0,77
2.0261491258357807,18,,0
2.026152600538609,101,2.0,78
2.0288221015870787,8,31.0,21
2.033933839557133,1,57.0,79
2.035551378461065,18,,0
2.0356691404737512,101,6.0,80
2.0369401174214374,6,20.0,70
2.040359529412057,18,,0
2.040406920945636,101,1.0,81
2.0429384796940684,6,2.0,63
2.0442471324327505,1,60.0,82
2.044356552563116,1,1.0,83
2.0493945457553977,2,3.0,84
2.0512930840525274,1,55.0,85
2.060179511048976,1,3.0,86
2.0634012652963225,1,7.0,87
2.0686878643717415,8,60.0,73
2.0764084997840913,6,1.0,62
2.0835276575152313,1,49.0,88
2.0867758265617087,1,45.0,89
2.0942669767470443,1,14.0,90
