category,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
S,16064,16017,15928,16223,16083,16646,15913,16106,15785,16179,15998,16167,15905,15889,16235,16652,15956,15835,15857,16248,16311,16279,16022,16654,16416,15990,16196,15752,16376,16132,16246,15917,16162,16020,15927,16146,16349,16560,15878,16109,16036,16130,16339,16333,16038,16491,16033,15819,16244,15823,15949,15800,16152,15781,16095,15828,16254,15693,15987,16015,16092,15780,16380,15943,15813,16102,16280,16117,15882,15864,15974,15787,16230,16108,15616,15695,15933,15938,16291,15954,16090,16106,16045,16298,16273,16020,15926,15823,15864,15932,16246,15974,15832,15722,16430,15790,16171,16051,16031,16122
SBR,1396,1479,1456,1504,1442,1502,1446,1394,1517,1431,1542,1437,1384,1464,1491,1483,1480,1461,1445,1504,1458,1473,1520,1486,1438,1422,1428,1495,1469,1397,1459,1453,1436,1451,1383,1432,1474,1453,1471,1478,1481,1496,1447,1422,1483,1440,1454,1461,1467,1435,1479,1454,1431,1455,1399,1401,1442,1467,1461,1521,1409,1532,1489,1462,1419,1427,1460,1444,1416,1414,1506,1437,1504,1421,1405,1418,1408,1496,1478,1452,1431,1425,1406,1406,1412,1429,1391,1462,1518,1382,1447,1444,1429,1407,1452,1530,1364,1464,1455,1374
S2I+RI,8440,8503,8597,8212,8451,7756,8627,8510,8723,8411,8461,8394,8752,8606,8241,7818,8543,8738,8643,8266,8207,8191,8445,7756,8166,8592,8395,8774,8171,8474,8311,8608,8387,8524,8728,8368,8135,7993,8603,8395,8481,8381,8205,8293,8480,7992,8516,8773,8260,8834,8606,8782,8398,8792,8499,8844,8253,8945,8584,8462,8473,8650,8079,8534,8857,8451,8210,8414,8651,8715,8560,8767,8252,8457,9006,8933,8673,8582,8180,8562,8498,8429,8575,8244,8274,8580,8706,8681,8632,8710,8325,8567,8783,8909,8060,8662,8441,8473,8464,8496
S2V+RV,12290,12243,12261,12288,12266,12338,12224,12232,12209,12190,12235,12244,12201,12283,12275,12289,12210,12208,12297,12224,12266,12299,12255,12346,12222,12238,12184,12221,12196,12239,12225,12264,12257,12247,12197,12296,12284,12236,12290,12260,12244,12235,12243,12191,12241,12311,12239,12183,12271,12150,12203,12196,12261,12214,12244,12169,12293,12137,12210,12244,12268,12280,12294,12303,12153,12262,12292,12267,12293,12249,12196,12251,12256,12256,12215,12196,12228,12226,12293,12274,12221,12282,12216,12294,12283,12213,12219,12276,12228,12218,12224,12257,12198,12204,12299,12260,12266,12254,12292,12250
currently_infected,54,2,2,17,2,2,34,2,10,33,8,2,2,2,2,2,55,2,2,2,2,2,2,2,2,2,41,2,32,2,3,2,2,2,9,2,2,2,2,2,2,2,10,5,2,10,2,8,2,2,7,12,2,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
