t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,4.926465134373696,4.922492537091086,4.929236446615047,4.926778828719312,4.9268833957205125,4.925785497552414,4.926935679637237,4.928870379579558,4.929916321459333,4.925890054011804,4.929602527243924,4.929341039693361,4.927981416229108,4.926099170259575,4.929811722277866,4.927876837576431,4.927144818078297,4.926778828719312,4.928242867715581,4.927929126764062,4.929497931391451,4.927563108276387,4.927719971678037,4.924321823635718,4.928922674038093,4.9270402483029345,4.928085995991449,4.928713497868445,4.926517416071091,4.92955022917898,4.928504326137456,4.9293933366486415,4.92766768360007,4.927667683600071,4.927144818078297,4.925994611580857,4.927144818078297,4.926987963831379,4.92955022917898,4.929864021729892,4.924896812450301,4.926935679637237,4.929445633881337,4.929184150492015,4.928504326137456,4.929445633881337,4.927197103382101,4.9278245486662176,4.926517416071092,4.9276153957995215,4.929288743015495,4.92730167482196,4.929654825586286,4.926935679637237,4.9268833957205125,4.925680942202689,4.928922674038094,4.929236446615048,4.9265696980459035,4.929131854646397,4.928242867715581,4.928347450252082,4.925576387962628,4.929393336648641,4.928242867715581,4.9270925330519075,4.926831112081205,4.929654825586285,4.928085995991449,4.929027263787414,4.92949793139145,4.929184150492014,4.929079559078199,4.9267265456348355,4.928713497868446,4.929236446615047,4.928818085398437,4.929288743015495,4.929602527243924,4.927929126764062,4.9277199716780355,4.9270402483029345,4.926151450015059,4.927458534062368,4.9276153957995215,4.928661204519575,4.92777226003342,4.9293933366486415,4.927406247371482,4.927929126764062,4.926831112081205,4.926256010358273,4.9270402483029345,4.929654825586285,4.928922674038094,4.927772260033418,4.928399741936458,4.928818085398437,4.929393336648641,4.928974968774045
1.0,4.909904927410133,4.917356468066994,4.924209686089336,4.9204709806639215,4.910274476382314,4.909993574031938,4.914242712329852,4.911137918812064,4.919655238078526,4.923763480292014,4.901756048440956,4.929341039693361,4.917617664878213,4.926099170259575,4.929811722277866,4.919100760704124,4.9144797346498095,4.919948462945449,4.912523539110988,4.924080904812402,4.922721953720256,4.9106639491761594,4.923317284726522,4.908532095550062,4.906632297120285,4.920688732081588,4.913728576090234,4.927744259404632,4.911579640250886,4.9248127253907725,4.9133308572558265,4.924366504308193,4.909624032704035,4.920109113367282,4.913515649006585,4.918268722037775,4.903838475160097,4.9228787461977435,4.92955022917898,4.929864021729892,4.919759740388316,4.911965104043089,4.92070418386721,4.929184150492015,4.9036537315904365,4.929522246749236,4.9142668126725555,4.920097438896248,4.917404755869714,4.918959683342754,4.921909972424342,4.9204709806639215,4.929654825586286,4.920153576558701,4.917408706874291,4.922147069332182,4.928922674038094,4.9191928215050735,4.909009230725541,4.916392091245528,4.917882814045775,4.916729624022432,4.91939789355595,4.926541685110753,4.919586628528044,4.9270925330519075,4.920523233961758,4.929731442815127,4.91236689933699,4.929027263787414,4.92949793139145,4.9285286260532475,4.913905279164755,4.917251991284826,4.9184254558779665,4.920784504612718,4.915186797360829,4.924362719291983,4.929313055122117,4.91748509029681,4.899878400659753,4.921913827270606,4.900347778884008,4.9146645329771745,4.914821209378716,4.9109290930606635,4.910672191559665,4.9293373696100815,4.9144034111909,4.917565424961022,4.907571735082542,4.919904856306766,4.920209718336531,4.92120255208178,4.928999276004139,4.923425632450139,4.92287109939366,4.9232892464218585,4.921693233317003,4.911242333352698
2.0,4.8661610331283836,4.876724512889496,4.888767620013645,4.899571911410711,4.861315667709084,4.868248252587104,4.878460825213338,4.863135074454848,4.883539781883701,4.872944647838131,4.868766487623646,4.89540028800558,4.8849887936716625,4.898413846642562,4.900206496673947,4.879525584123397,4.860042605417221,4.871535060804555,4.871761635603839,4.891415117543246,4.872496491407249,4.883407220560297,4.901019479641751,4.866792257903137,4.879198781502717,4.881522978502414,4.845492761197233,4.902473445361493,4.834802869806004,4.873105711144098,4.868833647719106,4.888923930110648,4.852805849185741,4.877202701480722,4.871233020317107,4.878739874653564,4.872115820854411,4.889117823266166,4.879190238675337,4.906006055103857,4.879118776418458,4.897244613562003,4.875631674895668,4.886053733018609,4.863093434114347,4.881404713319335,4.854659351660225,4.895059187517743,4.8619111239703,4.899050361323377,4.903047329848119,4.8720552599617495,4.905797316646544,4.871649142731894,4.891425231504373,4.895272186467231,4.8851447839313975,4.901397555330192,4.861710748393763,4.878645438405654,4.885164123746294,4.8874274901026595,4.89081355431489,4.897053720224009,4.899676224759436,4.890874832594394,4.899624067946271,4.9017278043233805,4.871605571514635,4.915500169310129,4.897257854250778,4.884183762676171,4.869405777054075,4.8912688814259955,4.8677364110310055,4.87242942016275,4.8728976166127875,4.895827904117453,4.91562077242559,4.886982336950836,4.866894165193945,4.863231375673158,4.861570360204904,4.858257983599501,4.858413843948066,4.862927179315479,4.869800197893707,4.8988091201453585,4.870102129567607,4.88493670282124,4.885836258589859,4.880741911915816,4.871795156911547,4.872845593674208,4.880884035704179,4.883094808936031,4.891320997841139,4.8917379391576326,4.9027087201843695,4.863239023690946
3.0,4.754551934810174,4.776499986530022,4.802831504131348,4.802414235791599,4.751321757650024,4.7388769029863695,4.780164485094583,4.743697883314478,4.777466538507349,4.779456204330537,4.749588836231951,4.7924178507748465,4.69840827047497,4.818929212092407,4.803574926190927,4.815394546625375,4.768708984687696,4.751429506064194,4.733818545890088,4.779319064532419,4.759813469807405,4.779852631110839,4.808396548758975,4.737438388756975,4.788125841819021,4.748750216533183,4.712950826475858,4.792805714243891,4.692886789076228,4.786184643293234,4.777790227248104,4.802986580501917,4.748488150471561,4.780168213904634,4.740386407454016,4.774336280751652,4.749807525928092,4.809479390620038,4.79693606945688,4.82319978231598,4.778872505653152,4.802417160486536,4.720327127859366,4.8179849407986035,4.770940326816077,4.768855974127552,4.706860520563049,4.801906726005276,4.71497645930219,4.811562384592442,4.78963328728892,4.751943980592111,4.822992631338602,4.786279382768649,4.8001426156552585,4.8137698988823185,4.805606949526685,4.801616279581325,4.710413112163456,4.776220682520504,4.794647421325846,4.763152668109921,4.813473296179334,4.8007998530618625,4.812183358216677,4.800411558201003,4.8024659314918265,4.824931809306168,4.733664479071684,4.828830516060378,4.782597800935387,4.781687699671415,4.778357643918992,4.799987552672528,4.742149750274576,4.740110088986025,4.7420311257007635,4.815483466424591,4.840523949441256,4.765492180833492,4.7477369040285105,4.727896421789134,4.767222333694405,4.7608193008337105,4.760973794722371,4.743492239101505,4.722849628652365,4.792798933412229,4.777722653987326,4.698357074080957,4.778709734562065,4.7479785618257395,4.751686739846704,4.740521186637815,4.76834067281785,4.783902774606253,4.782645801171857,4.7830586253750855,4.820305360745555,4.743800707092542
4.0,4.416751773534221,4.493834307133561,4.60095933434087,4.589417768968065,4.451921613816753,4.512275355349695,4.520012808134194,4.406137165099198,4.4814982601389755,4.5678092652137785,4.463143676432478,4.556739770299868,4.409791021147263,4.570498173705751,4.537766043547011,4.58753401908048,4.504101350591548,4.470829763341455,4.415937419273731,4.558631314919853,4.533531475549727,4.539588023689407,4.586084473290997,4.51086758678588,4.572416805847556,4.475726726263411,4.414025015161059,4.569611762009574,4.4212683254101535,4.538508749323388,4.574102579497367,4.601111512241663,4.491171485238992,4.5347346347898885,4.411591605714544,4.501044039465088,4.501308629104742,4.562821385959798,4.515253739522706,4.612566041683687,4.496143638963029,4.627568713005469,4.416214823562211,4.6207053761713075,4.454253631488065,4.4977924135506715,4.4227565994555995,4.518834403166838,4.443036415848819,4.540527288703925,4.561853914818469,4.4713305675890815,4.6123629154096015,4.554348399169817,4.578528816961745,4.6414241044330575,4.61138558758483,4.5584739606337195,4.402031589009378,4.509356409272452,4.579219298309138,4.482182531381001,4.595207477117354,4.513798943953235,4.54113257128523,4.552985989149007,4.589468434999237,4.596089354298925,4.415787986088369,4.613739013445211,4.5418806727686825,4.5081199805488446,4.574659342922788,4.578376938896326,4.414482191082374,4.447239800122881,4.413185038002097,4.55972953753217,4.629694985602681,4.502771264731626,4.4613421350476825,4.48105172002465,4.547208444914953,4.477938740348852,4.478089113979043,4.405938110998487,4.417336696295914,4.519802000070023,4.5011465312044585,4.409741216776794,4.549151316592246,4.4749746739192595,4.471080161959335,4.447639626139872,4.497290209197209,4.47946568232696,4.548148814589558,4.548552558401926,4.567396513340403,4.406236693835702
5.0,3.8892720982389704,3.9975514007817283,4.165604340609655,4.1638190718936,3.882844977923028,4.142415427968107,4.076622639241474,3.855403170914068,3.9258676995373833,4.179021815303384,4.004183686037159,4.147723445093208,3.813059220379632,4.091224918171019,4.0312927358052,4.191844961479685,3.992514242970736,3.977242032182364,3.8508343941390835,4.1171227037673015,4.02063243108072,4.108144783353111,4.1615780801209405,4.141059267816505,4.150196637650522,3.914174683450919,3.916948126851777,4.069647694413245,3.9045073788610263,4.117754845529028,4.130932899478663,4.165750016154354,4.01767596086813,4.041029195025963,3.8956057746493964,4.006440051935003,4.038139223274008,4.125980588134862,4.088519869891602,4.2191398864177305,3.99974565596017,4.2446165469120105,3.9179942698555594,4.2139940619590845,3.926519842997234,4.008170257575998,3.942223544506336,4.056761031644036,3.9060428217993715,4.0105946661120395,4.048358762452369,3.9777178755989233,4.218944524211547,3.99714439711207,4.106256373307485,4.21154377902734,4.21871047611261,4.0809485336245,3.8356390611288522,4.073865961407005,4.159889016473319,3.901818707509739,4.143332564311898,3.970081394379197,4.011167963104605,4.110676313673215,4.16386760224325,4.124778718519086,3.850693581648108,4.166053434497219,4.134466724653931,3.96292155108929,4.131465297003533,4.106111604580196,3.789643574673909,3.961642183069152,3.897115013834839,4.109643432520138,4.168088255067289,4.016907963913726,4.002465346900105,3.9493658417162796,4.150966580907849,4.0300195917778225,4.030163139536599,3.8552153658518824,3.8276199872226844,3.9988155718522833,3.983673831114383,3.813012503306107,4.071870535217154,3.913465548872564,3.977479950332691,3.962022424670187,4.007692730620457,3.9347223635557196,4.12044017682554,4.120826936433619,4.077597635152382,3.855497075160526
6.0,3.1326612608790168,3.290016879444758,3.5187934140270585,3.583014952563533,3.2589677281211076,3.5451535161177268,3.43313655965808,3.168778095994677,3.2083176217386558,3.5768124213246106,3.4257528434544735,3.54186822619671,3.1140719781303274,3.350812652181161,3.33837718094984,3.5948193671146287,3.251702635980654,3.3105788643782135,3.0997518254033958,3.4944501229349916,3.432406301308915,3.421316928757482,3.5351294231402264,3.543885683796712,3.5361820397620356,3.1964564941962235,3.255552315932973,3.351354009043988,3.1920896088393906,3.491703666521345,3.4244663656354843,3.518928816030452,3.3825912804441822,3.3394051942213987,3.1963467377234465,3.3578236638689924,3.425523993570896,3.542790200295967,3.36548072400399,3.600482167868555,3.292033223994937,3.5876931530203504,3.2678914785593194,3.5262689909756313,3.2003250713962905,3.4663034529906716,3.2714147810723873,3.3927350308004525,3.283734160887377,3.3200177575790573,3.3511222664951466,3.3110185513201653,3.6002998580508514,3.3118100613897687,3.3811391757007923,3.545174415937097,3.5695577148509017,3.37705144957192,3.1083958882511893,3.359043910062355,3.4685165387559738,3.2208243683778197,3.431099600257321,3.3268158338277907,3.3205461879215648,3.469565350508171,3.5830604342728973,3.4798345910384914,3.099623516008461,3.4671688000839453,3.493372459465467,3.2325148639252843,3.4249570104109295,3.3810061677705243,3.071420612362736,3.2162153557910442,3.197732368328945,3.3808805795811288,3.500979708695176,3.3051638053637027,3.4241443305042294,3.240855680527596,3.519822029353508,3.356904705003869,3.3570373780593035,3.168605317559666,3.0474940037780294,3.316852272453295,3.3120835236319848,3.114029157566507,3.4311488767206466,3.1958065238868545,3.3107987041996805,3.2165628293599124,3.465854665045857,3.294193863837833,3.435198108323823,3.435555422702661,3.374703588914242,3.168864486978628
7.0,2.54189525010359,2.584334321123381,2.809161344705746,2.891367250628419,2.6158464268350663,2.9194371649794286,2.753175676799351,2.5690593801943353,2.563875935803341,2.8907919347538176,2.723562620955851,2.8976881509674763,2.5458495821504523,2.681011883456459,2.707703034504769,2.89221419933851,2.5936822574771763,2.6205649030262412,2.5317857102148404,2.8692607206111576,2.7909438640407784,2.722389017079886,2.8881598624548026,2.9182696319712353,2.826315824437674,2.560731640654263,2.638712478162786,2.690258126895918,2.6130490836470917,2.7929834174172963,2.7551093252600642,2.8092844379118076,2.6827548077352565,2.694207769422536,2.540812586401767,2.731604533140236,2.794930140923707,2.9279838946804944,2.683040692578478,2.8578755168674004,2.5861554178785937,2.8788630266695776,2.6628498443581914,2.8708952493489326,2.5767697240721925,2.8154515809493303,2.678408473099024,2.716615381617846,2.7058845407574315,2.672229229622736,2.724730119431612,2.620963310484773,2.857710433873695,2.6467161997113,2.710240583787128,2.8139603761487106,2.8609969140556006,2.7128323138065555,2.4923413545688913,2.7029002484887057,2.729793970218281,2.5702987492272813,2.75331870177562,2.659089894945981,2.6727117157340956,2.833459541486028,2.8914087749154707,2.8460674886698563,2.5316674876395204,2.7752869879301127,2.7585871571646177,2.6061867895767166,2.7555569813079512,2.7101193197742073,2.4728690117345047,2.5618496123776047,2.5420720998521062,2.7222224964382495,2.7982520795796315,2.647100764813693,2.722104784441664,2.6300975947095795,2.8143258786018444,2.7033431171049904,2.7034642604090875,2.568900933211507,2.4737275682172584,2.6554456525618115,2.6676000716481134,2.5458101077892605,2.825103779966546,2.560138803225406,2.620764102970149,2.5621656486905984,2.8150409407922177,2.6053811477016056,2.8193667920932026,2.8196959819134286,2.743365989131699,2.5691386055180994
8.0,2.1539264366015343,2.194351719509597,2.307248392797799,2.4108736118391936,2.2320169977266957,2.5000068193287768,2.301284129598661,2.197213540176348,2.161113038427355,2.414409096767264,2.283763718010171,2.392028468878606,2.1764534874285895,2.2266471321730132,2.2947120904722222,2.424640563929146,2.187904645577923,2.2036926257065548,2.1628600262616646,2.3485985594480514,2.3426873435138234,2.271262333027934,2.3648147025997597,2.4989092247775706,2.3732349801272252,2.1644053193127197,2.222816522557241,2.2079788925456607,2.2268879603317338,2.3387683696746078,2.2846951206320636,2.3073621554304005,2.2406432404491547,2.2478474791628966,2.166911493897545,2.3095315191764096,2.3604054834414496,2.4192707953409336,2.2205768391004317,2.3746316405080012,2.196062830954781,2.3730246228963607,2.303406711859125,2.3987940000765113,2.184220133408145,2.3470040443689055,2.278987059472809,2.25780795952196,2.2680897631415955,2.22427325588413,2.2430321558407265,2.2040654567793148,2.3744783086292403,2.224201066222839,2.2084691923523434,2.2983448007317953,2.3583883496496787,2.2552518941757116,2.141098270476813,2.2062726559930774,2.2819700156153306,2.1812537382778245,2.3006229298237972,2.19250208906013,2.224722154361289,2.339896036802519,2.410912221801467,2.3472237010457944,2.1627486348070755,2.29293626272942,2.293136892465741,2.2111738234946827,2.2851102812840045,2.2083574404419086,2.0858336269159174,2.144961379292877,2.168098111162681,2.251606891658331,2.2989201938257953,2.2232976891828273,2.2824023878666626,2.2382680380310305,2.312096755041081,2.2384875682266254,2.238599993365325,2.1970642158904345,2.1078948902310826,2.2017987545068203,2.2210768226726927,2.1764163070879134,2.3425086451024884,2.1638492099846323,2.2038790373009363,2.1452566074022306,2.346622498347659,2.1750756253404897,2.3442267374723853,2.3445327073854223,2.2883766400580368,2.1972882042221555
9.0,1.956584557504323,1.9665153479776,2.021265823367046,2.1250987418936567,2.0084167275547853,2.216192925239707,2.027370968776378,1.9743678480837685,1.9560525279444017,2.083787051423608,2.0042164315329494,2.0595797876241178,1.957647310938254,1.9860921726434566,2.044715781010126,2.116676791185658,1.961397827733003,1.9597932242945653,1.9517546473036336,2.0444651757023515,2.0859970076272036,2.0007529409961284,2.0567381765998887,2.2151444159499944,2.089315164856567,1.9529373369570058,1.9897828085571931,1.9735514949192376,1.9841687674883595,2.0512567403988062,2.0347332849950925,2.0213743841363248,1.9817149470952453,2.009825044679491,1.9450041787120211,2.0514439727418967,2.073227104308343,2.103484806453346,1.977011441373243,2.069657666411709,1.9681629606441862,2.097815283662272,2.0728968354570423,2.114493258742618,1.958952209112482,2.083127984123938,2.0273270317903895,1.9863888240036935,2.0184427349585414,1.977365172460666,1.9738213964887075,1.9601512362454265,2.069511811873472,1.9734591746591332,1.9776931976721557,2.022722133839999,2.064855549032411,1.9717512664335926,1.923980482036027,1.9769264088894654,2.00834449480269,1.9769810707592164,2.048038750396084,1.9627650944385118,1.977796652503561,2.050680141176636,2.1251355945417973,2.07553991159973,1.9516471437084237,2.0408035112668674,2.033311116391789,1.9578538893127275,2.0351321012381596,1.9775855266045432,1.891027864151132,1.9379235802057004,1.9461479308574527,1.977486745398446,2.0308253334022597,1.9875868291543355,2.0029183055442163,1.9997838901123322,2.0190272013783597,2.0080938416966787,2.008202067993398,1.9742238833866526,1.9177557197299122,1.9778855408731248,1.966829063747548,1.9576114531440358,2.054068162913228,1.952400060475583,1.959972226182803,1.9382093464193069,2.082762548719385,1.9371902827707688,2.045068755887993,2.0453595093161634,2.014770473196288,1.9744398324006713
