category,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
S,15223,14850,14912,14974,14856,14944,15091,15309,15150,14955,14762,14939,14930,14456,14542,15421,15244,14659,15215,14842,15226,14882,14856,14715,15149,15074,14777,15500,14817,14542,14884,14785,14831,14868,14946,15096,14934,14822,15421,15015,14785,14901,14732,14988,14635,14919,15122,14901,14928,14772,14702,14930,15126,14669,14752,15297,14808,14909,14704,15126,14748,15418,15410,15215,14974,14632,15079,14704,14659,14991,14791,15016,14966,15520,14301,14832,14822,15226,14731,14840,14795,14815,14768,14682,15033,14705,14659,14930,14876,14631,14669,14831,14803,14808,14785,14752,14901,14794,15126,15063
SBR,5472,5411,5595,5551,5458,5465,5553,5625,5419,5573,5543,5535,5521,5478,5534,5557,5500,5433,5484,5548,5484,5490,5458,5494,5514,5479,5516,5529,5414,5534,5466,5557,5420,5583,5518,5433,5524,5504,5557,5288,5557,5538,5559,5403,5638,5588,5561,5635,5501,5587,5556,5521,5450,5559,5538,5504,5429,5524,5561,5450,5560,5485,5578,5484,5551,5584,5509,5561,5433,5600,5484,5450,5487,5546,5630,5499,5504,5484,5556,5495,5596,5585,5446,5453,5545,5539,5433,5521,5535,5454,5559,5420,5533,5429,5557,5500,5635,5509,5450,5569
S2I+RI,8114,8575,8303,8297,8523,8419,8170,7922,8252,8309,8521,8353,8376,8939,8771,7823,8042,8696,8071,8431,8106,8404,8523,8653,8155,8289,8543,7770,8638,8771,8456,8446,8585,8388,8350,8261,8332,8516,7823,8506,8446,8365,8564,8395,8529,8309,8121,8304,8378,8461,8575,8376,8242,8545,8555,8001,8592,8387,8593,8242,8480,7944,7824,8071,8297,8606,8237,8593,8696,8176,8568,8335,8350,7706,8899,8488,8516,8106,8513,8507,8413,8475,8596,8675,8217,8538,8696,8376,8424,8700,8545,8585,8457,8592,8446,8580,8304,8497,8242,8194
S2V+RV,9362,9346,9411,9371,9339,9359,9377,9375,9374,9339,9388,9366,9374,9335,9382,9376,9380,9421,9374,9400,9364,9412,9339,9349,9372,9387,9363,9413,9345,9382,9344,9368,9359,9337,9374,9392,9389,9372,9376,9385,9368,9396,9354,9400,9392,9364,9392,9359,9389,9393,9390,9374,9384,9402,9368,9421,9368,9369,9339,9384,9377,9370,9387,9374,9371,9396,9348,9339,9421,9407,9351,9386,9365,9445,9343,9375,9372,9364,9344,9361,9391,9337,9393,9375,9365,9366,9421,9374,9361,9413,9402,9359,9397,9368,9368,9389,9359,9420,9384,9387
currently_infected,73,62,23,51,68,57,53,13,49,68,30,51,43,36,15,67,78,35,100,23,64,56,68,33,54,15,45,32,30,15,94,88,49,68,56,62,65,30,67,50,88,44,35,58,50,64,48,45,48,31,21,43,42,69,31,21,47,55,47,42,79,27,45,100,51,26,71,47,35,70,50,57,76,27,71,50,30,64,100,41,49,32,41,59,84,96,35,43,48,46,69,49,54,47,88,23,45,24,42,31
