category,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
S,16298,15882,15952,16057,15787,16024,16259,16526,16172,16007,15799,16042,16041,15562,15712,16564,16197,15706,16294,15919,16282,15957,15871,15852,16192,16095,15728,16660,15920,15595,15901,15908,15868,15978,16039,16090,16019,15814,16577,15935,15854,16013,15956,16058,15666,15998,16282,16088,15882,15954,15848,16037,16098,15666,15881,16371,15837,16048,15904,16053,15926,16566,16433,16235,16159,15800,16211,15888,15629,16109,15690,16046,16000,16628,15468,15889,15956,16270,15833,15939,15841,15897,15832,15868,16155,15742,15701,15913,15984,15596,15829,15864,15921,15715,15771,15872,15907,15939,16062,16170
SBR,1377,1350,1559,1483,1410,1448,1436,1505,1438,1473,1465,1430,1451,1409,1450,1447,1473,1436,1393,1454,1435,1407,1458,1454,1501,1440,1448,1446,1398,1491,1458,1445,1424,1468,1482,1453,1448,1429,1448,1383,1456,1508,1372,1380,1500,1493,1475,1488,1446,1461,1499,1461,1481,1495,1472,1478,1416,1447,1435,1507,1435,1443,1450,1449,1390,1491,1441,1469,1457,1466,1437,1412,1374,1512,1543,1447,1433,1437,1482,1484,1510,1436,1452,1333,1471,1479,1439,1446,1493,1387,1420,1433,1491,1434,1516,1477,1507,1460,1491,1482
S2I+RI,8325,8853,8465,8462,8873,8561,8275,7943,8387,8572,8746,8539,8494,9050,8792,7979,8350,8782,8350,8644,8282,8640,8715,8754,8321,8439,8909,7869,8710,8916,8698,8683,8720,8606,8474,8459,8532,8801,7966,8671,8733,8445,8704,8566,8890,8559,8193,8424,8679,8561,8609,8477,8416,8838,8646,8084,8793,8497,8679,8468,8637,8001,8120,8342,8458,8689,8358,8665,8868,8417,8984,8529,8653,7765,9033,8734,8606,8309,8736,8564,8671,8738,8694,8778,8382,8790,8794,8693,8516,9017,8757,8695,8552,8975,8759,8624,8637,8553,8472,8341
S2V+RV,12230,12139,12242,12223,12143,12209,12272,12268,12245,12177,12168,12230,12256,12221,12288,12252,12194,12318,12204,12221,12231,12238,12191,12182,12228,12241,12125,12267,12214,12230,12185,12206,12230,12190,12247,12231,12243,12146,12251,12253,12199,12276,12210,12238,12162,12192,12292,12242,12175,12266,12286,12267,12228,12230,12243,12309,12196,12250,12224,12212,12244,12232,12197,12201,12233,12262,12232,12220,12288,12250,12085,12255,12199,12337,12198,12166,12247,12226,12191,12255,12220,12128,12264,12263,12234,12231,12308,12180,12249,12213,12236,12250,12278,12115,12196,12269,12176,12290,12217,12247
currently_infected,14,20,26,19,31,2,2,2,2,15,66,3,2,2,2,2,30,2,3,6,14,2,9,2,2,29,34,2,2,12,2,2,2,2,2,11,2,54,2,2,2,2,2,2,26,2,2,2,62,2,2,2,21,15,2,2,2,2,2,4,2,2,44,17,4,2,2,2,2,2,48,2,18,2,2,8,2,2,2,2,2,45,2,2,2,2,2,12,2,31,2,2,2,5,2,2,17,2,2,4
