t,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010608109892562556,0.0,0.0,0.0,0.0,0.0,0.0,6.36493345830269e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046671474607373753,0.0,0.0,0.0,0.0003818656222482897,0.00043489674665664335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013790433135807412,0.0,0.0005727710866472169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3041252825014595e-05,6.36493345830269e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005621657058000329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3041252825014595e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0003500462723755593,0.00043489674665664335,0.0012089909652241992,0.0,0.0008909063469776379,0.00020154927696058866,0.0007530539518904034,0.000922717087696312,0.0012407966417343763,3.182492050191055e-05,0.0,0.0,0.0005939816795340613,6.36493345830269e-05,0.0007000312678293596,0.00027579915325826043,0.000254585184232492,1.060836310295965e-05,0.001187786899539356,0.0009333205553977431,0.0005091379575308252,0.0,0.0008909063469776379,0.0004985322390700375,5.3041252825014595e-05,0.0,4.2433114798012816e-05,0.0004985322390700375,0.0016330250129777957,0.0007000312678293596,0.001378615387970239,0.0006045868915740549,0.0003818656222482897,0.0,0.00043489674665664335,0.0004879264643402603,0.0006682169821651263,0.0,0.00027579915325826043,2.1216669936929833e-05,0.0006045868915740549,0.0,0.0003500462723755593,0.0005303492256454323,0.0011347757506198208,3.182492050191055e-05,0.0003394397098800406,0.0005621657058000329,0.0009121135637257805,0.0,1.060836310295965e-05,0.0005939816795340613,5.3041252825014595e-05,5.3041252825014595e-05,6.36493345830269e-05,0.0012301948058334178,6.36493345830269e-05,0.0,0.0005727710866472169,5.3041252825014595e-05,0.0006151920473449479,0.00039247195966785053,0.0006257971468469625,0.001187786899539356,0.0,0.0,0.0003394397098800406,0.0005727710866472169,1.060836310295965e-05,0.0011241733520290786,0.0006682169821651263,0.0006788218003221935,0.0009651306208883215,0.0006151920473449479,0.00016972705736972848,0.0,0.0,0.0005091379575308252,0.0,0.0006894265622102713,0.0007212405102606789,0.0007530539518904034,0.0,0.0,1.060836310295965e-05,0.0,1.060836310295965e-05,0.0005939816795340613,0.0,0.00020154927696058866,5.3041252825014595e-05,0.0003818656222482897,0.00011668889933880155,6.36493345830269e-05,0.0006045868915740549,0.0006045868915740549,0.0005621657058000329,0.0,5.3041252825014595e-05,2.1216669936929833e-05
3.0,0.0017814156600162168,0.002088761202313938,0.004895071613379098,0.001187786899539356,0.002735092194997346,0.0032117595454540515,0.003127027010959904,0.0011029683860404038,0.004344710999398038,0.00018033452016896767,0.0005939816795340613,0.0008166793158870256,0.004334125650308773,0.002523203464400159,0.003455345522232034,0.002607961657550173,0.002141747030191321,0.0006151920473449479,0.0037941982340885527,0.0014740227955044594,0.002999921456940946,0.0015270249413866788,0.002735092194997346,0.002607961657550173,0.0039000778900574185,0.0029787364101721003,0.0008696989051537596,0.002385463719815517,0.0028198413851100446,0.003455345522232034,0.0033070793421825506,0.003095251382086439,0.0008696989051537596,0.0023960594223974008,0.0007000312678293596,0.001187786899539356,0.002258310899851401,0.002660933699526913,0.002607961657550173,0.00028640605336760494,0.003095251382086439,0.0014740227955044594,0.001463422197521047,0.0019085988652307595,0.004990310889194105,0.0016436247106574875,0.003254124462245378,0.0039106655461749185,0.003296488478733095,0.002109955702271793,0.0019085988652307595,0.004334125650308773,0.00039247195966785053,0.0009863370498705004,0.0009545273219938588,0.0024490370912724213,0.0016224252590291144,0.001293804977204771,0.0018026134235751279,0.00039247195966785053,0.0018768038235584816,0.003455345522232034,0.002003980951722717,0.0037941982340885527,0.001187786899539356,0.001739019457670632,0.0009651306208883215,0.0018026134235751279,0.0006151920473449479,0.0035824220414562014,0.002946958418001411,0.002830434780663693,0.0025443933503016547,0.0039636029827275765,0.001187786899539356,0.0011347757506198208,0.002660933699526913,0.002999921456940946,0.0009015099834862594,0.0036459572625430203,0.0039000778900574185,0.0035188847946858726,0.002385463719815517,0.0007636583198956659,0.003455345522232034,0.0012301948058334178,0.0006151920473449479,0.004334125650308773,0.0004030782408184219,0.0026821221224346825,0.0009863370498705004,0.0008696989051537596,0.0012407966417343763,0.0016224252590291144,0.003095251382086439,0.0014846233372188822,0.0039106655461749185,0.00027579915325826043,0.00039247195966785053,0.0015800256805446056
4.0,0.0125841443196536,0.011687919400332203,0.014849251499727933,0.003603600673561025,0.006566387668828,0.009197445914880253,0.01163518762691007,0.010801838906354333,0.010601360878279342,0.005847259271087868,0.004429391766428203,0.005434700578916818,0.010685775155409472,0.007517775181608122,0.0070527093417923625,0.008204604930284187,0.005783794273690912,0.0074860696076177735,0.008901758039667973,0.010738532249873645,0.009482531729115506,0.008912319080556785,0.006566387668828,0.007686863023338764,0.010274221539800732,0.009566993722342598,0.006090522995404135,0.008848951991188847,0.009947028126830126,0.0070527093417923625,0.012194072851040683,0.009176326815358515,0.009936472600301505,0.00417533866169284,0.005625122917833569,0.00800386390098573,0.008056692457057757,0.007982732084674149,0.008204604930284187,0.001378615387970239,0.009176326815358515,0.008743335674057384,0.010348096439600218,0.008732773732864851,0.010791287937613414,0.00733810356631992,0.009757020040161435,0.013838176213796238,0.008690525405404603,0.006333756953428971,0.009841470329440272,0.010685775155409472,0.006175129487377862,0.006714411217025762,0.00536064252358015,0.011445341594910285,0.008130650072261103,0.0043976369008091876,0.007443794721198049,0.006175129487377862,0.0055299140272689895,0.008447580050990333,0.007211266752960466,0.008901758039667973,0.003603600673561025,0.009144647744058654,0.008109519606405047,0.007443794721198049,0.0074860696076177735,0.011192185192677173,0.006894139270103294,0.01422792289784347,0.004873906710905818,0.012426016522165462,0.0039847775634657134,0.004672828911748139,0.007982732084674149,0.009482531729115506,0.003878902409015561,0.011751195671562464,0.014480690368870675,0.009778132950094998,0.0070632802297531105,0.004207097072257637,0.008056692457057757,0.01022145206616032,0.0074860696076177735,0.010685775155409472,0.003222350859055312,0.009123528081847243,0.006714411217025762,0.009936472600301505,0.008415889332011206,0.008130650072261103,0.009176326815358515,0.006608681236550007,0.013838176213796238,0.005106708258935222,0.006175129487377862,0.004334125650308773
5.0,0.036753487211800495,0.035180691307718726,0.04657770040705178,0.02149255256526661,0.022216488838066817,0.031352719614539226,0.03284517382162455,0.0261671781737548,0.026659143766318616,0.023831264469621583,0.023506319508915574,0.020684365364191826,0.03276171026522001,0.022636039373308936,0.02328616478041179,0.02431334121055939,0.022478718473027293,0.02087332212119475,0.022373830839216735,0.02432381981738918,0.025758857042373573,0.02644981189827822,0.022216488838066817,0.02055838406443966,0.0231184111887901,0.03042326859265243,0.017669092097072348,0.022447252773708515,0.029148465425702375,0.02328616478041179,0.02839572959050385,0.0216814313334599,0.02750670766360952,0.017721662659860193,0.024166634806699894,0.02448099216755739,0.023977996081985142,0.021009779551941388,0.02431334121055939,0.013005756550407921,0.0216814313334599,0.02666960976889632,0.032031250532357336,0.028625763154754735,0.02708820373143861,0.023432937356594574,0.024418124746752756,0.03234433846497353,0.030694839694578868,0.02330713296652276,0.022719938676712514,0.03276171026522001,0.01878328682031405,0.02433429836794987,0.023663557693793136,0.030715728203810855,0.03173898943816844,0.02260457620609435,0.02259408837115129,0.01878328682031405,0.023883669882946323,0.02276188697795878,0.023831264469621583,0.022373830839216735,0.02149255256526661,0.02423998938721983,0.022352852637226972,0.02259408837115129,0.02087332212119475,0.02788328422659525,0.029441117251704507,0.03856425704943933,0.025298084300833135,0.03228172492981707,0.01884633553977977,0.01734312320969511,0.021009779551941388,0.025758857042373573,0.019571250217644942,0.0343781756261794,0.034597076625487944,0.026229989213039095,0.019151042460689438,0.019434692571840828,0.019476711321852913,0.02822841534709586,0.02087332212119475,0.03276171026522001,0.016638425076875296,0.02791466231510853,0.02433429836794987,0.02750670766360952,0.02412471666562821,0.03173898943816844,0.0216814313334599,0.028719859945152693,0.03234433846497353,0.02178635610479862,0.01878328682031405,0.017174860046169416
6.0,0.08370637988046947,0.08334077441858101,0.09618434555891664,0.043903363520338745,0.05734059344065323,0.07580939508511642,0.07770531654862967,0.06826768274081385,0.07000765021829869,0.05591869133742311,0.07139845335530237,0.05703157544352844,0.07684933500852476,0.06482390488342982,0.05365999488250495,0.060016628075101,0.05409337869689934,0.07020201614070698,0.06092150128379514,0.05699036921762113,0.05877171591999941,0.06796046084960494,0.05734059344065323,0.05041678995083454,0.057845213927341765,0.07515658485979093,0.04978609700864267,0.05114027795678744,0.08263982678224002,0.05365999488250495,0.07022247452983821,0.06070560521694934,0.06858509215940711,0.048803453342233905,0.05790699490663587,0.058195279359305796,0.06303802326682462,0.053938610157656,0.060016628075101,0.04624620317656469,0.06070560521694934,0.07232848310367235,0.07043727402675626,0.06105513879449265,0.07031453449561376,0.05911131911940759,0.06065419773402614,0.06982349534370935,0.06529574978516017,0.06021203531129593,0.06174373516413778,0.07684933500852476,0.05717579014431273,0.06838031807893508,0.058432051443669475,0.06869770830980526,0.06606480680443017,0.0633973892019355,0.06537779761396956,0.05717579014431273,0.05467106938067079,0.052782604879636486,0.05975948234269335,0.06092150128379514,0.043903363520338745,0.06754050903211561,0.05679462734978824,0.06537779761396956,0.07020201614070698,0.07075431364559759,0.0675507528847511,0.08218254268946923,0.06294560374225189,0.06329472025409821,0.044349346438161685,0.043841125074218446,0.053938610157656,0.05877171591999941,0.05349487017773735,0.07505456244256059,0.08746989905561209,0.06059250689764184,0.05922450656878331,0.04809977550673605,0.048824145810331454,0.06407486313505528,0.07020201614070698,0.07684933500852476,0.04907243787158089,0.05869967100004325,0.06838031807893508,0.06858509215940711,0.05922450656878331,0.06606480680443017,0.06070560521694934,0.0747790738096813,0.06982349534370935,0.06524446806341233,0.05717579014431273,0.05418623374339515
7.0,0.15959742165282043,0.16690445495009476,0.18623389698132342,0.10387310405919403,0.12201718325864197,0.1516234801336408,0.15097846440028462,0.13674581895929283,0.14990289349427566,0.11908239331754744,0.15504967311814855,0.11544443494405199,0.1628715786605388,0.13992650497210035,0.12134112359012406,0.11449633958875516,0.12341818377010161,0.15535193819030113,0.13338151077035176,0.12105272488328545,0.11933129423731981,0.13621349064100097,0.12201718325864197,0.11842512591359422,0.12472874486247665,0.15244405475423262,0.11664130320718658,0.11025864915521166,0.1754805163317219,0.12134112359012406,0.13278887346934343,0.12668283452713947,0.14591736111054654,0.1143166432432492,0.1144863569367357,0.131365717468111,0.13762281682362343,0.12519514734383297,0.11449633958875516,0.10919764595111225,0.12668283452713947,0.13947388650640236,0.15394741037328086,0.13310497190505188,0.14943334009058162,0.1139072668433736,0.12297117748829711,0.1414212670796302,0.1366669658582238,0.1265043789126935,0.1254927860646624,0.1628715786605388,0.12659360899881023,0.14091004739482937,0.12670266180336487,0.13591768178747665,0.1436511557850132,0.13539496238262383,0.150440764054116,0.12659360899881023,0.1151151541206441,0.12670266180336487,0.13533577664133256,0.13338151077035176,0.10387310405919403,0.14777908903888126,0.13384560183445215,0.150440764054116,0.15535193819030113,0.14843510865001708,0.14118533843917702,0.15504967311814832,0.12560190757364442,0.1272577341568497,0.11023863607880657,0.11443644283260335,0.12519514734383297,0.11933129423731981,0.12337845449244222,0.15609274635170267,0.17094691204673307,0.11837532294070174,0.12310032434032236,0.10894731720591344,0.10896734479971593,0.13571058545796966,0.15535193819030113,0.1628715786605388,0.10880711774716978,0.12459971797592173,0.14091004739482937,0.14591736111054654,0.12273272754728415,0.1436511557850132,0.12668283452713947,0.15395716806190907,0.1414212670796302,0.14169647619633974,0.12659360899881023,0.12815935037617454
8.0,0.26694323165015243,0.27303414821895333,0.3011401834811661,0.20199472597018264,0.22944512754207458,0.27164055751656546,0.24750609753903408,0.23459543976079233,0.2663254731745236,0.2310925017926383,0.2807290261117309,0.21960820731948671,0.2722289241424878,0.255545808608051,0.2417251333982129,0.2115562282900023,0.22855089907438053,0.2712330875098111,0.23420558788188273,0.22229549037671137,0.2145864393682626,0.24563685131502955,0.22944512754207458,0.21651257150771308,0.22123798437426678,0.263779020379469,0.22743238424375212,0.20709443805333516,0.3017076449141032,0.2417251333982129,0.23854404255821193,0.23964523135328286,0.2575032849620873,0.2156296630088067,0.2059415746102129,0.2416881822327488,0.2489409869735364,0.2294171907519823,0.2115562282900023,0.21188588167034206,0.23964523135328286,0.255545808608051,0.2675879665168831,0.24280555668804693,0.2578231877718251,0.2281688309681993,0.23638562592641077,0.2413278611879318,0.23871991607346232,0.22725521175904462,0.23426128708449123,0.2722289241424878,0.23811815939916137,0.25558242058408953,0.24370070822026169,0.2433870040297509,0.2586272103085767,0.2500070683407525,0.2686135088676498,0.23811815939916137,0.21077420329599006,0.23797925871293324,0.23614458311069209,0.23420558788188273,0.20199472597018264,0.26361516892923353,0.2328031576318511,0.2686135088676498,0.2712330875098111,0.26459800416339263,0.24299016734139312,0.25743929612859917,0.23413131912734153,0.21787352982970254,0.2157705860022595,0.2166815823734758,0.2294171907519823,0.2145864393682626,0.24048677925232864,0.26530742143508756,0.2801801068558665,0.21502824932208742,0.21397522078323894,0.21175402858974657,0.20282844862626015,0.25209108871249875,0.2712330875098111,0.2722289241424878,0.19991800188483644,0.23364848444321173,0.25558242058408953,0.2575032849620873,0.2270593659061324,0.2586272103085767,0.23964523135328286,0.2762415625047856,0.2413278611879318,0.2453788422757609,0.23811815939916137,0.2300223744886517
9.0,0.3922816314951718,0.3972252120636568,0.4236554354631362,0.3202958282100541,0.35161329091818705,0.4029275866954568,0.37529393345054507,0.353491199555079,0.3894583211554361,0.356890094261771,0.40778676860145435,0.332407077958247,0.39041947775131325,0.38965724326174633,0.37493333944489515,0.3269961621656202,0.3403748086196957,0.39476832497106373,0.3547529875938794,0.34806345821135787,0.3320603237308166,0.3767017685332703,0.35161329091818705,0.33770982456628296,0.3452080303805465,0.3862960914250997,0.34817480482097674,0.3305161756879571,0.42443637097711284,0.37493333944489515,0.3658508849910983,0.3684501480266712,0.3828340401031681,0.3517755813824496,0.33314363176256767,0.3673958958906677,0.38316735279610104,0.37144784047228074,0.3269961621656202,0.32997790772842917,0.3684501480266712,0.3760483283204188,0.39402532963431924,0.3639233169516225,0.3852152464273776,0.3464349995388333,0.3641686524435991,0.36970566795405124,0.3629160999454053,0.3528171730255647,0.37071591676117066,0.39041947775131325,0.35853095661554835,0.3823505767819678,0.3781665746382771,0.35044248996447613,0.3908749339461933,0.3718851087596009,0.38691091693629376,0.35853095661554835,0.34504491990840447,0.3588877577823104,0.35633700041010796,0.3547529875938794,0.3202958282100541,0.39306701889849205,0.3538920360677763,0.38691091693629376,0.39476832497106373,0.3928934506671784,0.3745726413978965,0.3778319137405278,0.3557921834162654,0.32956972175514365,0.34706091079917667,0.3466579612173861,0.37144784047228074,0.3320603237308166,0.3744132300486529,0.38220883614393286,0.41252039806174856,0.3471294855828584,0.34566291538898686,0.343730710982309,0.33348144392026857,0.3807821876113713,0.39476832497106373,0.39041947775131325,0.33572269164511315,0.3586923789619514,0.3823505767819678,0.3828340401031681,0.3506305729767215,0.3908749339461933,0.3684501480266712,0.392769458166472,0.36970566795405124,0.38028957036772304,0.35853095661554835,0.35898968274166365
