beta,diag,seed,infectiousness_2nd_factor,index,distance,distance_cum,r2,r2_adjusted
1.7548215922257413,0.1013929127783522,3894,0.6039393939393939,160,71.28814768248647,283.51719524572053,0.9968345870524619,0.9967838050265655
1.8045113293165669,0.1007258149073711,18362,0.5544444444444444,19555,118.05083650698964,292.27726562290127,0.9966359562283049,0.9965819876116467
1.8357070792704289,0.1002727958022752,76611,0.495050505050505,17349,114.58184847522752,343.0087462441738,0.9953667903219303,0.9952924607549024
1.7405349282737417,0.102320954093021,43258,0.46535353535353535,18646,116.92732785794772,365.8442291467777,0.9947293523459929,0.9946447965012762
1.785683284394971,0.105307702815666,65125,0.5544444444444444,3155,94.19660291114536,366.95776323713335,0.9946972185726956,0.9946121472128993
1.658880462132731,0.1149518107420123,29383,0.6336363636363637,2563,89.67162315916892,367.29416004069543,0.9946874918055332,0.9946022644013439
1.7884319788002403,0.1045666966172329,95096,0.5346464646464646,8953,104.919016388832,369.75532450527334,0.9946160571673451,0.9945296837529175
1.791303001105759,0.1009380963861388,4691,0.4851515151515151,248,72.73238618387272,371.5077388157614,0.9945649030355886,0.9944777089666409
1.81912752797114,0.100936248495914,5207,0.5643434343434344,2656,90.05553841935541,373.5545475563107,0.9945048491087767,0.994416691607848
1.7273994386291345,0.1036802955327442,89820,0.6039393939393939,13660,110.19981851164728,382.81196428533946,0.9942291129805556,0.9941365319053773
1.7543984703763496,0.1058469813346516,3941,0.6633333333333333,15566,114.3984265626062,387.2040805570107,0.9940959310917177,0.9940012134086971
1.781689826066341,0.1023381877061479,98428,0.594040404040404,27159,130.39171752837677,392.42196676536855,0.9939357347807204,0.9938384471034057
1.8248042397900643,0.1013575406826147,9319,0.594040404040404,1159,86.54478609367523,398.2850737850968,0.9937531708432121,0.9936529543326754
1.793275914380478,0.101924852232543,69062,0.6138383838383838,6761,101.17806086301516,400.9613447702908,0.9936689378271789,0.9935673699848342
1.7524730296655064,0.106775059535393,1798,0.5841414141414141,12358,109.69503179269331,401.57689176545006,0.9936494842928543,0.9935476043617236
1.6911975644244612,0.1130505215343623,86806,0.6435353535353535,25264,126.6846478465327,402.66363133513806,0.9936150665013568,0.9935126344131433
1.8021869996726696,0.1011191228941935,99659,0.5742424242424242,9157,105.20931517693668,410.4497533194533,0.993365754100933,0.9932593223485415
1.8340592112701664,0.1042652328203622,47435,0.5346464646464646,12053,108.43431191278891,410.55693880386434,0.9933622886940088,0.9932558013468539
1.8363798681393688,0.1003860235636768,5157,0.5643434343434344,556,83.50449089719666,410.56911720196393,0.9933618948977674,0.9932554012330257
1.729331000989971,0.1053709162169395,99179,0.5544444444444444,22855,123.2923355282071,413.69674883905,0.9932603742267372,0.9931522518881287
1.7015526081948869,0.1049378467358201,45604,0.5544444444444444,8055,104.0240356840668,414.5129672278058,0.9932337536008192,0.9931252041933457
1.7622882006869716,0.1052740830318475,95380,0.5346464646464646,28953,139.1402170474087,416.46368389092464,0.99316991923009,0.9930603457418027
1.7969014648712889,0.1026199132115092,25343,0.5247474747474747,29052,139.25157090675853,419.9488064038282,0.9930551276257249,0.992943712560897
1.658880462132731,0.1149518107420123,29383,0.5544444444444444,2555,89.01685233707154,421.157927623356,0.9930150785479755,0.9929030209845741
1.7353855580762774,0.1076295828850931,4234,0.6039393939393939,20560,120.17903311310172,426.83837690629457,0.9928253868984982,0.9927102861535543
1.7841657396958672,0.1012555062570434,43932,0.594040404040404,23859,125.88486803424786,429.10604749875057,0.9927489510480445,0.9926326240595105
1.6962710515716122,0.103873965195954,56381,0.594040404040404,3359,96.42613753542138,431.8622465555423,0.9926555031999627,0.9925376770480904
1.8326203430815573,0.1004709879241511,95215,0.5346464646464646,15853,113.4195750300626,433.49740483652266,0.992599781031806,0.9924810609414072
1.6707779599617345,0.1052881995668665,95484,0.6435353535353535,7164,104.61357464497615,433.5043252379381,0.9925995447540612,0.9924808208731103
1.8001728670044157,0.1005275175928861,24466,0.5643434343434344,26056,129.0155029444136,436.3473387108027,0.9925021589435655,0.9923818727234088
1.7423739982123614,0.1036960853992035,40149,0.5841414141414141,12958,110.8647825055369,437.73622194193615,0.9924543520798609,0.9923332989046715
1.8357070792704289,0.1002727958022752,76611,0.5247474747474747,17352,115.1911454930456,439.50085324149256,0.9923933924216938,0.9922713612840739
1.7546450365077175,0.1050742163063708,52089,0.5346464646464646,8153,103.0194156457898,441.3762567243507,0.9923283372826162,0.9922052624796635
1.751945109845452,0.1021215273095281,26294,0.5742424242424242,9357,106.47065323364932,442.4183540496484,0.9922920686487842,0.9921684119960908
1.818428717506593,0.1011056060852433,33288,0.5148484848484849,9851,106.226173799116,444.50084364374385,0.9922193344829995,0.9920945109720316
1.7773649150288382,0.1043214180945025,57503,0.5544444444444444,26655,129.27876855849146,445.1179618932492,0.9921977150693473,0.9920725447228662
1.7381173530366978,0.1097385626802745,46763,0.5544444444444444,24555,124.7477454706096,445.2740729034198,0.9921922413015919,0.9920669831406549
1.6649587635414316,0.1123785164400981,57158,0.5841414141414141,18758,115.85335558368604,446.4314057052886,0.9921516015294806,0.9920256913935899
1.8779121856653544,0.1011640165946582,1450,0.5148484848484849,12451,110.27239001672176,446.7818259508773,0.992139275707125,0.9920131678307688
1.7729930996198502,0.1011916117289249,41786,0.495050505050505,28549,135.94116374373144,447.4203839790941,0.9921167899417417,0.9919903213311814
1.8045113293165669,0.1007258149073711,18362,0.5742424242424242,19557,119.03780911962384,449.6465278415925,0.9920381488323362,0.9919104185996999
1.763508099663004,0.1021205859985657,48641,0.5346464646464646,26853,130.85106037017812,449.9922221550057,0.992025901769229,0.9918979750596444
1.6799119478123534,0.1059223183924428,80061,0.7227272727272727,2872,94.05317644821996,451.93915519680303,0.991956751149241,0.9918277150714213
1.7071056813946694,0.1025371439775042,84677,0.5544444444444444,16355,114.5949388062143,454.14755311462375,0.9918779525213388,0.9917476522944084
1.7859276574476717,0.1071609635109184,69565,0.47525252525252526,5347,99.60923651951158,455.9627177741619,0.9918128973822613,0.9916815534899981
1.684337588877433,0.1113011872937215,34264,0.5841414141414141,23158,125.12793453102309,456.4624847673684,0.9917949402736539,0.9916633082994344
1.758005282002478,0.1020093481394171,63394,0.6039393939393939,21660,121.66347027764743,457.7870684062625,0.9917472515488216,0.9916148545148454
1.8388702048226024,0.102052651891072,17348,0.6237373737373737,8762,106.75204916066016,458.2488406968424,0.9917305939678108,0.9915979296999148
