,beta,diag,seed
78,0.1,0.2333442046883632,78
79,0.1,0.23503809294704708,79
80,0.1,0.236731981205731,80
81,0.1,0.2384258694644149,81
82,0.1,0.2401197577230988,82
83,0.1,0.2418136459817827,83
84,0.1,0.24350753424046662,84
85,0.1,0.2452014224991505,85
86,0.1,0.2468953107578344,86
87,0.1,0.24858919901651833,87
88,0.1,0.2502830872752022,88
89,0.1,0.2519769755338861,89
90,0.1,0.25367086379257003,90
91,0.1,0.255364752051254,91
92,0.1,0.25705864030993786,92
93,0.1,0.25875252856862174,93
94,0.1,0.2604464168273056,94
95,0.1,0.2621403050859895,95
96,0.1,0.26383419334467345,96
97,0.1,0.2655280816033574,97
98,0.1,0.2672219698620413,98
99,0.1,0.26891585812072516,99
100,0.1393939393939394,0.10122092051101872,100
101,0.1393939393939394,0.10291480876970262,101
102,0.1393939393939394,0.10460869702838653,102
103,0.1393939393939394,0.10630258528707043,103
104,0.1393939393939394,0.10799647354575434,104
105,0.1393939393939394,0.10969036180443824,105
106,0.1393939393939394,0.11138425006312214,106
107,0.1393939393939394,0.11307813832180605,107
108,0.1393939393939394,0.11477202658048995,108
109,0.1393939393939394,0.11646591483917385,109
110,0.1393939393939394,0.11815980309785776,110
111,0.1393939393939394,0.11985369135654166,111
112,0.1393939393939394,0.12154757961522555,112
113,0.1393939393939394,0.12324146787390947,113
114,0.1393939393939394,0.12493535613259336,114
115,0.1393939393939394,0.12662924439127726,115
116,0.1393939393939394,0.12832313264996117,116
117,0.1393939393939394,0.1300170209086451,117
118,0.1393939393939394,0.13171090916732897,118
119,0.1393939393939394,0.13340479742601288,119
120,0.1393939393939394,0.1350986856846968,120
121,0.1393939393939394,0.13679257394338068,121
122,0.1393939393939394,0.1384864622020646,122
123,0.1393939393939394,0.1401803504607485,123
124,0.1393939393939394,0.1418742387194324,124
125,0.1393939393939394,0.1435681269781163,125
126,0.1393939393939394,0.1452620152368002,126
127,0.1393939393939394,0.1469559034954841,127
128,0.1393939393939394,0.148649791754168,128
129,0.1393939393939394,0.15034368001285192,129
130,0.1393939393939394,0.1520375682715358,130
131,0.1393939393939394,0.15373145653021972,131
132,0.1393939393939394,0.15542534478890363,132
133,0.1393939393939394,0.15711923304758754,133
134,0.1393939393939394,0.15881312130627145,134
135,0.1393939393939394,0.16050700956495534,135
136,0.1393939393939394,0.16220089782363925,136
137,0.1393939393939394,0.16389478608232316,137
138,0.1393939393939394,0.16558867434100705,138
139,0.1393939393939394,0.16728256259969096,139
140,0.1393939393939394,0.16897645085837487,140
141,0.1393939393939394,0.17067033911705876,141
142,0.1393939393939394,0.17236422737574267,142
143,0.1393939393939394,0.17405811563442658,143
144,0.1393939393939394,0.17575200389311046,144
145,0.1393939393939394,0.17744589215179438,145
146,0.1393939393939394,0.1791397804104783,146
147,0.1393939393939394,0.18083366866916217,147
148,0.1393939393939394,0.18252755692784609,148
149,0.1393939393939394,0.18422144518653,149
150,0.1393939393939394,0.18591533344521388,150
151,0.1393939393939394,0.1876092217038978,151
152,0.1393939393939394,0.1893031099625817,152
153,0.1393939393939394,0.1909969982212656,153
154,0.1393939393939394,0.1926908864799495,154
155,0.1393939393939394,0.19438477473863341,155
156,0.1393939393939394,0.1960786629973173,156
157,0.1393939393939394,0.1977725512560012,157
158,0.1393939393939394,0.19946643951468512,158
159,0.1393939393939394,0.201160327773369,159
160,0.1393939393939394,0.20285421603205292,160
161,0.1393939393939394,0.20454810429073683,161
162,0.1393939393939394,0.20624199254942072,162
163,0.1393939393939394,0.20793588080810466,163
164,0.1393939393939394,0.20962976906678854,164
165,0.1393939393939394,0.21132365732547242,165
166,0.1393939393939394,0.21301754558415636,166
167,0.1393939393939394,0.21471143384284025,167
168,0.1393939393939394,0.21640532210152416,168
169,0.1393939393939394,0.21809921036020807,169
170,0.1393939393939394,0.21979309861889196,170
171,0.1393939393939394,0.22148698687757587,171
172,0.1393939393939394,0.22318087513625978,172
173,0.1393939393939394,0.22487476339494367,173
174,0.1393939393939394,0.22656865165362758,174
175,0.1393939393939394,0.2282625399123115,175
176,0.1393939393939394,0.22995642817099538,176
177,0.1393939393939394,0.2316503164296793,177
178,0.1393939393939394,0.2333442046883632,178
179,0.1393939393939394,0.23503809294704708,179
180,0.1393939393939394,0.236731981205731,180
181,0.1393939393939394,0.2384258694644149,181
182,0.1393939393939394,0.2401197577230988,182
183,0.1393939393939394,0.2418136459817827,183
184,0.1393939393939394,0.24350753424046662,184
185,0.1393939393939394,0.2452014224991505,185
186,0.1393939393939394,0.2468953107578344,186
187,0.1393939393939394,0.24858919901651833,187
188,0.1393939393939394,0.2502830872752022,188
189,0.1393939393939394,0.2519769755338861,189
190,0.1393939393939394,0.25367086379257003,190
191,0.1393939393939394,0.255364752051254,191
192,0.1393939393939394,0.25705864030993786,192
193,0.1393939393939394,0.25875252856862174,193
194,0.1393939393939394,0.2604464168273056,194
195,0.1393939393939394,0.2621403050859895,195
196,0.1393939393939394,0.26383419334467345,196
197,0.1393939393939394,0.2655280816033574,197
198,0.1393939393939394,0.2672219698620413,198
199,0.1393939393939394,0.26891585812072516,199
200,0.17878787878787877,0.10122092051101872,200
201,0.17878787878787877,0.10291480876970262,201
202,0.17878787878787877,0.10460869702838653,202
203,0.17878787878787877,0.10630258528707043,203
204,0.17878787878787877,0.10799647354575434,204
205,0.17878787878787877,0.10969036180443824,205
206,0.17878787878787877,0.11138425006312214,206
207,0.17878787878787877,0.11307813832180605,207
208,0.17878787878787877,0.11477202658048995,208
209,0.17878787878787877,0.11646591483917385,209
210,0.17878787878787877,0.11815980309785776,210
211,0.17878787878787877,0.11985369135654166,211
212,0.17878787878787877,0.12154757961522555,212
213,0.17878787878787877,0.12324146787390947,213
214,0.17878787878787877,0.12493535613259336,214
215,0.17878787878787877,0.12662924439127726,215
216,0.17878787878787877,0.12832313264996117,216
217,0.17878787878787877,0.1300170209086451,217
218,0.17878787878787877,0.13171090916732897,218
219,0.17878787878787877,0.13340479742601288,219
220,0.17878787878787877,0.1350986856846968,220
221,0.17878787878787877,0.13679257394338068,221
222,0.17878787878787877,0.1384864622020646,222
223,0.17878787878787877,0.1401803504607485,223
224,0.17878787878787877,0.1418742387194324,224
225,0.17878787878787877,0.1435681269781163,225
226,0.17878787878787877,0.1452620152368002,226
227,0.17878787878787877,0.1469559034954841,227
228,0.17878787878787877,0.148649791754168,228
229,0.17878787878787877,0.15034368001285192,229
230,0.17878787878787877,0.1520375682715358,230
231,0.17878787878787877,0.15373145653021972,231
232,0.17878787878787877,0.15542534478890363,232
233,0.17878787878787877,0.15711923304758754,233
234,0.17878787878787877,0.15881312130627145,234
235,0.17878787878787877,0.16050700956495534,235
236,0.17878787878787877,0.16220089782363925,236
237,0.17878787878787877,0.16389478608232316,237
238,0.17878787878787877,0.16558867434100705,238
239,0.17878787878787877,0.16728256259969096,239
240,0.17878787878787877,0.16897645085837487,240
241,0.17878787878787877,0.17067033911705876,241
242,0.17878787878787877,0.17236422737574267,242
243,0.17878787878787877,0.17405811563442658,243
244,0.17878787878787877,0.17575200389311046,244
245,0.17878787878787877,0.17744589215179438,245
246,0.17878787878787877,0.1791397804104783,246
247,0.17878787878787877,0.18083366866916217,247
248,0.17878787878787877,0.18252755692784609,248
249,0.17878787878787877,0.18422144518653,249
250,0.17878787878787877,0.18591533344521388,250
251,0.17878787878787877,0.1876092217038978,251
252,0.17878787878787877,0.1893031099625817,252
253,0.17878787878787877,0.1909969982212656,253
254,0.17878787878787877,0.1926908864799495,254
255,0.17878787878787877,0.19438477473863341,255
256,0.17878787878787877,0.1960786629973173,256
257,0.17878787878787877,0.1977725512560012,257
258,0.17878787878787877,0.19946643951468512,258
259,0.17878787878787877,0.201160327773369,259
260,0.17878787878787877,0.20285421603205292,260
261,0.17878787878787877,0.20454810429073683,261
262,0.17878787878787877,0.20624199254942072,262
263,0.17878787878787877,0.20793588080810466,263
264,0.17878787878787877,0.20962976906678854,264
265,0.17878787878787877,0.21132365732547242,265
266,0.17878787878787877,0.21301754558415636,266
267,0.17878787878787877,0.21471143384284025,267
268,0.17878787878787877,0.21640532210152416,268
269,0.17878787878787877,0.21809921036020807,269
270,0.17878787878787877,0.21979309861889196,270
271,0.17878787878787877,0.22148698687757587,271
272,0.17878787878787877,0.22318087513625978,272
273,0.17878787878787877,0.22487476339494367,273
274,0.17878787878787877,0.22656865165362758,274
275,0.17878787878787877,0.2282625399123115,275
276,0.17878787878787877,0.22995642817099538,276
277,0.17878787878787877,0.2316503164296793,277
278,0.17878787878787877,0.2333442046883632,278
279,0.17878787878787877,0.23503809294704708,279
280,0.17878787878787877,0.236731981205731,280
281,0.17878787878787877,0.2384258694644149,281
282,0.17878787878787877,0.2401197577230988,282
283,0.17878787878787877,0.2418136459817827,283
284,0.17878787878787877,0.24350753424046662,284
285,0.17878787878787877,0.2452014224991505,285
286,0.17878787878787877,0.2468953107578344,286
287,0.17878787878787877,0.24858919901651833,287
288,0.17878787878787877,0.2502830872752022,288
289,0.17878787878787877,0.2519769755338861,289
290,0.17878787878787877,0.25367086379257003,290
291,0.17878787878787877,0.255364752051254,291
292,0.17878787878787877,0.25705864030993786,292
293,0.17878787878787877,0.25875252856862174,293
294,0.17878787878787877,0.2604464168273056,294
295,0.17878787878787877,0.2621403050859895,295
296,0.17878787878787877,0.26383419334467345,296
297,0.17878787878787877,0.2655280816033574,297
298,0.17878787878787877,0.2672219698620413,298
299,0.17878787878787877,0.26891585812072516,299
300,0.21818181818181817,0.10122092051101872,300
301,0.21818181818181817,0.10291480876970262,301
302,0.21818181818181817,0.10460869702838653,302
303,0.21818181818181817,0.10630258528707043,303
304,0.21818181818181817,0.10799647354575434,304
305,0.21818181818181817,0.10969036180443824,305
306,0.21818181818181817,0.11138425006312214,306
307,0.21818181818181817,0.11307813832180605,307
308,0.21818181818181817,0.11477202658048995,308
309,0.21818181818181817,0.11646591483917385,309
310,0.21818181818181817,0.11815980309785776,310
311,0.21818181818181817,0.11985369135654166,311
312,0.21818181818181817,0.12154757961522555,312
313,0.21818181818181817,0.12324146787390947,313
314,0.21818181818181817,0.12493535613259336,314
315,0.21818181818181817,0.12662924439127726,315
316,0.21818181818181817,0.12832313264996117,316
317,0.21818181818181817,0.1300170209086451,317
318,0.21818181818181817,0.13171090916732897,318
319,0.21818181818181817,0.13340479742601288,319
320,0.21818181818181817,0.1350986856846968,320
321,0.21818181818181817,0.13679257394338068,321
322,0.21818181818181817,0.1384864622020646,322
323,0.21818181818181817,0.1401803504607485,323
324,0.21818181818181817,0.1418742387194324,324
325,0.21818181818181817,0.1435681269781163,325
326,0.21818181818181817,0.1452620152368002,326
327,0.21818181818181817,0.1469559034954841,327
328,0.21818181818181817,0.148649791754168,328
329,0.21818181818181817,0.15034368001285192,329
330,0.21818181818181817,0.1520375682715358,330
331,0.21818181818181817,0.15373145653021972,331
332,0.21818181818181817,0.15542534478890363,332
333,0.21818181818181817,0.15711923304758754,333
334,0.21818181818181817,0.15881312130627145,334
335,0.21818181818181817,0.16050700956495534,335
336,0.21818181818181817,0.16220089782363925,336
337,0.21818181818181817,0.16389478608232316,337
338,0.21818181818181817,0.16558867434100705,338
339,0.21818181818181817,0.16728256259969096,339
340,0.21818181818181817,0.16897645085837487,340
341,0.21818181818181817,0.17067033911705876,341
342,0.21818181818181817,0.17236422737574267,342
343,0.21818181818181817,0.17405811563442658,343
344,0.21818181818181817,0.17575200389311046,344
345,0.21818181818181817,0.17744589215179438,345
346,0.21818181818181817,0.1791397804104783,346
347,0.21818181818181817,0.18083366866916217,347
348,0.21818181818181817,0.18252755692784609,348
349,0.21818181818181817,0.18422144518653,349
350,0.21818181818181817,0.18591533344521388,350
351,0.21818181818181817,0.1876092217038978,351
352,0.21818181818181817,0.1893031099625817,352
353,0.21818181818181817,0.1909969982212656,353
354,0.21818181818181817,0.1926908864799495,354
355,0.21818181818181817,0.19438477473863341,355
356,0.21818181818181817,0.1960786629973173,356
357,0.21818181818181817,0.1977725512560012,357
358,0.21818181818181817,0.19946643951468512,358
359,0.21818181818181817,0.201160327773369,359
360,0.21818181818181817,0.20285421603205292,360
361,0.21818181818181817,0.20454810429073683,361
362,0.21818181818181817,0.20624199254942072,362
363,0.21818181818181817,0.20793588080810466,363
364,0.21818181818181817,0.20962976906678854,364
365,0.21818181818181817,0.21132365732547242,365
366,0.21818181818181817,0.21301754558415636,366
367,0.21818181818181817,0.21471143384284025,367
368,0.21818181818181817,0.21640532210152416,368
369,0.21818181818181817,0.21809921036020807,369
370,0.21818181818181817,0.21979309861889196,370
371,0.21818181818181817,0.22148698687757587,371
372,0.21818181818181817,0.22318087513625978,372
373,0.21818181818181817,0.22487476339494367,373
374,0.21818181818181817,0.22656865165362758,374
375,0.21818181818181817,0.2282625399123115,375
376,0.21818181818181817,0.22995642817099538,376
377,0.21818181818181817,0.2316503164296793,377
378,0.21818181818181817,0.2333442046883632,378
379,0.21818181818181817,0.23503809294704708,379
380,0.21818181818181817,0.236731981205731,380
381,0.21818181818181817,0.2384258694644149,381
382,0.21818181818181817,0.2401197577230988,382
383,0.21818181818181817,0.2418136459817827,383
384,0.21818181818181817,0.24350753424046662,384
385,0.21818181818181817,0.2452014224991505,385
386,0.21818181818181817,0.2468953107578344,386
387,0.21818181818181817,0.24858919901651833,387
388,0.21818181818181817,0.2502830872752022,388
389,0.21818181818181817,0.2519769755338861,389
390,0.21818181818181817,0.25367086379257003,390
391,0.21818181818181817,0.255364752051254,391
392,0.21818181818181817,0.25705864030993786,392
393,0.21818181818181817,0.25875252856862174,393
394,0.21818181818181817,0.2604464168273056,394
395,0.21818181818181817,0.2621403050859895,395
396,0.21818181818181817,0.26383419334467345,396
397,0.21818181818181817,0.2655280816033574,397
398,0.21818181818181817,0.2672219698620413,398
399,0.21818181818181817,0.26891585812072516,399
400,0.25757575757575757,0.10122092051101872,400
401,0.25757575757575757,0.10291480876970262,401
402,0.25757575757575757,0.10460869702838653,402
403,0.25757575757575757,0.10630258528707043,403
404,0.25757575757575757,0.10799647354575434,404
405,0.25757575757575757,0.10969036180443824,405
406,0.25757575757575757,0.11138425006312214,406
407,0.25757575757575757,0.11307813832180605,407
408,0.25757575757575757,0.11477202658048995,408
409,0.25757575757575757,0.11646591483917385,409
410,0.25757575757575757,0.11815980309785776,410
411,0.25757575757575757,0.11985369135654166,411
412,0.25757575757575757,0.12154757961522555,412
413,0.25757575757575757,0.12324146787390947,413
414,0.25757575757575757,0.12493535613259336,414
415,0.25757575757575757,0.12662924439127726,415
416,0.25757575757575757,0.12832313264996117,416
417,0.25757575757575757,0.1300170209086451,417
418,0.25757575757575757,0.13171090916732897,418
419,0.25757575757575757,0.13340479742601288,419
420,0.25757575757575757,0.1350986856846968,420
421,0.25757575757575757,0.13679257394338068,421
422,0.25757575757575757,0.1384864622020646,422
423,0.25757575757575757,0.1401803504607485,423
424,0.25757575757575757,0.1418742387194324,424
425,0.25757575757575757,0.1435681269781163,425
426,0.25757575757575757,0.1452620152368002,426
427,0.25757575757575757,0.1469559034954841,427
428,0.25757575757575757,0.148649791754168,428
429,0.25757575757575757,0.15034368001285192,429
430,0.25757575757575757,0.1520375682715358,430
431,0.25757575757575757,0.15373145653021972,431
432,0.25757575757575757,0.15542534478890363,432
433,0.25757575757575757,0.15711923304758754,433
434,0.25757575757575757,0.15881312130627145,434
435,0.25757575757575757,0.16050700956495534,435
436,0.25757575757575757,0.16220089782363925,436
437,0.25757575757575757,0.16389478608232316,437
438,0.25757575757575757,0.16558867434100705,438
439,0.25757575757575757,0.16728256259969096,439
440,0.25757575757575757,0.16897645085837487,440
441,0.25757575757575757,0.17067033911705876,441
442,0.25757575757575757,0.17236422737574267,442
443,0.25757575757575757,0.17405811563442658,443
444,0.25757575757575757,0.17575200389311046,444
445,0.25757575757575757,0.17744589215179438,445
446,0.25757575757575757,0.1791397804104783,446
447,0.25757575757575757,0.18083366866916217,447
448,0.25757575757575757,0.18252755692784609,448
449,0.25757575757575757,0.18422144518653,449
450,0.25757575757575757,0.18591533344521388,450
451,0.25757575757575757,0.1876092217038978,451
452,0.25757575757575757,0.1893031099625817,452
453,0.25757575757575757,0.1909969982212656,453
454,0.25757575757575757,0.1926908864799495,454
455,0.25757575757575757,0.19438477473863341,455
456,0.25757575757575757,0.1960786629973173,456
457,0.25757575757575757,0.1977725512560012,457
458,0.25757575757575757,0.19946643951468512,458
459,0.25757575757575757,0.201160327773369,459
460,0.25757575757575757,0.20285421603205292,460
461,0.25757575757575757,0.20454810429073683,461
462,0.25757575757575757,0.20624199254942072,462
463,0.25757575757575757,0.20793588080810466,463
464,0.25757575757575757,0.20962976906678854,464
465,0.25757575757575757,0.21132365732547242,465
466,0.25757575757575757,0.21301754558415636,466
467,0.25757575757575757,0.21471143384284025,467
468,0.25757575757575757,0.21640532210152416,468
469,0.25757575757575757,0.21809921036020807,469
470,0.25757575757575757,0.21979309861889196,470
471,0.25757575757575757,0.22148698687757587,471
472,0.25757575757575757,0.22318087513625978,472
473,0.25757575757575757,0.22487476339494367,473
474,0.25757575757575757,0.22656865165362758,474
475,0.25757575757575757,0.2282625399123115,475
476,0.25757575757575757,0.22995642817099538,476
477,0.25757575757575757,0.2316503164296793,477
478,0.25757575757575757,0.2333442046883632,478
479,0.25757575757575757,0.23503809294704708,479
480,0.25757575757575757,0.236731981205731,480
481,0.25757575757575757,0.2384258694644149,481
482,0.25757575757575757,0.2401197577230988,482
483,0.25757575757575757,0.2418136459817827,483
484,0.25757575757575757,0.24350753424046662,484
485,0.25757575757575757,0.2452014224991505,485
486,0.25757575757575757,0.2468953107578344,486
487,0.25757575757575757,0.24858919901651833,487
488,0.25757575757575757,0.2502830872752022,488
489,0.25757575757575757,0.2519769755338861,489
490,0.25757575757575757,0.25367086379257003,490
491,0.25757575757575757,0.255364752051254,491
492,0.25757575757575757,0.25705864030993786,492
493,0.25757575757575757,0.25875252856862174,493
494,0.25757575757575757,0.2604464168273056,494
495,0.25757575757575757,0.2621403050859895,495
496,0.25757575757575757,0.26383419334467345,496
497,0.25757575757575757,0.2655280816033574,497
498,0.25757575757575757,0.2672219698620413,498
499,0.25757575757575757,0.26891585812072516,499
500,0.296969696969697,0.10122092051101872,500
501,0.296969696969697,0.10291480876970262,501
502,0.296969696969697,0.10460869702838653,502
503,0.296969696969697,0.10630258528707043,503
504,0.296969696969697,0.10799647354575434,504
505,0.296969696969697,0.10969036180443824,505
506,0.296969696969697,0.11138425006312214,506
507,0.296969696969697,0.11307813832180605,507
508,0.296969696969697,0.11477202658048995,508
509,0.296969696969697,0.11646591483917385,509
510,0.296969696969697,0.11815980309785776,510
511,0.296969696969697,0.11985369135654166,511
512,0.296969696969697,0.12154757961522555,512
513,0.296969696969697,0.12324146787390947,513
514,0.296969696969697,0.12493535613259336,514
515,0.296969696969697,0.12662924439127726,515
516,0.296969696969697,0.12832313264996117,516
517,0.296969696969697,0.1300170209086451,517
518,0.296969696969697,0.13171090916732897,518
519,0.296969696969697,0.13340479742601288,519
520,0.296969696969697,0.1350986856846968,520
521,0.296969696969697,0.13679257394338068,521
522,0.296969696969697,0.1384864622020646,522
523,0.296969696969697,0.1401803504607485,523
524,0.296969696969697,0.1418742387194324,524
525,0.296969696969697,0.1435681269781163,525
526,0.296969696969697,0.1452620152368002,526
527,0.296969696969697,0.1469559034954841,527
528,0.296969696969697,0.148649791754168,528
529,0.296969696969697,0.15034368001285192,529
530,0.296969696969697,0.1520375682715358,530
531,0.296969696969697,0.15373145653021972,531
532,0.296969696969697,0.15542534478890363,532
533,0.296969696969697,0.15711923304758754,533
534,0.296969696969697,0.15881312130627145,534
535,0.296969696969697,0.16050700956495534,535
536,0.296969696969697,0.16220089782363925,536
537,0.296969696969697,0.16389478608232316,537
538,0.296969696969697,0.16558867434100705,538
539,0.296969696969697,0.16728256259969096,539
540,0.296969696969697,0.16897645085837487,540
541,0.296969696969697,0.17067033911705876,541
542,0.296969696969697,0.17236422737574267,542
543,0.296969696969697,0.17405811563442658,543
544,0.296969696969697,0.17575200389311046,544
545,0.296969696969697,0.17744589215179438,545
546,0.296969696969697,0.1791397804104783,546
547,0.296969696969697,0.18083366866916217,547
548,0.296969696969697,0.18252755692784609,548
549,0.296969696969697,0.18422144518653,549
550,0.296969696969697,0.18591533344521388,550
551,0.296969696969697,0.1876092217038978,551
552,0.296969696969697,0.1893031099625817,552
553,0.296969696969697,0.1909969982212656,553
554,0.296969696969697,0.1926908864799495,554
555,0.296969696969697,0.19438477473863341,555
556,0.296969696969697,0.1960786629973173,556
557,0.296969696969697,0.1977725512560012,557
558,0.296969696969697,0.19946643951468512,558
559,0.296969696969697,0.201160327773369,559
560,0.296969696969697,0.20285421603205292,560
561,0.296969696969697,0.20454810429073683,561
562,0.296969696969697,0.20624199254942072,562
563,0.296969696969697,0.20793588080810466,563
564,0.296969696969697,0.20962976906678854,564
565,0.296969696969697,0.21132365732547242,565
566,0.296969696969697,0.21301754558415636,566
567,0.296969696969697,0.21471143384284025,567
568,0.296969696969697,0.21640532210152416,568
569,0.296969696969697,0.21809921036020807,569
570,0.296969696969697,0.21979309861889196,570
571,0.296969696969697,0.22148698687757587,571
572,0.296969696969697,0.22318087513625978,572
573,0.296969696969697,0.22487476339494367,573
574,0.296969696969697,0.22656865165362758,574
575,0.296969696969697,0.2282625399123115,575
576,0.296969696969697,0.22995642817099538,576
577,0.296969696969697,0.2316503164296793,577
578,0.296969696969697,0.2333442046883632,578
579,0.296969696969697,0.23503809294704708,579
580,0.296969696969697,0.236731981205731,580
581,0.296969696969697,0.2384258694644149,581
582,0.296969696969697,0.2401197577230988,582
583,0.296969696969697,0.2418136459817827,583
584,0.296969696969697,0.24350753424046662,584
585,0.296969696969697,0.2452014224991505,585
586,0.296969696969697,0.2468953107578344,586
587,0.296969696969697,0.24858919901651833,587
588,0.296969696969697,0.2502830872752022,588
589,0.296969696969697,0.2519769755338861,589
590,0.296969696969697,0.25367086379257003,590
591,0.296969696969697,0.255364752051254,591
592,0.296969696969697,0.25705864030993786,592
593,0.296969696969697,0.25875252856862174,593
594,0.296969696969697,0.2604464168273056,594
595,0.296969696969697,0.2621403050859895,595
596,0.296969696969697,0.26383419334467345,596
597,0.296969696969697,0.2655280816033574,597
598,0.296969696969697,0.2672219698620413,598
599,0.296969696969697,0.26891585812072516,599
600,0.3363636363636363,0.10122092051101872,600
601,0.3363636363636363,0.10291480876970262,601
602,0.3363636363636363,0.10460869702838653,602
603,0.3363636363636363,0.10630258528707043,603
604,0.3363636363636363,0.10799647354575434,604
605,0.3363636363636363,0.10969036180443824,605
606,0.3363636363636363,0.11138425006312214,606
607,0.3363636363636363,0.11307813832180605,607
608,0.3363636363636363,0.11477202658048995,608
609,0.3363636363636363,0.11646591483917385,609
610,0.3363636363636363,0.11815980309785776,610
611,0.3363636363636363,0.11985369135654166,611
612,0.3363636363636363,0.12154757961522555,612
613,0.3363636363636363,0.12324146787390947,613
614,0.3363636363636363,0.12493535613259336,614
615,0.3363636363636363,0.12662924439127726,615
616,0.3363636363636363,0.12832313264996117,616
617,0.3363636363636363,0.1300170209086451,617
618,0.3363636363636363,0.13171090916732897,618
619,0.3363636363636363,0.13340479742601288,619
620,0.3363636363636363,0.1350986856846968,620
621,0.3363636363636363,0.13679257394338068,621
622,0.3363636363636363,0.1384864622020646,622
623,0.3363636363636363,0.1401803504607485,623
624,0.3363636363636363,0.1418742387194324,624
625,0.3363636363636363,0.1435681269781163,625
626,0.3363636363636363,0.1452620152368002,626
627,0.3363636363636363,0.1469559034954841,627
628,0.3363636363636363,0.148649791754168,628
629,0.3363636363636363,0.15034368001285192,629
630,0.3363636363636363,0.1520375682715358,630
631,0.3363636363636363,0.15373145653021972,631
632,0.3363636363636363,0.15542534478890363,632
633,0.3363636363636363,0.15711923304758754,633
634,0.3363636363636363,0.15881312130627145,634
635,0.3363636363636363,0.16050700956495534,635
636,0.3363636363636363,0.16220089782363925,636
637,0.3363636363636363,0.16389478608232316,637
638,0.3363636363636363,0.16558867434100705,638
639,0.3363636363636363,0.16728256259969096,639
640,0.3363636363636363,0.16897645085837487,640
641,0.3363636363636363,0.17067033911705876,641
642,0.3363636363636363,0.17236422737574267,642
643,0.3363636363636363,0.17405811563442658,643
644,0.3363636363636363,0.17575200389311046,644
645,0.3363636363636363,0.17744589215179438,645
646,0.3363636363636363,0.1791397804104783,646
647,0.3363636363636363,0.18083366866916217,647
648,0.3363636363636363,0.18252755692784609,648
649,0.3363636363636363,0.18422144518653,649
650,0.3363636363636363,0.18591533344521388,650
651,0.3363636363636363,0.1876092217038978,651
652,0.3363636363636363,0.1893031099625817,652
653,0.3363636363636363,0.1909969982212656,653
654,0.3363636363636363,0.1926908864799495,654
655,0.3363636363636363,0.19438477473863341,655
656,0.3363636363636363,0.1960786629973173,656
657,0.3363636363636363,0.1977725512560012,657
658,0.3363636363636363,0.19946643951468512,658
659,0.3363636363636363,0.201160327773369,659
660,0.3363636363636363,0.20285421603205292,660
661,0.3363636363636363,0.20454810429073683,661
662,0.3363636363636363,0.20624199254942072,662
663,0.3363636363636363,0.20793588080810466,663
