beta,diag,seed,distance,distance_cum
1.8104418979735588,0.1069119608392657,10233,99.18165152889924,219.45386758952324
1.7820819629117075,0.100165306580636,94635,99.2622788374315,212.45940788771864
1.7687144578377991,0.1055738803964827,50480,99.3327740476425,159.27648916271352
1.7015690665572478,0.1011269944869985,23186,99.41830817309254,143.37712509323097
1.818428717506593,0.1011056060852433,33288,99.47361459201127,176.51345557775474
1.8679334404406964,0.1020345317980555,23412,99.4786409235671,231.1557916211489
1.8379334864179429,0.1007826755370763,21167,99.61927524329818,213.92054599780732
1.797340935504523,0.1018046712144502,18504,99.6493853468249,225.11330480449172
1.7854543528336482,0.1051690089112052,23588,100.16985574512924,182.74298892159993
1.73352657464904,0.1086922331515656,7449,100.40418317978587,205.21695836358165
1.837024308285342,0.1014040265991232,57358,100.42907945411032,190.9607289470796
1.755543330610163,0.1034022055756249,90041,100.57335631269348,159.15715503865982
1.7371694781761842,0.1084151476109262,28448,100.62802790475423,189.48614725092705
1.818534074993,0.1018161712890245,39123,100.88607436113271,163.20232841476252
1.8389235661864236,0.103910625487055,21844,101.25709851659784,223.72527796384568
1.8678436523619864,0.1001389335839671,41926,101.49384217774002,138.2280724020993
1.808273082828876,0.1021338735784535,7690,101.73986436004326,224.7420743875076
1.874451698560116,0.1020274838186,92231,101.75460677532,232.22833591101667
1.7541341245091315,0.1022545630120435,67976,101.89700682551964,183.81512451373527
1.8258725526859496,0.1023956700200047,50324,101.93625459079809,249.0923523514923
1.708887915599043,0.1065915480865136,81000,102.0930947713899,235.74138372377473
1.8228582084914144,0.1028402393865406,87639,102.19099764656376,194.87944991712183
1.7756987803307351,0.1045240211569391,73623,102.27903010881556,221.9459393636207
1.850132232954448,0.1012991265966829,78763,102.3376763464952,240.574312843246
1.847333287731819,0.1013028692306846,7004,102.53292154230267,161.06209982488122
1.8518176784620195,0.1001151967910639,47307,102.58167477673582,184.65643774317752
1.8340592112701664,0.1042652328203622,47435,102.6352765865616,147.54999152829524
1.8103670552700692,0.1032965020452077,55113,102.64014809030624,193.74209661299736
1.790182797685052,0.1015624320629042,67232,102.73752965688828,248.91363964234665
1.7524730296655064,0.106775059535393,1798,102.85912696499032,210.44476710053877
1.8779121856653544,0.1011640165946582,1450,102.93201639917486,204.0416624123613
1.746643102826669,0.1046973512017284,33493,103.28601066940286,211.9315927369018
1.7831269180170577,0.1028273061932599,48026,103.66291525902598,211.7923511366735
1.7210309769678038,0.1126454250864036,74324,103.76897416858276,247.21043667288805
1.8467870056461588,0.1010869917058283,60293,103.80751417888784,223.34950190228767
1.7423739982123614,0.1036960853992035,40149,103.98557592281728,182.49383551232629
1.769341139422928,0.1064569495995567,56295,104.00480758118827,146.9693845669907
1.8245585904353596,0.1038392877241819,85759,104.06728592598157,205.88831924128183
1.8272023295678257,0.101430282097862,34710,104.1009125800538,247.88303693476084
1.829076771503384,0.1011380464353639,27700,104.21612159354233,184.1982627496796
1.7973394415036086,0.1043879306078239,43690,104.29765098025938,235.9703371188845
1.898946876501861,0.1003198549475419,77031,104.38390680559912,205.5675071600568
1.7273994386291345,0.1036802955327442,89820,104.42700800080408,236.36412587361897
1.7094149017982767,0.1102753288780031,23929,104.4892338951722,207.80519724010753
1.8302928305738853,0.1004678092424847,53774,105.01904589168576,177.05648816126453
1.8194383828843157,0.1032726463600993,95320,105.08092119885512,242.41699610382108
1.7891706460428278,0.103872594053206,19069,105.152270541344,238.31281962999807
1.7583353432041011,0.1039543189133484,16316,105.16653460107923,237.8381802823087
1.802124905875052,0.1012073321414142,23942,105.21406750050107,155.93267778115015
1.8112131400377152,0.1034380022053584,80910,105.30432089900204,238.40302011509837
1.7431865494221634,0.1051292912424762,58546,105.73551910309044,169.24242966821294
1.6261565760795325,0.1089056951483048,98914,105.87256490706172,195.38423682579923
1.8067600217974848,0.1009665172442581,27196,106.27323275406654,186.52613757862463
1.758391917528618,0.1041343939845796,83242,106.36258740741502,213.6141381088808
1.864096622587529,0.1011544090610189,94623,106.4894360957931,248.14310387355115
1.8615743101720637,0.1006929891521384,59492,106.75673280875544,206.41463126435588
1.8652874756570497,0.1005435991241774,23443,106.81760154581266,188.5391206089601
1.850206295439329,0.1027526471222429,97239,107.13076122197585,236.16519641979423
1.818774031254529,0.1046936411939061,97063,107.2100741535048,172.84386017443606
1.8558556825116823,0.1017565341443303,68279,107.23339032223126,185.47776147020969
1.7260577035373197,0.1101827774175428,182,107.25203960764568,248.3706907024257
1.7543984703763496,0.1058469813346516,3941,107.50813922675808,177.7948255714997
1.813339437057559,0.1006528121120139,65704,107.63363786474932,238.23307914729224
1.8194394191701624,0.10322854336947,59255,107.6522178127325,221.11309323511352
1.8326203430815573,0.1004709879241511,95215,107.65686229869418,189.2987057536316
1.704663548330163,0.1130271233399413,10897,107.67079455451233,188.76705220985997
1.7799755789245852,0.1004661453144416,55933,107.72650555921696,217.47873459260333
1.750862415673444,0.1086507151712449,68953,107.83784122468327,241.04563883215144
1.8294364673614796,0.1030347221198564,21747,107.87956247593888,249.7598846892751
1.7071056813946694,0.1025371439775042,84677,107.89346597454362,217.41665069630707
1.8328150746685592,0.1002023743232739,57485,107.97684937059424,198.74355335456795
1.7354267283021807,0.1078104719641844,12621,108.26818553942798,189.55737917580524
1.759906932387144,0.1039802779469169,95905,108.35589508651572,245.16728982472355
1.8496901129785333,0.1029332511525855,78675,108.44353369380768,154.9580588417395
1.919367292268451,0.101740421913326,7719,108.4850220076486,199.12558851137135
1.8145021326694863,0.1051913193610661,13539,108.59097568398582,233.03647783126144
1.8443041777614495,0.1001422428448258,33721,108.7382177525455,198.76870981117727
1.8852913445598012,0.1008280673455775,24115,108.80716888146662,156.46405337968207
1.8133323552849496,0.1026675782423232,31673,108.8393311262064,191.25375813301028
1.8357070792704289,0.1002727958022752,76611,109.28403360052192,201.52171098916364
1.861617201602895,0.1018541935982872,37771,109.5171219490359,233.7006632425334
1.7943074450918637,0.1051746737381286,63627,109.80892495603445,227.56757238235855
1.743860844976759,0.1060146840531369,50234,109.82713690158732,236.28584384173337
1.6580641619378853,0.1141553458478313,93293,109.95908329919816,224.1338885577101
1.888230775344544,0.1036721467838512,48284,110.00909053346456,201.97277044195835
1.8707690997149455,0.1009218247844907,27342,110.05453193758083,214.28719047110584
1.826252417628166,0.1007948061406749,73493,110.17259187293362,236.28161164170183
1.8468561177003495,0.100949110180721,36485,110.19981851164728,249.51753445399385
1.9005462521719776,0.1011442884735595,70606,110.58480908334562,184.40444680104653
1.8121399244763592,0.1021335963242862,18499,110.8286966448672,229.9978260766827
1.812650671538072,0.1020081023825933,70909,110.88282103193444,195.8902754094751
1.8677179548009684,0.1026087573596937,41319,110.93691901256317,230.1673304359244
1.7405349282737417,0.102320954093021,43258,111.03603018840326,225.5371366316421
1.6649587635414316,0.1123785164400981,57158,111.2384825498802,233.6150680071814
1.881355384735299,0.1031088365937621,5790,111.33732527773424,204.1617006198763
1.7282477766325022,0.1116534677410441,49327,111.35977729862788,244.40130932546168
1.8658961534002687,0.1016993778697085,37521,111.85258155268478,211.57268254668415
1.8127849445951332,0.104076330353632,99107,111.8570516328765,212.5605796002636
1.822056578955146,0.1018614311740114,72836,112.03570859328734,240.15411718311225
1.734516586206688,0.1041095222656203,60854,112.1160113453917,183.33303030277983
1.7256504735373952,0.1017393854073012,22426,112.15168300119264,226.18576436195096
1.8045113293165669,0.1007258149073711,18362,112.4544352171136,153.6098955145794
1.804468396593941,0.1066559884322945,28378,112.48110952511092,187.75515971605148
1.8809582001331944,0.1000450658089048,30536,112.51666543228164,185.0
1.7799591283538736,0.1026694289668325,54653,112.6587768440613,219.934081033386
1.786429355714254,0.1031597484140038,23025,112.89818421923356,232.4435415321321
1.7825508632664695,0.1060026934481806,67823,113.06635220082056,229.9673889924395
1.8247281867319016,0.1011688550615926,68563,113.11498574459532,212.16503010628307
1.820215459132687,0.1008153393077588,16287,113.194522835692,188.9682513016406
1.845505645722316,0.1016905801448043,25627,113.24751652906124,220.25439836697927
1.880273232505712,0.1005459687042029,37166,113.46805717910216,234.18582365292735
1.7353855580762774,0.1076295828850931,4234,113.82003338604324,195.38167774896397
1.8794485593670067,0.1008423785458959,48819,113.82442620105756,172.09590349569626
1.8005740106359254,0.1053481091938467,4417,114.1796829562948,180.3690660839602
1.843054131537788,0.1007844925443845,25553,114.28035701729324,203.3740396412482
1.85269835902898,0.1015531765804985,51332,114.70396680150168,240.27900449269387
1.7099218893512858,0.1012184705259089,87055,114.73011810331236,223.23082224459955
1.832122554705496,0.1025096371613554,51049,114.9956520917204,217.329243315298
1.7791602477206494,0.1031710478875273,53656,115.06085346459064,203.7694775966214
1.8143042765588275,0.1040623728094658,13831,115.14773119779652,246.6272491027705
1.8182534137757815,0.1011867044361888,87711,115.20850663036995,229.2204179387168
1.788920526513861,0.1003938493332945,45467,115.2128465059344,247.2508847304697
1.758005282002478,0.1020093481394171,63394,115.26057435220424,182.8578683021324
1.6925386163521976,0.1087994054792925,50351,115.30394615970437,232.92058732538007
1.7223863940202386,0.110354534593793,77052,115.39930675701652,248.31633051412467
1.7473047422181711,0.1042757645066756,12638,115.58546621439912,168.73351771358293
1.7510697766917531,0.106375029384793,84210,115.74541027617468,217.97935682077787
1.794784433030015,0.1086999788265428,76361,115.76700738984316,209.54235848629747
1.818263359047676,0.1017577445513687,49152,115.92238782909882,241.57607497432355
1.798151740147826,0.1032216349861566,64241,115.96982366115763,245.51171051499765
1.8169824250918731,0.100471293716217,61545,116.56757696718245,206.0509645694482
1.815448096447196,0.1058987149667176,97921,116.62761251093156,206.27651344736267
1.7475208475023427,0.1048835997712567,98707,116.64475984801032,219.26696057545925
1.8039831116462135,0.1020584284693012,31220,117.00854669638451,230.77478198451408
1.729331000989971,0.1053709162169395,99179,117.07262703125782,235.5949914577982
1.7145131198345056,0.1045629388900492,48540,117.3839852790831,187.78711350888804
1.8231470050014529,0.1005457414622669,75496,117.52871989433052,219.88633427296023
1.684337588877433,0.1113011872937215,34264,117.75822688882504,184.75389035146188
1.806783024627681,0.100023969080492,22049,117.76247280012424,226.28079900866533
1.882907522868564,0.100777447917538,87847,117.89402020458884,214.55768455126469
1.714950152746956,0.1129149412637174,98036,117.957619508025,189.14280319377735
1.8006485691644796,0.103121129808681,40459,118.06777714516352,249.93999279827148
1.7749062775892928,0.1001356070137505,46182,118.2455073142316,214.7160916186768
1.859929807583366,0.1022710909764005,38398,118.48206615349008,248.93372612002577
1.7841657396958672,0.1012555062570434,43932,118.87808881370864,170.65169205138284
1.8616635157974304,0.1008072031729558,31603,119.0084030646576,212.0919611866513
1.868232722685177,0.1022257008489041,77209,119.07140714714008,225.27094797154825
1.60351610495938,0.1168181162604771,35852,119.11339135462478,229.47984660967504
1.8426160144567152,0.1027129695351673,29127,119.13018089468343,178.18249072229293
1.750254112826671,0.1041439692312754,89655,119.20989891783316,248.17534124082513
1.6580597077131936,0.1139791128842293,97954,119.37755232873558,236.32816167355088
1.7381173530366978,0.1097385626802745,46763,119.74138799930456,241.9380085889772
1.7809339540968945,0.1079757548272496,35120,119.8999582985749,245.38948632734855
1.8404017974532016,0.1025012150583617,25369,119.93748371547572,210.5112823579772
1.7724861275218609,0.107308671446744,22251,119.97082978791136,242.3798671507186
1.8372908105974588,0.1000675066276885,52066,120.0583191619806,248.1249685138519
1.7568602344389743,0.1028461425568758,84612,120.14574482685602,219.620126582242
1.80880483523648,0.1014540781442868,1634,120.39102956615996,217.60055146988944
1.6911975644244612,0.1130505215343623,86806,120.3951826278776,243.6842218938272
1.8702194394392757,0.1013310216256553,68678,120.5404496424333,244.0491753725056
1.796490657855917,0.1030597675798174,93985,121.29303360045044,242.0557786957378
1.846642939701682,0.1015508985588595,85773,122.19656296312102,223.49720356192375
1.7599731682612618,0.1017289991140387,68351,122.63767773404712,213.0610241221984
1.6270175598151104,0.113520499853418,80075,122.89833196589773,240.574312843246
1.8353355362672288,0.1047784240316492,64493,123.05283418109477,246.86433521268316
1.8439057306003463,0.1006182903431263,21034,123.05283418109477,203.04433013507173
1.8001728670044157,0.1005275175928861,24466,123.1218908236874,249.92398844448687
1.5910025428283658,0.1163413225561987,42479,123.14625451064276,223.4479805234319
1.7790250214497698,0.1068424703880128,68702,123.55970216862778,244.98163196452097
1.7570354123343046,0.1034344110147875,83757,123.596116443843,234.85101660414415
1.8430987982757745,0.1017353690052023,88108,124.04434690867618,238.3589729798314
1.7247891753276523,0.1040116180052157,35863,124.08464852672148,246.7833057562849
1.7773649150288382,0.1043214180945025,57503,124.11285187280164,229.8804036885267
1.8201477015080352,0.1035198989703696,29518,124.3864944437297,235.33593010843032
1.763508099663004,0.1021205859985657,48641,124.44275792507976,249.29099462275005
1.7879629130374013,0.1019032880404625,97458,124.64349160706308,219.18257229989797
1.7956306628093457,0.1029851247881092,8863,125.1718818265508,187.3659520830826
1.781689826066341,0.1023381877061479,98428,125.43922831395288,247.93547547698776
1.6921120313807037,0.1064523235659461,77817,125.53087269671953,234.59539637426815
1.8553288700370751,0.1004365248139297,50802,125.80143083447024,237.05695518166092
1.8041130626271693,0.1051834110530702,72903,126.3210196285638,238.11551818392687
1.7947226313522169,0.1007060388180171,68347,126.48320046551636,218.15132362651389
1.7334078617631004,0.1054556940239205,10830,126.65306944563169,237.99159649029627
1.773313428812864,0.1016975698780594,83354,127.18490476467716,249.02007951167312
1.794785732658744,0.1022435944102365,20886,127.43625857659192,243.60213463760945
1.83130986283638,0.10281171134554,6351,127.49117616525469,182.62529945218432
1.794540474513624,0.1046708571456843,3144,128.17956155331473,228.80777958802017
1.8566468953864532,0.10215087559974,25656,128.83322552819982,203.72039662242955
1.7992255787090583,0.1040440767730017,99769,129.28263611173776,245.12241839538055
1.797987245884351,0.1011892097088043,94023,129.78058406402707,216.91011963483865
1.8046796601490795,0.1020887037184342,46871,130.5565011786085,234.13244115243833
1.7729930996198502,0.1011916117289249,41786,130.85870242364473,247.17402776181805
1.8184443293051225,0.1027625948925065,54249,131.12208052040663,243.2570656733325
1.6881641442013284,0.1066005833575958,50345,132.63483705271403,240.93152554200955
1.8043735817533948,0.1022201034855082,51628,133.3566646253572,242.0599099396676
1.7622882006869716,0.1052740830318475,95380,134.8591858198766,207.21486433168832
1.7969014648712889,0.1026199132115092,25343,135.05924625881784,244.8550591676635
1.7885859719597552,0.1062092448438262,32314,137.97463535012514,237.00421937172345
