beta,diag,seed,distance,distance_cum
1.7710358341366503,0.1015673583325179,49451,52.98112871579842,142.4605208470052
1.7548215922257413,0.1013929127783522,3894,59.89991652748775,85.43418519538885
1.791303001105759,0.1009380963861388,4691,61.74139616173253,100.66777041337512
1.8118554656771275,0.1023537255396907,85886,68.59300255857006,166.0421633200435
1.7578037228804284,0.1030168739285152,79641,73.44385610791416,218.06421072702415
1.8363798681393688,0.1003860235636768,5157,74.36396977031282,202.3239975880271
1.6698181881536391,0.1126845351999468,66197,74.73954776421918,228.50820554194547
1.9104905755464976,0.1009844479249654,28387,75.25955088890711,248.3545852204062
1.7517113194599592,0.1042397421160098,28223,75.32595834106593,151.0364194490852
1.7071872310836618,0.1034044154053017,57795,75.32595834106593,249.10640296869127
1.886479381208795,0.1017136978523053,58977,75.61745830163825,214.77662815120271
1.8248042397900643,0.1013575406826147,9319,76.13803254615921,101.33607452432722
1.7807484784295529,0.1042174804304596,6557,76.249590162833,156.8247429457482
1.7701161784878965,0.1024937085403297,39784,76.34133873596926,94.50396817065408
1.9028225739704387,0.100020656275848,37998,76.50490180374065,238.63361037372752
1.8730510494858512,0.1021156218512388,43570,76.8049477572897,140.03570973148243
1.7841086724093758,0.1035929618395642,12892,77.53708789992051,201.84399916767404
1.8194347623614255,0.1052760011082361,24441,77.9487010796203,133.43163043296744
1.8054632516518456,0.1055694664085178,63413,78.835271294009,210.1737376553027
1.8424853639008385,0.1011316901801271,65383,79.03796556086195,238.85769822218415
1.815550968317187,0.1062667806812949,54372,80.01249902359005,158.0221503460828
1.7975735758172535,0.1046337025193512,32415,80.87026647662292,195.41750177504576
1.770338707898662,0.1026346312774964,34637,80.9814793641114,178.8938232583786
1.8028316056921936,0.1028594310407136,85337,81.62107570964744,217.6235281397671
1.7782170417593612,0.1024332323642256,51166,81.81686867633104,184.98378307300345
1.658880462132731,0.1149518107420123,29383,82.0,204.1470058560742
1.81912752797114,0.100936248495914,5207,82.68615361715648,103.54709073653396
1.8492181767691347,0.102200232373315,75259,84.3741666625514,188.6027571378531
1.6799119478123534,0.1059223183924428,80061,84.4748483277715,191.3008102439715
1.8341399134438687,0.1062643153116833,26722,84.67585252006619,179.56057473732923
1.8299615394288105,0.1004770014703135,62705,85.8894638474359,210.11901389450696
1.785683284394971,0.105307702815666,65125,86.45229898620394,127.91012469699184
1.8525694151423289,0.1015612177673071,38012,86.72369918309528,247.35804009572848
1.6962710515716122,0.103873965195954,56381,87.52713864853574,120.8263216356436
1.6987283420910022,0.106557365207766,53085,87.68124086713189,163.30033680308193
1.8590059330804736,0.1002263542310594,16611,88.36288813749809,186.598499458061
1.8010841993994575,0.100525604445001,80166,89.59910713840847,152.09536482089123
1.8692970904017951,0.1011376918962751,79684,89.63816151617569,230.45173030376665
1.8569849487235024,0.1005028235533656,71957,89.91106717195609,153.48941331570722
1.7544425677170286,0.1029202327300628,54287,90.04443347592343,120.57777573002414
1.9195567463743144,0.1021001311876955,39201,90.38252043398656,244.1843565832996
1.7684437662400954,0.1061248608302067,59422,90.47651629014015,150.06998367428446
1.6854307763335965,0.1102627505819678,95240,90.7524104363074,200.9427779244629
1.7644379059430717,0.1015838536275188,5616,90.8129946648606,164.67847461037522
1.7700009645563235,0.1092192642425289,61244,90.85152722987104,129.5569372901351
1.7641013114131192,0.1066221307009397,9529,91.2414379544733,184.80259738434415
1.8232408522299144,0.1013836148962358,31358,91.35644476444998,215.96759016111653
1.72931152175587,0.1034200695258857,56376,91.43850392476902,231.56856436053664
1.7456141888101255,0.1116823818597205,49821,92.32009532057472,192.43180610283736
1.802608461754223,0.1021734253175557,29843,92.660671268883,155.3769609691218
1.8072445960564032,0.1032609605314441,94903,92.67146270562476,221.5648889151889
1.832184922584026,0.1012525755747345,59958,92.69843580125828,148.6573240711671
1.81408202467925,0.1010495815342509,70889,92.79008567729636,183.5701500789276
1.7859276574476717,0.1071609635109184,69565,93.26842981416596,192.66551326067673
1.8536605123606695,0.1023013825368579,98657,93.28451104015072,171.2103968805633
1.90813591858079,0.1003304261100728,50067,93.33809511662427,245.069377932046
1.7619539842431242,0.1024009035013203,77233,93.45052166788584,230.9740245135803
1.7906906298492056,0.1059753968078499,50574,93.53608929178084,247.11333432253303
1.848632402142795,0.1039989902163513,28687,93.57350052231668,142.10207598765052
1.8096043629467191,0.100778224415119,65072,93.68564457802486,228.59133841858488
1.750754422939511,0.1045344609242358,52680,93.82430388763883,194.75882521724145
1.8359609940206805,0.1021862244144118,68634,94.29740187301029,224.17180911078003
1.7883694524393188,0.1057908283923087,75308,94.3610088966836,150.41941364066008
1.814986954439241,0.1008733400398122,59097,94.82088377567464,233.6557296536937
1.772836157415721,0.1017380373517843,90061,94.91575211733824,197.38794289418996
1.7854544319252834,0.1023962363101967,75190,94.93682109698008,194.1520023074704
1.7992682564270537,0.104298725277009,75887,95.46203433826454,204.2890109624108
1.793275914380478,0.101924852232543,69062,95.51963149007642,155.7273257973693
1.7250319200014843,0.1019900891087928,94757,95.63994981178108,145.64340012510007
1.758810811508725,0.1095080272928644,14563,95.77577981932592,223.69622258768695
1.7373989556244651,0.1085626832071666,28218,95.8070978581441,221.44073699299324
1.6707779599617345,0.1052881995668665,95484,95.85405573057407,193.1372568926047
1.8271306146881685,0.101242055601946,74557,96.06247966818262,240.12080293052497
1.805888320650514,0.1011063504665345,18928,96.06247966818262,158.2055624812225
1.807867457790731,0.1016045739960427,77543,96.0937042682818,194.20092687729377
1.823176930368187,0.1003820016414763,16950,96.32237538599222,224.85328549967863
1.83039984377384,0.1018154793062878,36287,96.34832639957996,209.77607108533613
1.8192109201677649,0.1045102181607848,57430,96.6902270139025,216.41164478835236
1.8489659188291616,0.1004605503369466,97133,97.03607576566564,246.39399343328157
1.7977962902064133,0.1007459130795648,95469,97.24196624914576,183.03551567933476
1.7015526081948869,0.1049378467358201,45604,97.36529155710468,207.98076834169063
1.7546450365077175,0.1050742163063708,52089,97.42176348229384,178.65049678072546
1.8495104054671336,0.1014132792392472,41087,97.75990998359194,248.25994441310905
1.7563528123642629,0.1093250550017292,41854,97.7957054271812,145.20330574749323
1.7938147587265088,0.1023634038403708,36384,97.81615408509988,140.4314779527724
1.834173206328012,0.1026577747245719,27117,97.89279850938983,194.948711203742
1.7620054288986642,0.1025370826097992,60389,97.94896630388703,180.066654325558
1.8388702048226024,0.102052651891072,17348,98.21405194777374,186.31425066269085
1.7814611435617294,0.1026112369829601,80449,98.23950325607312,161.94134740701648
1.7884319788002403,0.1045666966172329,95096,98.33615815151616,158.64740779476983
1.8544647759239237,0.1018682609689039,7534,98.38699100999077,170.20575783445165
1.8021869996726696,0.1011191228941935,99659,98.5291834940288,158.39191898578665
1.7919641891009088,0.1091302363208525,25522,98.70663604844408,221.87609154661075
1.751945109845452,0.1021215273095281,26294,98.71170143402452,166.6283289239858
