index,distance,distance_cum
0,81.43709228600933,2017.816889611146
1,80.91971329657564,2265.8148644582593
2,79.66806135459805,2250.8271812824723
3,81.18497397917918,1757.568490841822
4,80.57294831393475,2129.7321427822794
5,80.39278574598593,1968.8395059018903
6,80.3305670339753,2544.540626517879
7,79.0,2066.410898151672
8,74.57881736793632,2149.045602122021
9,81.28345465099278,2116.2147811599843
10,82.10968274204937,2586.3135927416074
11,81.19113252073775,2024.5095702416425
12,81.19113252073775,2286.23992616698
13,83.19855767980596,2482.280403177691
14,82.31038816577164,2154.669580237304
15,85.94184079946159,2509.8394370955284
16,83.35466393669883,2487.8627373711756
17,86.0,2356.217307465506
18,83.45657553482529,2346.5436284032735
19,84.29116205154607,2471.028126104598
20,87.88629017087932,2836.088503555557
21,86.56211642514293,2702.4925531812296
22,84.62269199216011,2874.1640523811443
23,80.79603950689662,2389.7738386717683
24,84.69356528095862,2619.735101112324
25,84.79976415061542,2897.2400659938417
26,88.02272433866155,2761.0490759854306
27,92.37423883312924,2961.626411281477
28,88.10221336606703,2886.5444739341883
29,85.0235261559999,2525.6886189710717
30,85.17628778010932,3051.9316833769394
31,85.246700815926,2619.5667580727923
32,81.19729059519166,2160.3140975330416
33,81.6394512475433,2724.5445490943985
34,87.01723967122837,2585.6076655208153
35,85.46344247688599,2932.3190481255615
36,93.44517108978933,2892.7659773994856
37,90.36592278065886,3107.9469107434893
38,85.12931340026184,3338.345698096589
39,88.62843787408192,2629.3911842858224
40,94.72064188971694,3604.809426308137
41,92.52567211320326,3003.0101564929814
42,88.9606654651369,2896.593689145925
43,95.16301802696256,2624.292476078076
44,90.49309365912958,3198.837445072819
45,94.16474924301556,2976.520451802742
46,85.85452812752511,2551.650446279819
47,94.19660291114536,3436.0512219697775
48,96.7832630158748,3119.4981968258935
49,88.7862601982987,3090.186402144699
50,93.35952013587044,3576.80374077192
51,89.59352655186646,2757.770113696934
52,91.60240171523888,3451.405510802809
53,98.21405194777374,3574.5329764879775
54,96.32237538599222,3808.7328601517856
55,90.97252332435328,3173.8675145632656
56,94.62557793746888,3687.11459002836
57,96.28083921528729,3804.790007346003
58,86.95976080923866,3008.1304825422717
59,86.27282306729043,3084.824468263956
60,99.7597113067194,3804.604578665173
61,95.36246641105711,3167.1368773704744
62,88.34591105421914,3386.7099078604297
