beta,diag,seed,diag_prob,diag_factor,diag_prob2,diag_rate2,diag_2nd_factor,index,distance,distance_cum,r2,r2_adjusted
1.7544425677170286,0.1029202327300628,54287,0.18267318564869994,0.01,0.0018267318564869994,0.0009143683560453031,0.008884242988873633,3900,102.82509421342633,1207.139594247492,0.942616563019441,0.9416959731213571
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.039696969696969696,0.007113219420498507,0.00357186871175863,0.03546826738179275,27503,148.3138563991915,1226.7636284142109,0.9407356740316917,0.9397849094439648
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.07929292929292929,0.014208339046033915,0.007165370885771072,0.07115135268818785,27507,146.78215150351218,1257.6227574276795,0.9377165957674539,0.9367173967690708
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.01,0.0017918797013469524,0.0008969043681034128,0.008906162715069969,27500,149.12075643584967,1271.3638346279952,0.9363481144490008,0.9353269612048671
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.029797979797979796,0.005339439514114655,0.0026783062746310593,0.026595289677423885,27502,146.87409574189726,1288.9045736593537,0.9345796149085441,0.9335300900140288
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.059494949494949496,0.01066077923326621,0.005364754131356175,0.05327142437853865,27505,152.97058540778357,1299.797676563549,0.9334691488874495,0.9324018090300289
1.6707779599617345,0.1052881995668665,95484,0.18638081343113733,0.0198989898989899,0.0037087899238317226,0.001858532755398823,0.017651861870983034,7101,110.837719211467,1306.4095835533358,0.9327905592042869,0.931712332881361
1.6707779599617345,0.1052881995668665,95484,0.18638081343113733,0.1386868686868687,0.025848571398075913,0.013128610158850695,0.12469213276377633,7113,108.6830253535482,1320.753951347487,0.9313065380686101,0.9302045039199781
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.0198989898989899,0.003565659607730804,0.001786653984310882,0.01774127952286448,27501,150.4759116935332,1328.6914615515525,0.9304783845729676,0.9293630645393789
1.755543330610163,0.1034022055756249,90041,0.18342947197825454,0.07929292929292929,0.014544660151811092,0.007336479105302662,0.07095089572279005,10507,139.48476619330157,1337.2075381181487,0.9295843489661408,0.9284546861153302
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.1386868686868687,0.024851018484337024,0.01261422614659835,0.12525789212495136,27513,150.87743370033837,1352.4396474519667,0.9279710051447916,0.9268154597727829
1.8272023295678257,0.101430282097862,34710,0.18032991249423014,0.06939393939393938,0.012513803018538999,0.006304315563324114,0.06215417558675014,13206,144.54757002454244,1352.9974131534768,0.9279115812919659,0.9267550825961152
1.7644379059430717,0.1015838536275188,5616,0.1805718096152763,0.01,0.001805718096152763,0.000903838530609824,0.008897462523167919,4300,111.36426715962352,1385.8048203120093,0.9243732039242076,0.9231599398160398
1.6799119478123534,0.1059223183924428,80061,0.1873702523902111,0.1782828282828283,0.0334048985321942,0.0170456416709025,0.16092587407073455,2817,95.7235603182414,1407.3290304687102,0.9220057009209732,0.9207544554812027
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.16838383838383839,0.03017235820348858,0.015365483092475984,0.1525775740245577,27516,154.0,1419.7140557168543,0.9206269021409957,0.9193535369347016
1.7570354123343046,0.1034344110147875,83757,0.18347997711432928,0.98010101010101,0.17982891090306433,0.101112387624826,0.9775507650966415,26398,129.46041866145808,1426.768726879027,0.9198361199086612,0.9185500683563937
1.6799119478123534,0.1059223183924428,80061,0.1873702523902111,0.049595959595959596,0.009292807467029662,0.004672488485815696,0.044112407627862706,2804,98.726896031426,1432.1550195422285,0.9192297130765452,0.9179339330724257
1.6799119478123534,0.1059223183924428,80061,0.1873702523902111,0.19808080808080808,0.03711445100375798,0.01898206234537403,0.1792073911660938,2819,101.68087332433764,1445.9069817937805,0.9176711069327492,0.9163503225519912
1.6261565760795325,0.1089056951483048,98914,0.19200599355543235,0.19808080808080808,0.03803270235981847,0.019462780562815585,0.1787122384767087,14519,119.44454780357285,1453.0660686974973,0.9168538222133692,0.9155199263130489
1.8272023295678257,0.101430282097862,34710,0.18032991249423014,0.039696969696969696,0.007158551071740651,0.0035947301614414062,0.0354404038625579,13203,141.04254677224174,1462.635634736143,0.9157550519406439,0.9144035287097452
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.10898989898989898,0.01952967876518547,0.00988092665094975,0.09811652575080707,27510,153.49918566559236,1470.0945547821066,0.9148936226626041,0.9135282797106673
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.049595959595959596,0.00888699932688236,0.00446734881115185,0.044360287263653216,27504,156.5119803721108,1475.5998780157174,0.9142550032979425,0.9128794151155566
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.18818181818181817,0.03371991801625628,0.017209737993251206,0.17089082437598815,27518,152.41719063150325,1477.8954631502188,0.9139880094462803,0.9126081379400709
1.7947226313522169,0.1007060388180171,68347,0.17918797013469523,0.09909090909090908,0.017755898858801616,0.008973780317536595,0.08910866143541647,27509,155.9551217498162,1488.688348849416,0.912727152640599,0.9113270534851006
